"Gerät";;"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30";"30"
"Messstelle";;"0";"1";"2";"3";"10";"11";"12";"13";"20";"21";"22";"23";"30";"31";"40";"41";"50";"51";"60";"61";"62";"63";"70";"71";"72";"73";"80";"90"
"Kommentar";;"T,t";"RH,Uw";"DT,td";"AP,p mbar";"T,t";"RH,Uw";"DT,td";"AP,p mbar";"T,t";"RH,Uw";"DT,td";"AP,p mbar";"v 1,0 m/s";"p    mbar";"v 1,0 m/s";"p    mbar";"v 1,0 m/s";"p    mbar";"CO2ppm avg";"CO2ppm";"AP,p mbar";"Tp,t °C";"CO2ppm avg";"CO2ppm";"AP,p mbar";"Tp,t °C";"";""
"Sensor";;"DIGI";"DIGI";"DIGI";"DIGI";"DIGI";"DIGI";"DIGI";"DIGI";"DIGI";"DIGI";"DIGI";"DIGI";"DIGI";"DIGI";"DIGI";"DIGI";"DIGI";"DIGI";"DIGI";"DIGI";"DIGI";"DIGI";"DIGI";"DIGI";"DIGI";"DIGI";"P204";"P204"
"Einheit";;"°C";"%H";"°C";"mb";"°C";"%H";"°C";"mb";"°C";"%H";"°C";"mb";"ms";"mb";"ms";"mb";"ms";"mb";"pp";"pp";"mb";"°C";"pp";"pp";"mb";"°C";"°C";"°C"
"Grenzwerte";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

"11.09.2025";"08:33:48";22,98;59,5;14,7;1001,5;22,68;58,4;14,2;1000,2;22,46;59,3;14,2;1002,5;0;1000,3;0;1000,4;0,087;1000,7;678;619;999,8;27,6;477;477;1001,8;27,3;23,01;22,42
"11.09.2025";"08:33:57";22,99;60,5;15;1001,5;22,68;58,2;14,1;1000,2;22,45;59,1;14,1;1002,5;0;1000,3;0;1000,4;0,075;1000,7;675;631;999,8;27,6;477;461;1001,8;27,3;23,03;22,44
"11.09.2025";"08:34:09";22,98;61,8;15,3;1001,5;22,68;58,3;14,1;1000,2;22,45;59,2;14,1;1002,5;0,001;1000,4;0;1000,4;0,069;1000,7;678;643;999,8;27,6;477;469;1001,8;27,3;23,04;22,44
"11.09.2025";"08:34:17";22,98;62,3;15,4;1001,5;22,68;58,2;14,1;1000,2;22,44;59,1;14,1;1002,5;0;1000,3;0;1000,4;0,096;1000,8;678;643;999,8;27,6;477;469;1001,8;27,3;23,04;22,45
"11.09.2025";"08:34:26";22,97;62,5;15,5;1001,5;22,68;59,3;14,4;1000,2;22,44;59,1;14,1;1002,5;0;1000,4;0;1000,5;0,07;1000,8;675;637;999,9;27,7;461;451;1001,7;27,3;23,05;22,45
"11.09.2025";"08:34:37";22,97;62,2;15,4;1001,4;22,69;60,8;14,8;1000,3;22,43;59,1;14,1;1002,5;0;1000,3;0;1000,4;0,064;1000,7;675;677;999,8;27,7;467;465;1001,8;27,4;23,05;22,46
"11.09.2025";"08:34:46";22,97;61,7;15,3;1001,5;22,69;61,1;14,9;1000,2;22,43;59,2;14,1;1002,5;0,027;1000,3;0;1000,4;0,075;1000,8;675;677;999,8;27,7;467;465;1001,8;27,4;23,06;22,46
"11.09.2025";"08:34:58";22,95;62,3;15,4;1001,5;22,69;59,8;14,5;1000,1;22,42;59,2;14,1;1002,5;0;1000,3;0;1000,4;0,072;1000,7;675;683;999,8;27,7;469;469;1001,8;27,4;23,06;22,46
"11.09.2025";"08:35:07";22,95;62;15,3;1001,4;22,69;60,7;14,8;1000,2;22,42;59,1;14,1;1002,4;0;1000,4;0,044;1000,4;0,055;1000,7;720;741;999,8;27,7;469;465;1001,8;27,4;23,07;22,46
"11.09.2025";"08:35:18";22,95;62;15,3;1001,4;22,68;60,1;14,6;1000,1;22,42;59,3;14,1;1002,4;0;1000,3;0;1000,4;0,031;1000,8;720;741;999,8;27,7;469;465;1001,8;27,4;23,07;22,47
"11.09.2025";"08:35:27";22,94;62;15,3;1001,4;22,69;61;14,8;1000,2;22,42;59,1;14,1;1002,5;0;1000,3;0;1000,4;0,053;1000,7;677;679;999,9;27,7;469;473;1001,7;27,4;23,07;22,47
"11.09.2025";"08:35:38";22,95;61,8;15,3;1001,4;22,68;58,5;14,2;1000,1;22,41;59,1;14,1;1002,5;0;1000,3;0;1000,4;0,052;1000,8;677;689;999,8;27,7;465;451;1001,8;27,4;23,07;22,48
"11.09.2025";"08:35:47";22,94;61,9;15,3;1001,4;22,69;57,9;14;1000,1;22,41;59,1;14,1;1002,5;0;1000,3;0,051;1000,4;0,085;1000,7;677;689;999,7;27,7;465;451;1001,8;27,4;23,07;22,48
"11.09.2025";"08:35:56";22,94;61,8;15,3;1001,5;22,69;59,4;14,4;1000,2;22,4;59,2;14,1;1002,4;0;1000,3;0;1000,4;0,058;1000,7;662;641;999,8;27,7;469;487;1001,8;27,4;23,08;22,48
"11.09.2025";"08:36:07";22,93;60,6;15;1001,4;22,69;59,4;14,4;1000,2;22,41;59,3;14,1;1002,4;0;1000,3;0;1000,3;0;1000,7;683;707;999,8;27,8;473;479;1001,8;27,4;23,08;22,48
"11.09.2025";"08:36:16";22,94;60,3;14,9;1001,4;22,69;59,1;14,3;1000,1;22,41;59,3;14,1;1002,5;0;1000,2;0;1000,3;0;1000,7;683;707;999,7;27,8;473;479;1001,8;27,4;23,08;22,48
"11.09.2025";"08:36:28";22,93;60,6;15;1001,4;22,69;59,9;14,6;1000,1;22,4;59,3;14,1;1002,4;0;1000,3;0;1000,4;0;1000,8;689;725;999,7;27,8;469;473;1001,8;27,5;23,08;22,49
"11.09.2025";"08:36:36";22,93;60,3;14,9;1001,4;22,7;60,7;14,8;1000,2;22,41;59,4;14,2;1002,4;0;1000,3;0,041;1000,4;0;1000,7;683;724;999,8;27,8;473;488;1001,8;27,5;23,09;22,49
"11.09.2025";"08:36:48";22,94;60,4;14,9;1001,4;22,7;60,7;14,8;1000,1;22,41;59,4;14,2;1002,4;0;1000,3;0;1000,3;0;1000,7;683;724;999,7;27,8;473;488;1001,7;27,5;23,09;22,49
"11.09.2025";"08:36:57";22,94;60,2;14,9;1001,5;22,7;60,3;14,7;1000,1;22,41;59,7;14,2;1002,5;0;1000,3;0;1000,3;0;1000,8;683;656;999,8;27,8;473;483;1001,8;27,5;23,09;22,49
"11.09.2025";"08:37:08";22,94;60;14,8;1001,4;22,7;60,3;14,7;1000,1;22,41;59,9;14,3;1002,4;0;1000,3;0;1000,3;0;1000,6;683;673;999,8;27,8;473;483;1001,7;27,5;23,09;22,49
"11.09.2025";"08:37:17";22,94;60,5;14,9;1001,4;22,71;60,6;14,8;1000,1;22,42;60;14,3;1002,4;0;1000,3;0;1000,3;0;1000,7;683;673;999,8;27,8;473;483;1001,8;27,5;23,1;22,49
"11.09.2025";"08:37:29";22,94;60,8;15;1001,4;22,71;60,6;14,8;1000,1;22,42;60;14,3;1002,4;0;1000,3;0;1000,4;0;1000,7;683;662;999,7;27,8;473;467;1001,8;27,5;23,1;22,49
"11.09.2025";"08:37:37";22,94;60,8;15;1001,4;22,71;60,8;14,8;1000,1;22,43;60,1;14,4;1002,4;0;1000,3;0;1000,4;0;1000,7;662;636;999,8;27,8;479;479;1001,8;27,5;23,1;22,5
"11.09.2025";"08:37:46";22,94;59,9;14,8;1001,4;22,71;61,1;14,9;1000,2;22,42;60,4;14,4;1002,5;0;1000,3;0;1000,3;0;1000,7;662;636;999,8;27,8;479;479;1001,8;27,5;23,1;22,49
"11.09.2025";"08:37:58";22,95;60,1;14,9;1001,4;22,71;61,3;14,9;1000,1;22,44;61,1;14,6;1002,4;0;1000,3;0;1000,3;0;1000,7;656;631;999,8;27,8;479;470;1001,7;27,5;23,1;22,5
"11.09.2025";"08:38:06";22,95;60,9;15,1;1001,4;22,71;61,4;15;1000,1;22,44;61,1;14,6;1002,4;0;1000,3;0,02;1000,3;0;1000,7;662;658;999,8;27,9;483;514;1001,8;27,5;23,1;22,5
"11.09.2025";"08:38:18";22,95;60,6;15;1001,4;22,72;61,3;14,9;1000,1;22,44;61,3;14,7;1002,5;0,035;1000,3;0;1000,3;0;1000,7;662;658;999,8;27,9;483;514;1001,8;27,5;23,1;22,5
"11.09.2025";"08:38:27";22,95;61;15,1;1001,4;22,72;61,4;15;1000,1;22,45;61,4;14,7;1002,4;0,033;1000,3;0;1000,3;0;1000,6;662;665;999,7;27,9;487;537;1001,7;27,5;23,1;22,5
"11.09.2025";"08:38:38";22,97;60,9;15,1;1001,4;22,72;61,5;15;1000,1;22,45;62,2;14,9;1002,5;0;1000,2;0;1000,3;0;1000,7;662;638;999,8;27,9;488;576;1001,8;27,5;23,11;22,5
"11.09.2025";"08:38:47";22,97;61;15,1;1001,4;22,73;61,5;15;1000,1;22,46;62,2;14,9;1002,5;0,04;1000,3;0,078;1000,3;0,188;1000,6;662;638;999,8;27,9;488;576;1001,7;27,5;23,11;22,5
"11.09.2025";"08:38:58";22,97;61;15,1;1001,4;22,74;61,4;15;1000;22,53;62;14,9;1002,4;0,137;1000,3;0,213;1000,4;0,316;1000,6;662;662;999,8;27,9;514;586;1001,7;27,5;23,11;22,51
"11.09.2025";"08:39:07";22,99;61;15,1;1001,4;22,76;61,4;15;1000,1;22,58;62,2;15;1002,4;0,194;1000,3;0,292;1000,3;0,357;1000,7;665;691;999,8;27,9;537;611;1001,7;27,6;23,11;22,51
"11.09.2025";"08:39:16";22,99;60,9;15,1;1001,4;22,77;61,2;15;1000,2;22,63;62,2;15,1;1002,5;0,198;1000,3;0,26;1000,3;0,356;1000,6;665;691;999,8;27,9;537;611;1001,7;27,6;23,11;22,51
"11.09.2025";"08:39:27";23,01;60,5;15;1001,4;22,79;61,1;15;1000,1;22,71;62,2;15,2;1002,5;0,198;1000,3;0,271;1000,4;0,372;1000,7;665;693;999,8;27,9;576;670;1001,8;27,6;23,12;22,51
"11.09.2025";"08:39:36";23,01;60,3;15;1001,4;22,82;60,9;14,9;1000,1;22,75;62;15,2;1002,4;0,181;1000,3;0,277;1000,3;0,349;1000,6;673;748;999,8;27,9;586;710;1001,8;27,6;23,12;22,52
"11.09.2025";"08:39:48";23,03;60,2;15;1001,4;22,83;60,8;14,9;1000,1;22,78;61,9;15,2;1002,4;0,18;1000,3;0,259;1000,4;0,365;1000,8;673;748;999,8;27,9;586;710;1001,7;27,6;23,12;22,52
"11.09.2025";"08:39:56";23,03;60,2;15;1001,4;22,85;60,7;14,9;1000,1;22,82;61,8;15,2;1002,4;0,209;1000,3;0,267;1000,4;0,376;1000,8;691;741;999,7;27,9;611;685;1001,8;27,6;23,12;22,52
"11.09.2025";"08:40:08";23,03;60,2;15;1001,4;22,86;60,7;14,9;1000,1;22,82;61,8;15,2;1002,4;0,207;1000,3;0,296;1000,3;0,385;1000,8;665;716;999,8;27,9;670;692;1001,7;27,6;23,12;22,54
"11.09.2025";"08:40:17";23,04;60,1;14,9;1001,4;22,87;60,7;14,9;1000,1;22,82;61,8;15,2;1002,5;0,204;1000,3;0,294;1000,3;0,382;1000,7;665;716;999,8;27,9;670;692;1001,7;27,6;23,13;22,55
"11.09.2025";"08:40:28";23,05;60,1;15;1001,4;22,89;60,6;14,9;1000,1;22,82;61,7;15,1;1002,5;0,178;1000,3;0,262;1000,4;0,401;1000,7;691;736;999,8;27,9;685;702;1001,8;27,6;23,13;22,55
"11.09.2025";"08:40:37";23,06;60,1;15;1001,4;22,9;60,6;14,9;1000,1;22,84;61,7;15,2;1002,5;0,21;1000,3;0,282;1000,4;0,346;1000,8;693;739;999,8;27,9;692;704;1001,7;27,5;23,13;22,56
"11.09.2025";"08:40:49";23,07;60,1;15;1001,4;22,91;60,5;14,9;1000,2;22,85;61,7;15,2;1002,5;0,186;1000,3;0,294;1000,4;0,376;1000,8;693;739;999,8;27,9;692;704;1001,8;27,5;23,13;22,56
"11.09.2025";"08:40:57";23,07;60;14,9;1001,5;22,93;60,5;14,9;1000,1;22,86;61,6;15,2;1002,5;0,176;1000,4;0,29;1000,4;0,343;1000,9;701;701;999,8;27,9;702;735;1001,7;27,5;23,13;22,56
"11.09.2025";"08:41:06";23,07;60;14,9;1001,5;22,93;60,5;14,9;1000,2;22,87;61,6;15,2;1002,5;0,232;1000,3;0,282;1000,4;0,352;1000,8;716;740;999,8;27,9;704;717;1001,8;27,5;23,14;22,57
"11.09.2025";"08:41:18";23,08;60;15;1001,4;22,93;60,5;14,9;1000,2;22,88;61,6;15,2;1002,4;0,255;1000,4;0,262;1000,4;0,396;1000,8;716;740;999,8;27,9;704;717;1001,8;27,5;23,13;22,57
"11.09.2025";"08:41:26";23,09;60;15;1001,5;22,94;60,4;14,9;1000,2;22,89;61,6;15,2;1002,4;0,223;1000,3;0,284;1000,4;0,357;1000,7;729;729;999,8;27,9;696;696;1001,8;27,5;23,14;22,58
"11.09.2025";"08:41:38";23,1;60;15;1001,4;22,95;60,4;14,9;1000,2;22,9;61,5;15,2;1002,5;0,209;1000,4;0,31;1000,4;0,342;1000,8;729;709;999,8;27,9;710;722;1001,8;27,5;23,14;22,59
"11.09.2025";"08:41:47";23,1;60;15;1001,4;22,98;60,4;15;1000,2;22,9;61,5;15,2;1002,5;0,173;1000,3;0,259;1000,4;0,397;1000,8;729;709;999,8;27,9;710;722;1001,8;27,5;23,14;22,6
"11.09.2025";"08:41:58";23,13;60;15;1001,4;22,99;60,4;15;1000,2;22,91;61,5;15,2;1002,5;0,233;1000,3;0,271;1000,3;0,369;1000,8;729;721;999,8;27,9;704;714;1001,8;27,5;23,14;22,61
"11.09.2025";"08:42:07";23,14;60;15;1001,4;23;60,3;15;1000,1;22,91;61,5;15,2;1002,5;0,235;1000,3;0,283;1000,4;0,367;1000,8;740;751;999,8;27,9;708;708;1001,8;27,5;23,14;22,61
"11.09.2025";"08:42:19";23,15;59,9;15;1001,5;23,01;60,3;15;1000,2;22,93;61,5;15,2;1002,5;0,15;1000,3;0,27;1000,4;0,325;1000,8;740;751;999,8;27,9;708;708;1001,8;27,5;23,15;22,62
"11.09.2025";"08:42:27";23,15;59,9;15;1001,5;23,02;60,3;15;1000,1;22,93;61,5;15,2;1002,5;0,174;1000,4;0,27;1000,4;0,367;1000,8;716;695;999,8;27,9;708;716;1001,8;27,5;23,15;22,63
"11.09.2025";"08:42:36";23,16;59,9;15;1001,4;23,03;60,3;15;1000,1;22,94;61,5;15,2;1002,5;0,2;1000,3;0,263;1000,3;0,369;1000,8;721;718;999,8;27,9;708;707;1001,8;27,5;23,16;22,64
"11.09.2025";"08:42:48";23,17;59,9;15;1001,4;23,04;60,2;15;1000,1;22,97;61,4;15,2;1002,5;0,207;1000,3;0,266;1000,4;0,336;1000,9;721;718;999,8;27,9;708;707;1001,8;27,5;23,16;22,65
"11.09.2025";"08:42:56";23,17;59,9;15;1001,4;23,05;60,2;15;1000,2;22,97;61,4;15,2;1002,5;0,216;1000,4;0,284;1000,4;0,35;1000,8;739;753;999,8;27,9;708;707;1001,8;27,5;23,16;22,66
"11.09.2025";"08:43:08";23,18;59,9;15;1001,5;23,06;60,2;15;1000,2;22,98;61,4;15,2;1002,5;0,217;1000,2;0,279;1000,3;0,357;1000,9;721;719;999,8;27,9;717;729;1001,8;27,5;23,17;22,67
"11.09.2025";"08:43:17";23,19;59,9;15;1001,5;23,06;60,2;15;1000,2;22,99;61,4;15,2;1002,5;0,201;1000,3;0,289;1000,4;0,349;1000,8;721;719;999,8;27,9;717;729;1001,8;27,5;23,17;22,68
"11.09.2025";"08:43:28";23,2;59,9;15;1001,5;23,08;60,2;15;1000,1;23;61,4;15,2;1002,5;0,232;1000,3;0,303;1000,4;0,383;1000,8;719;712;999,8;27,9;716;720;1001,8;27,5;23,17;22,69
"11.09.2025";"08:43:37";23,2;59,9;15;1001,4;23,09;60,1;15;1000,2;23;61,4;15,2;1002,5;0,213;1000,4;0,269;1000,4;0,358;1000,8;721;729;999,8;27,9;716;721;1001,8;27,5;23,17;22,7
"11.09.2025";"08:43:48";23,2;59,9;15;1001,4;23,1;60,1;15;1000,1;23,02;61,4;15,3;1002,5;0,206;1000,4;0,287;1000,4;0,374;1000,8;721;729;999,8;27,9;716;721;1001,8;27,5;23,18;22,71
"11.09.2025";"08:43:57";23,21;59,9;15;1001,4;23,1;60,1;15;1000,2;23,03;61,4;15,3;1002,5;0,21;1000,4;0,289;1000,4;0,356;1000,8;721;742;999,8;27,9;714;712;1001,8;27,5;23,18;22,72
"11.09.2025";"08:44:06";23,22;59,8;15;1001,4;23,1;60,2;15;1000,2;23,03;61,4;15,3;1002,4;0,176;1000,4;0,288;1000,4;0,345;1000,9;719;716;999,8;27,9;716;722;1001,8;27,5;23,19;22,73
"11.09.2025";"08:44:17";23,22;59,8;15;1001,5;23,14;60,1;15;1000,2;23,03;61,4;15,3;1002,5;0,201;1000,4;0,284;1000,4;0,308;1000,8;719;716;999,8;28;716;722;1001,8;27,5;23,19;22,73
"11.09.2025";"08:44:26";23,23;59,8;15;1001,4;23,15;60,1;15;1000,1;23,04;61,4;15,3;1002,5;0,2;1000,4;0,269;1000,4;0,312;1000,8;742;754;999,9;28;708;703;1001,8;27,5;23,21;22,75
"11.09.2025";"08:44:38";23,23;59,8;15;1001,5;23,16;60,1;15,1;1000,1;23,04;61,4;15,3;1002,5;0,154;1000,4;0,254;1000,4;0,319;1000,8;721;721;999,8;27,9;715;715;1001,8;27,5;23,21;22,75
"11.09.2025";"08:44:46";23,25;59,8;15,1;1001,5;23,16;60,1;15,1;1000,2;23,05;61,4;15,3;1002,5;0,178;1000,3;0,267;1000,4;0,358;1000,8;721;721;999,8;28;715;715;1001,7;27,5;23,21;22,77
"11.09.2025";"08:44:58";23,25;59,8;15,1;1001,5;23,17;60,1;15,1;1000,2;23,06;61,4;15,3;1002,5;0,167;1000,4;0,242;1000,4;0,388;1000,8;721;753;999,8;28;707;689;1001,8;27,5;23,22;22,78
"11.09.2025";"08:45:07";23,25;59,8;15,1;1001,5;23,18;60,1;15,1;1000,3;23,06;61,4;15,3;1002,5;0,237;1000,4;0,297;1000,4;0,33;1000,8;729;743;999,8;28;715;719;1001,8;27,5;23,22;22,78
"11.09.2025";"08:45:18";23,28;59,8;15,1;1001,5;23,19;60;15,1;1000,2;23,06;61,4;15,3;1002,6;0,222;1000,4;0,269;1000,4;0,309;1000,8;729;743;999,8;28;715;719;1001,8;27,5;23,23;22,79
"11.09.2025";"08:45:27";23,28;59,8;15,1;1001,4;23,2;60;15,1;1000,2;23,07;61,3;15,3;1002,5;0,187;1000,3;0,286;1000,4;0,328;1000,8;729;724;999,8;28;721;740;1001,8;27,6;23,23;22,8
"11.09.2025";"08:45:39";23,29;59,8;15,1;1001,5;23,21;60;15,1;1000,2;23,08;61,3;15,3;1002,5;0,128;1000,4;0,223;1000,4;0,311;1000,8;729;743;999,8;28;719;709;1001,9;27,6;23,23;22,81
"11.09.2025";"08:45:47";23,29;59,8;15,1;1001,5;23,22;60;15,1;1000,2;23,08;61,3;15,3;1002,6;0,151;1000,4;0,231;1000,4;0,292;1000,8;729;743;999,8;28;719;709;1001,8;27,6;23,23;22,82
"11.09.2025";"08:45:56";23,3;59,8;15,1;1001,5;23,22;60;15,1;1000,1;23,08;61,3;15,3;1002,5;0,237;1000,4;0,265;1000,4;0,308;1000,8;729;729;999,8;28;721;729;1001,8;27,5;23,23;22,83
"11.09.2025";"08:46:08";23,3;59,8;15,1;1001,5;23,23;60;15,1;1000,2;23,09;61,3;15,3;1002,5;0,16;1000,4;0,276;1000,4;0,314;1000,8;733;733;999,9;28;715;714;1001,8;27,6;23,24;22,83
"11.09.2025";"08:46:16";23,3;59,8;15,1;1001,5;23,23;59,9;15,1;1000,2;23,09;61,4;15,3;1002,5;0,194;1000,4;0,258;1000,4;0,364;1000,8;733;733;999,8;28;715;714;1001,8;27,6;23,24;22,84
"11.09.2025";"08:46:28";23,31;59,8;15,1;1001,4;23,24;59,9;15,1;1000,2;23,1;61,3;15,3;1002,4;0,128;1000,4;0,207;1000,4;0,309;1000,8;741;741;999,8;28;715;720;1001,8;27,6;23,24;22,85
"11.09.2025";"08:46:37";23,32;59,8;15,1;1001,5;23,24;59,9;15,1;1000,2;23,1;61,3;15,3;1002,5;0,18;1000,4;0,288;1000,4;0,311;1000,8;733;733;999,9;28;719;722;1001,8;27,6;23,24;22,85
"11.09.2025";"08:46:48";23,32;59,8;15,1;1001,5;23,25;59,9;15,1;1000,3;23,1;61,3;15,3;1002,5;0,186;1000,4;0,259;1000,4;0,302;1000,8;733;733;999,8;28;719;722;1001,9;27,6;23,26;22,87
"11.09.2025";"08:46:57";23,33;59,7;15,1;1001,5;23,25;59,9;15,1;1000,2;23,1;61,4;15,3;1002,6;0,171;1000,4;0,269;1000,4;0,286;1000,8;741;747;999,8;28;719;723;1001,9;27,6;23,27;22,88
"11.09.2025";"08:47:09";23,34;59,7;15,1;1001,5;23,27;59,9;15,1;1000,3;23,1;61,4;15,3;1002,5;0,163;1000,4;0,283;1000,4;0,327;1000,8;737;737;999,8;28;720;724;1001,9;27,6;23,27;22,88
"11.09.2025";"08:47:17";23,35;59,7;15,1;1001,5;23,27;59,9;15,1;1000,2;23,13;61,4;15,4;1002,5;0,189;1000,4;0,263;1000,4;0,329;1000,8;737;737;999,8;28;720;724;1001,8;27,6;23,27;22,89
"11.09.2025";"08:47:26";23,35;59,7;15,1;1001,5;23,3;60,1;15,2;1000,3;23,13;61,4;15,4;1002,6;0,167;1000,4;0,253;1000,5;0,357;1000,7;743;760;999,9;28;720;717;1001,8;27,6;23,28;22,9
"11.09.2025";"08:47:38";23,37;59,8;15,2;1001,5;23,29;60;15,1;1000,3;23,15;61,5;15,4;1002,5;0,171;1000,4;0,252;1000,4;0,377;1000,7;741;742;999,8;28;722;723;1001,8;27,6;23,3;22,92
"11.09.2025";"08:47:46";23,38;59,8;15,2;1001,5;23,3;60;15,2;1000,2;23,18;61,5;15,4;1002,5;0,204;1000,4;0,253;1000,4;0,348;1000,8;741;742;999,9;28,1;722;723;1001,8;27,6;23,3;22,92
"11.09.2025";"08:47:58";23,42;60,1;15,3;1001,5;23,33;60,4;15,3;1000,2;23,27;61,9;15,6;1002,5;0,134;1000,4;0,253;1000,4;0,311;1000,8;738;738;999,9;28,1;724;747;1001,8;27,6;23,31;22,93
"11.09.2025";"08:48:07";23,5;61,1;15,6;1001,5;23,38;61,3;15,6;1000,3;23,34;62;15,7;1002,4;0,106;1000,4;0,21;1000,4;0,263;1000,9;743;812;999,9;28,1;724;785;1001,8;27,6;23,32;22,94
"11.09.2025";"08:48:18";23,57;60,9;15,6;1001,4;23,48;61,5;15,7;1000,2;23,42;62,2;15,8;1002,6;0,126;1000,4;0,217;1000,4;0,339;1000,8;743;812;999,9;28,1;724;785;1001,8;27,6;23,33;22,96
"11.09.2025";"08:48:27";23,61;61,1;15,7;1001,5;23,52;61,6;15,8;1000,2;23,45;62,5;15,9;1002,5;0,173;1000,4;0,248;1000,4;0,351;1000,8;747;874;999,9;28,1;729;779;1001,9;27,6;23,34;22,96
"11.09.2025";"08:48:38";23,65;61,6;15,9;1001,5;23,57;61,8;15,9;1000,2;23,48;63;16,1;1002,5;0,186;1000,4;0,275;1000,4;0,333;1000,9;760;868;999,9;28,1;746;856;1002;27,7;23,35;22,98
"11.09.2025";"08:48:47";23,71;61,3;15,9;1001,6;23,62;61,7;15,9;1000,2;23,51;63;16,1;1002,5;0,217;1000,4;0,258;1000,4;0,334;1000,8;760;868;999,9;28,1;747;858;1001,9;27,7;23,37;22,99
"11.09.2025";"08:48:56";23,75;61,8;16;1001,5;23,67;61,9;16;1000,3;23,53;63,3;16,2;1002,5;0,251;1000,4;0,241;1000,4;0,334;1000,8;812;917;999,9;28,1;779;875;1001,9;27,7;23,38;23,01
"11.09.2025";"08:49:07";23,8;61,8;16,1;1001,5;23,69;61,9;16;1000,3;23,59;63,3;16,3;1002,5;0,176;1000,4;0,264;1000,4;0,386;1000,8;868;951;999,9;28,1;785;932;1001,9;27,7;23,39;23,02
"11.09.2025";"08:49:16";23,84;61,4;16;1001,5;23,72;61,8;16;1000,3;23,66;63,3;16,3;1002,5;0,179;1000,4;0,252;1000,5;0,367;1000,8;868;951;999,9;28,1;785;932;1001,9;27,7;23,4;23,03
"11.09.2025";"08:49:28";23,89;61,7;16,2;1001,5;23,75;62,1;16,1;1000,3;23,71;63,6;16,5;1002,6;0,177;1000,4;0,24;1000,5;0,311;1000,8;874;954;999,9;28,1;858;966;1001,9;27,7;23,41;23,05
"11.09.2025";"08:49:36";23,93;62;16,3;1001,5;23,8;62,3;16,2;1000,2;23,74;63,6;16,5;1002,5;0,215;1000,3;0,283;1000,4;0,342;1000,8;917;1000;999,8;28,1;875;1057;1001,9;27,7;23,42;23,06
"11.09.2025";"08:49:48";23,98;62;16,3;1001,5;23,81;62,5;16,3;1000,3;23,77;63,6;16,5;1002,5;0,206;1000,4;0,284;1000,5;0,342;1000,8;917;1000;999,9;28,2;875;1057;1001,9;27,8;23,44;23,08
"11.09.2025";"08:49:57";24,01;61,7;16,3;1001,5;23,81;62,3;16,2;1000,2;23,78;63,7;16,5;1002,6;0,167;1000,4;0,231;1000,4;0,143;1000,8;951;1085;999,9;28,2;932;1074;1001,9;27,8;23,45;23,09
"11.09.2025";"08:50:08";24,01;61,8;16,3;1001,5;23,8;62,4;16,2;1000,3;23,75;63,7;16,5;1002,6;0,122;1000,4;0,087;1000,5;0,094;1000,8;954;1115;999,9;28,2;966;1176;1001,9;27,8;23,47;23,11
"11.09.2025";"08:50:17";24;61,8;16,3;1001,6;23,8;62,4;16,2;1000,3;23,73;64;16,6;1002,5;0,122;1000,4;0,148;1000,5;0,116;1000,8;954;1115;999,9;28,2;966;1176;1001,9;27,8;23,48;23,13
"11.09.2025";"08:50:29";23,98;61,8;16,3;1001,6;23,8;62,4;16,2;1000,3;23,69;64;16,5;1002,6;0,131;1000,4;0,114;1000,5;0,128;1000,8;951;1080;999,9;28,2;1057;1205;1001,8;27,8;23,5;23,15
"11.09.2025";"08:50:37";23,97;61,9;16,3;1001,4;23,79;62,5;16,3;1000,3;23,67;63,9;16,5;1002,6;0,091;1000,4;0,153;1000,5;0,101;1000,8;1080;1125;999,9;28,2;1074;1193;1001,9;27,9;23,52;23,16
"11.09.2025";"08:50:46";23,97;62,1;16,3;1001,5;23,79;62,6;16,3;1000,2;23,65;64;16,5;1002,6;0,093;1000,3;0,148;1000,4;0,106;1000,8;1080;1125;999,9;28,2;1074;1193;1001,9;27,9;23,53;23,18
"11.09.2025";"08:50:58";23,97;62,2;16,3;1001,6;23,8;62,8;16,3;1000,3;23,63;64;16,5;1002,6;0,049;1000,4;0,138;1000,4;0,101;1000,8;1085;1117;999,9;28,2;1176;1209;1001,9;27,9;23,54;23,19
"11.09.2025";"08:51:06";23,98;62,6;16,5;1001,5;23,81;63,1;16,4;1000,3;23,62;64,1;16,5;1002,5;0,086;1000,4;0,121;1000,4;0,106;1000,9;1115;1176;999,9;28,3;1074;1189;1001,8;27,9;23,56;23,21
"11.09.2025";"08:51:18";24;63,3;16,7;1001,6;23,82;64,1;16,7;1000,3;23,6;64,1;16,5;1002,5;0,086;1000,5;0,178;1000,4;0,095;1000,9;1113;1175;1000;28,3;1159;1159;1001,9;27,9;23,57;23,22
"11.09.2025";"08:51:27";24,01;63,9;16,8;1001,6;23,83;64,4;16,8;1000,3;23,58;64,3;16,5;1002,6;0,099;1000,4;0,146;1000,4;0,114;1000,9;1115;1301;1000;28,3;1159;1159;1001,9;27,9;23,57;23,23
