<Header>
User name: 
Location: cabin
# of Location: 3
Model: 1.109
Serial No.: 9G070015
Firmware revision: 12.30E
Software revision: 1178 V8-26 (18--12-2023)
Unit: log data
C-factor: 1,00
Comment: 
online data
K-line: K	.	758	990	1662	0	0	31	81	0	0	0	0	
analog inputs: Input 1:	offset: 0,00	factor: 0,00	connected: no;Input 2:	offset: 0,00	factor: 0,00	connected: no;Input 3:	offset: 0,00	factor: 0,00	connected: no;Input 4:	offset: 0,00	factor: 0,00	connected: no
<Data>
[d&t31.12.2035 11:50:55]	P	Year	Month	Day	Hour	Minute	Loc	GF	Error	Qbatt	Im	UeL	UE4	UE3	UE2	UE1	IV		Latitude [°]	Longitude [°]	Altitude [m]
11.09.2025 08:38:13	P	25	9	11	8	37	3	0	0	130	12	21	4	0	0	0	6	0 0 0
11.09.2025 08:39:19	P	25	9	11	8	38	3	20	0	130	34	21	4	0	0	0	6	0 0 0
11.09.2025 08:40:19	P	25	9	11	8	39	3	20	0	130	33	21	4	0	0	0	6	0 0 0
11.09.2025 08:41:19	P	25	9	11	8	40	3	20	0	130	33	21	4	0	0	0	6	0 0 0
11.09.2025 08:42:19	P	25	9	11	8	41	3	20	0	130	33	21	4	0	0	0	6	0 0 0
11.09.2025 08:43:19	P	25	9	11	8	42	3	20	0	130	32	21	4	0	0	0	6	0 0 0
11.09.2025 08:44:19	P	25	9	11	8	43	3	20	0	130	32	21	4	0	0	0	6	0 0 0
11.09.2025 08:45:19	P	25	9	11	8	44	3	20	0	130	32	21	4	0	0	0	6	0 0 0
11.09.2025 08:46:19	P	25	9	11	8	45	3	20	0	130	32	21	4	0	0	0	6	0 0 0
11.09.2025 08:47:19	P	25	9	11	8	46	3	20	0	130	32	21	4	0	0	0	6	0 0 0
11.09.2025 08:48:19	P	25	9	11	8	47	3	20	0	130	32	21	4	0	0	0	6	0 0 0
11.09.2025 08:49:19	P	25	9	11	8	48	3	20	0	130	31	21	4	0	0	0	6	0 0 0
11.09.2025 08:50:19	P	25	9	11	8	49	3	20	0	130	31	21	4	0	0	0	6	0 0 0
11.09.2025 08:51:19	P	25	9	11	8	50	3	20	0	130	31	21	4	0	0	0	6	0 0 0
11.09.2025 08:52:19	P	25	9	11	8	51	3	20	0	130	31	21	4	0	0	0	6	0 0 0
11.09.2025 08:53:19	P	25	9	11	8	52	3	20	0	130	31	21	4	0	0	0	6	0 0 0
11.09.2025 08:54:19	P	25	9	11	8	53	3	20	0	130	31	21	4	0	0	0	6	0 0 0
11.09.2025 08:55:19	P	25	9	11	8	54	3	20	0	130	31	21	4	0	0	0	6	0 0 0
11.09.2025 08:56:19	P	25	9	11	8	55	3	20	0	130	31	21	4	0	0	0	6	0 0 0
11.09.2025 08:57:19	P	25	9	11	8	56	3	20	0	130	31	21	4	0	0	0	6	0 0 0
11.09.2025 08:58:19	P	25	9	11	8	57	3	20	0	130	31	21	4	0	0	0	6	0 0 0
11.09.2025 08:59:19	P	25	9	11	8	58	3	20	0	130	31	21	4	0	0	0	6	0 0 0
11.09.2025 09:00:19	P	25	9	11	8	59	3	20	0	130	31	21	4	0	0	0	6	0 0 0
11.09.2025 09:01:19	P	25	9	11	9	0	3	20	0	130	31	21	4	0	0	0	6	0 0 0
11.09.2025 09:02:19	P	25	9	11	9	1	3	20	0	130	30	20	4	0	0	0	6	0 0 0
11.09.2025 09:03:19	P	25	9	11	9	2	3	20	0	130	30	21	4	0	0	0	6	0 0 0
11.09.2025 09:04:19	P	25	9	11	9	3	3	20	0	130	31	21	4	0	0	0	6	0 0 0
11.09.2025 09:05:19	P	25	9	11	9	4	3	20	0	130	31	21	4	0	0	0	6	0 0 0
11.09.2025 09:06:19	P	25	9	11	9	5	3	20	0	130	30	21	4	0	0	0	6	0 0 0
11.09.2025 09:07:19	P	25	9	11	9	6	3	20	0	130	30	21	4	0	0	0	6	0 0 0
11.09.2025 09:08:19	P	25	9	11	9	7	3	20	0	130	30	21	4	0	0	0	6	0 0 0
11.09.2025 09:09:19	P	25	9	11	9	8	3	20	0	130	30	21	4	0	0	0	6	0 0 0
11.09.2025 09:10:19	P	25	9	11	9	9	3	20	0	130	30	21	4	0	0	0	6	0 0 0
11.09.2025 09:11:19	P	25	9	11	9	10	3	20	0	130	30	21	4	0	0	0	6	0 0 0
11.09.2025 09:12:19	P	25	9	11	9	11	3	20	0	130	30	21	4	0	0	0	6	0 0 0
11.09.2025 09:13:19	P	25	9	11	9	12	3	20	0	130	30	21	4	0	0	0	6	0 0 0
11.09.2025 09:14:19	P	25	9	11	9	13	3	20	0	130	30	21	4	0	0	0	6	0 0 0
11.09.2025 09:15:19	P	25	9	11	9	14	3	20	0	130	30	21	4	0	0	0	6	0 0 0
