<Header>
User name: 
Location: probe cabin
# of Location: 2
Model: 11-D
Serial No.: 11D20167
Firmware revision: 12.50E
Software revision: 1179-V2-10 (23-01-2023)
Unit: log data
C-factor: 1,00
location factor: 1,00
Comment: test room aerosol conditions
online data
K-line: 

<Data>
[d&t31.12.2035 11:50:55]	P	Year	Mon	Day	Hr	Min	Sec	Loc	GF	Err	Qbatt	Im	Temp	rH	Velo	Pres	Dir	Rain	Iv	P_Weight	P_Vol[l]	rH_i	Temp_i	Latitude	Longitude	Height	Flow[%]	SFlow
14.08.2025 14:31:29	P	25	8	14	14	31	29	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,1	36607,7	43,3	31,3	NA	NA	NA	102,9A	NA
14.08.2025 14:31:35	P	25	8	14	14	31	35	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,1	36607,8	43,2	31,3	NA	NA	NA	102,9A	NA
14.08.2025 14:31:41	P	25	8	14	14	31	41	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,1	36607,9	43,3	31,3	NA	NA	NA	102,9A	NA
14.08.2025 14:31:47	P	25	8	14	14	31	47	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,1	36608,1	43,3	31,3	NA	NA	NA	102,9A	NA
14.08.2025 14:31:53	P	25	8	14	14	31	53	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,1	36608,2	43,3	31,4	NA	NA	NA	102,9A	NA
14.08.2025 14:31:59	P	25	8	14	14	31	59	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,1	36608,3	43,2	31,4	NA	NA	NA	102,9A	NA
14.08.2025 14:32:05	P	25	8	14	14	32	5	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,1	36608,4	43,2	31,4	NA	NA	NA	102,9A	NA
14.08.2025 14:32:11	P	25	8	14	14	32	11	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,2	36608,5	43,2	31,4	NA	NA	NA	102,9A	NA
14.08.2025 14:32:17	P	25	8	14	14	32	17	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,2	36608,7	43,2	31,4	NA	NA	NA	102,9A	NA
14.08.2025 14:32:23	P	25	8	14	14	32	23	2	100	0	NA	26	NA	NA	NA	1017,0	NA	NA	6	1128,2	36608,8	43,2	31,4	NA	NA	NA	102,9A	NA
14.08.2025 14:32:29	P	25	8	14	14	32	29	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,2	36608,9	43,1	31,5	NA	NA	NA	102,9A	NA
14.08.2025 14:32:35	P	25	8	14	14	32	35	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,2	36609,0	43,1	31,4	NA	NA	NA	102,9A	NA
14.08.2025 14:32:41	P	25	8	14	14	32	41	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,2	36609,1	43,1	31,4	NA	NA	NA	102,9A	NA
14.08.2025 14:32:47	P	25	8	14	14	32	47	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,2	36609,3	43,1	31,4	NA	NA	NA	102,9A	NA
14.08.2025 14:32:53	P	25	8	14	14	32	53	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,2	36609,4	43,0	31,4	NA	NA	NA	102,9A	NA
14.08.2025 14:32:59	P	25	8	14	14	32	59	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,2	36609,5	43,0	31,4	NA	NA	NA	102,9A	NA
14.08.2025 14:33:05	P	25	8	14	14	33	5	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,2	36609,6	43,1	31,5	NA	NA	NA	102,9A	NA
14.08.2025 14:33:11	P	25	8	14	14	33	11	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,2	36609,8	43,1	31,5	NA	NA	NA	102,9A	NA
14.08.2025 14:33:17	P	25	8	14	14	33	17	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,2	36609,9	43,1	31,5	NA	NA	NA	102,9A	NA
14.08.2025 14:33:23	P	25	8	14	14	33	23	2	100	0	NA	26	NA	NA	NA	1017,1	NA	NA	6	1128,2	36610,0	43,1	31,5	NA	NA	NA	102,9A	NA
14.08.2025 14:33:29	P	25	8	14	14	33	29	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,2	36610,1	42,9	31,5	NA	NA	NA	102,9A	NA
14.08.2025 14:33:35	P	25	8	14	14	33	35	2	100	0	NA	27	NA	NA	NA	1016,8	NA	NA	6	1128,2	36610,2	43,0	31,5	NA	NA	NA	102,9A	NA
14.08.2025 14:33:41	P	25	8	14	14	33	41	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,2	36610,4	42,9	31,5	NA	NA	NA	102,9A	NA
14.08.2025 14:33:47	P	25	8	14	14	33	47	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,2	36610,5	42,9	31,5	NA	NA	NA	102,9A	NA
14.08.2025 14:33:53	P	25	8	14	14	33	53	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,2	36610,6	42,9	31,5	NA	NA	NA	102,9A	NA
14.08.2025 14:33:59	P	25	8	14	14	33	59	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,2	36610,7	42,9	31,5	NA	NA	NA	102,9A	NA
14.08.2025 14:34:05	P	25	8	14	14	34	5	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,2	36610,8	42,9	31,6	NA	NA	NA	102,9A	NA
14.08.2025 14:34:11	P	25	8	14	14	34	11	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,2	36611,0	42,8	31,6	NA	NA	NA	102,9A	NA
14.08.2025 14:34:17	P	25	8	14	14	34	17	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,2	36611,1	42,9	31,5	NA	NA	NA	102,9A	NA
14.08.2025 14:34:23	P	25	8	14	14	34	23	2	100	0	NA	26	NA	NA	NA	1017,1	NA	NA	6	1128,2	36611,2	42,9	31,6	NA	NA	NA	102,9A	NA
14.08.2025 14:34:29	P	25	8	14	14	34	29	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,2	36611,3	42,8	31,5	NA	NA	NA	102,9A	NA
14.08.2025 14:34:35	P	25	8	14	14	34	35	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,2	36611,4	42,9	31,6	NA	NA	NA	102,9A	NA
14.08.2025 14:34:41	P	25	8	14	14	34	41	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,2	36611,6	42,8	31,6	NA	NA	NA	102,9A	NA
14.08.2025 14:34:47	P	25	8	14	14	34	47	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,2	36611,7	42,8	31,6	NA	NA	NA	102,9A	NA
14.08.2025 14:34:53	P	25	8	14	14	34	53	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,2	36611,8	42,8	31,6	NA	NA	NA	102,9A	NA
14.08.2025 14:34:59	P	25	8	14	14	34	59	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,2	36611,9	42,8	31,6	NA	NA	NA	102,9A	NA
14.08.2025 14:35:05	P	25	8	14	14	35	5	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,2	36612,1	42,8	31,6	NA	NA	NA	102,9A	NA
14.08.2025 14:35:11	P	25	8	14	14	35	11	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,2	36612,2	42,7	31,6	NA	NA	NA	102,9A	NA
14.08.2025 14:35:17	P	25	8	14	14	35	17	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,2	36612,3	42,7	31,6	NA	NA	NA	102,9A	NA
14.08.2025 14:35:23	P	25	8	14	14	35	23	2	100	0	NA	26	NA	NA	NA	1017,1	NA	NA	6	1128,2	36612,4	42,7	31,7	NA	NA	NA	102,9A	NA
14.08.2025 14:35:29	P	25	8	14	14	35	29	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,2	36612,5	42,7	31,6	NA	NA	NA	102,9A	NA
14.08.2025 14:35:35	P	25	8	14	14	35	35	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,2	36612,7	42,7	31,6	NA	NA	NA	102,9A	NA
14.08.2025 14:35:41	P	25	8	14	14	35	41	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,2	36612,8	42,7	31,7	NA	NA	NA	102,9A	NA
14.08.2025 14:35:47	P	25	8	14	14	35	47	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,2	36612,9	42,6	31,6	NA	NA	NA	102,9A	NA
14.08.2025 14:35:53	P	25	8	14	14	35	53	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,2	36613,0	42,6	31,7	NA	NA	NA	102,9A	NA
14.08.2025 14:35:59	P	25	8	14	14	35	59	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,2	36613,1	42,6	31,7	NA	NA	NA	102,9A	NA
14.08.2025 14:36:05	P	25	8	14	14	36	5	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,2	36613,3	42,6	31,7	NA	NA	NA	102,9A	NA
14.08.2025 14:36:11	P	25	8	14	14	36	11	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,2	36613,4	42,6	31,7	NA	NA	NA	102,9A	NA
14.08.2025 14:36:17	P	25	8	14	14	36	17	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,3	36613,5	42,6	31,7	NA	NA	NA	102,9A	NA
14.08.2025 14:36:23	P	25	8	14	14	36	23	2	100	0	NA	26	NA	NA	NA	1017,0	NA	NA	6	1128,3	36613,6	42,6	31,7	NA	NA	NA	102,9A	NA
14.08.2025 14:36:29	P	25	8	14	14	36	29	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,3	36613,7	42,6	31,7	NA	NA	NA	102,9A	NA
14.08.2025 14:36:35	P	25	8	14	14	36	35	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,3	36613,9	42,5	31,7	NA	NA	NA	102,9A	NA
14.08.2025 14:36:41	P	25	8	14	14	36	41	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,3	36614,0	42,5	31,7	NA	NA	NA	102,9A	NA
14.08.2025 14:36:47	P	25	8	14	14	36	47	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,3	36614,1	42,5	31,7	NA	NA	NA	102,9A	NA
14.08.2025 14:36:53	P	25	8	14	14	36	53	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,3	36614,2	42,5	31,7	NA	NA	NA	102,9A	NA
14.08.2025 14:36:59	P	25	8	14	14	36	59	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,3	36614,4	42,5	31,8	NA	NA	NA	102,9A	NA
14.08.2025 14:37:05	P	25	8	14	14	37	5	2	100	0	NA	27	NA	NA	NA	1017,2	NA	NA	6	1128,3	36614,5	42,5	31,8	NA	NA	NA	102,9A	NA
14.08.2025 14:37:11	P	25	8	14	14	37	11	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,3	36614,6	42,5	31,7	NA	NA	NA	102,9A	NA
14.08.2025 14:37:17	P	25	8	14	14	37	17	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,3	36614,7	42,5	31,7	NA	NA	NA	102,9A	NA
14.08.2025 14:37:23	P	25	8	14	14	37	23	2	100	0	NA	27	NA	NA	NA	1017,1	NA	NA	6	1128,3	36614,8	42,4	31,8	NA	NA	NA	102,9A	NA
14.08.2025 14:37:29	P	25	8	14	14	37	29	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,3	36615,0	42,4	31,7	NA	NA	NA	102,9A	NA
14.08.2025 14:37:35	P	25	8	14	14	37	35	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,3	36615,1	42,4	31,8	NA	NA	NA	102,9A	NA
14.08.2025 14:37:41	P	25	8	14	14	37	41	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,3	36615,2	42,4	31,8	NA	NA	NA	102,9A	NA
14.08.2025 14:37:47	P	25	8	14	14	37	47	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,3	36615,3	42,4	31,8	NA	NA	NA	102,9A	NA
14.08.2025 14:37:53	P	25	8	14	14	37	53	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,3	36615,4	42,4	31,8	NA	NA	NA	102,9A	NA
14.08.2025 14:37:59	P	25	8	14	14	37	59	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,3	36615,6	42,4	31,8	NA	NA	NA	102,9A	NA
14.08.2025 14:38:05	P	25	8	14	14	38	5	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,3	36615,7	42,4	31,8	NA	NA	NA	102,9A	NA
14.08.2025 14:38:11	P	25	8	14	14	38	11	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,3	36615,8	42,3	31,8	NA	NA	NA	102,9A	NA
14.08.2025 14:38:17	P	25	8	14	14	38	17	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,3	36615,9	42,3	31,8	NA	NA	NA	102,9A	NA
14.08.2025 14:38:23	P	25	8	14	14	38	23	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,3	36616,0	42,4	31,8	NA	NA	NA	102,9A	NA
14.08.2025 14:38:29	P	25	8	14	14	38	29	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,3	36616,2	42,4	31,8	NA	NA	NA	102,9A	NA
14.08.2025 14:38:35	P	25	8	14	14	38	35	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,3	36616,3	42,3	31,8	NA	NA	NA	102,9A	NA
14.08.2025 14:38:41	P	25	8	14	14	38	41	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,3	36616,4	42,2	31,8	NA	NA	NA	102,9A	NA
14.08.2025 14:38:47	P	25	8	14	14	38	47	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,3	36616,5	42,3	31,8	NA	NA	NA	102,9A	NA
14.08.2025 14:38:53	P	25	8	14	14	38	53	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,3	36616,7	42,2	31,8	NA	NA	NA	102,9A	NA
14.08.2025 14:38:59	P	25	8	14	14	38	59	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,3	36616,8	42,3	31,9	NA	NA	NA	102,9A	NA
14.08.2025 14:39:05	P	25	8	14	14	39	5	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,3	36616,9	42,2	31,8	NA	NA	NA	102,9A	NA
14.08.2025 14:39:11	P	25	8	14	14	39	11	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,3	36617,0	42,3	31,9	NA	NA	NA	102,9A	NA
14.08.2025 14:39:17	P	25	8	14	14	39	17	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,3	36617,1	42,2	31,9	NA	NA	NA	102,9A	NA
14.08.2025 14:39:23	P	25	8	14	14	39	23	2	100	0	NA	26	NA	NA	NA	1017,1	NA	NA	6	1128,3	36617,3	42,1	31,9	NA	NA	NA	102,9A	NA
14.08.2025 14:39:29	P	25	8	14	14	39	29	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,3	36617,4	42,2	31,9	NA	NA	NA	102,9A	NA
14.08.2025 14:39:35	P	25	8	14	14	39	35	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,3	36617,5	42,2	31,9	NA	NA	NA	102,9A	NA
14.08.2025 14:39:41	P	25	8	14	14	39	41	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,3	36617,6	42,1	31,9	NA	NA	NA	102,9A	NA
14.08.2025 14:39:47	P	25	8	14	14	39	47	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,3	36617,7	42,1	31,9	NA	NA	NA	102,9A	NA
14.08.2025 14:39:53	P	25	8	14	14	39	53	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,3	36617,9	42,2	31,9	NA	NA	NA	102,9A	NA
14.08.2025 14:39:59	P	25	8	14	14	39	59	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,3	36618,0	42,1	31,9	NA	NA	NA	102,9A	NA
14.08.2025 14:40:05	P	25	8	14	14	40	5	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,3	36618,1	42,1	31,9	NA	NA	NA	102,9A	NA
14.08.2025 14:40:11	P	25	8	14	14	40	11	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,3	36618,2	42,2	31,9	NA	NA	NA	102,9A	NA
14.08.2025 14:40:17	P	25	8	14	14	40	17	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,3	36618,3	42,0	31,9	NA	NA	NA	102,9A	NA
14.08.2025 14:40:23	P	25	8	14	14	40	23	2	100	0	NA	26	NA	NA	NA	1017,1	NA	NA	6	1128,3	36618,5	42,1	32,0	NA	NA	NA	102,9A	NA
14.08.2025 14:40:29	P	25	8	14	14	40	29	2	100	0	NA	26	NA	NA	NA	1016,8	NA	NA	6	1128,3	36618,6	42,1	31,9	NA	NA	NA	102,9A	NA
14.08.2025 14:40:35	P	25	8	14	14	40	35	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,3	36618,7	42,1	31,9	NA	NA	NA	102,9A	NA
14.08.2025 14:40:41	P	25	8	14	14	40	41	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,4	36618,8	42,1	32,0	NA	NA	NA	102,9A	NA
14.08.2025 14:40:47	P	25	8	14	14	40	47	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,4	36619,0	42,3	32,0	NA	NA	NA	102,9A	NA
14.08.2025 14:40:53	P	25	8	14	14	40	53	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,4	36619,1	42,5	32,0	NA	NA	NA	102,9A	NA
14.08.2025 14:40:59	P	25	8	14	14	40	59	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,4	36619,2	42,3	31,9	NA	NA	NA	102,9A	NA
14.08.2025 14:41:05	P	25	8	14	14	41	5	2	100	0	NA	26	NA	NA	NA	1017,2	NA	NA	6	1128,4	36619,3	42,2	32,0	NA	NA	NA	102,9A	NA
