testo435-635-735;"DATE";"TIME";"[ppm] CO2";"mbar";"°C";"%rF"
2238;"14.08.2025";"15:04:32";1276,57;1013,68;28,76;48,01
2239;"14.08.2025";"15:04:33";1276,57;1013,68;28,76;48,01
2240;"14.08.2025";"15:04:34";1276,57;1013,68;28,76;48,01
2241;"14.08.2025";"15:04:35";1274,81;1013,68;28,77;48,00
2242;"14.08.2025";"15:04:36";1274,81;1013,68;28,77;48,00
2243;"14.08.2025";"15:04:37";1273,20;1013,68;28,80;48,02
2244;"14.08.2025";"15:04:38";1273,20;1013,68;28,80;48,02
2245;"14.08.2025";"15:04:39";1272,27;1013,68;28,79;48,03
2246;"14.08.2025";"15:04:40";1272,27;1013,68;28,79;48,03
2247;"14.08.2025";"15:04:41";1272,27;1013,68;28,79;48,03
2248;"14.08.2025";"15:04:42";1274,62;1013,68;28,79;48,03
2249;"14.08.2025";"15:04:43";1274,62;1013,68;28,79;48,03
2250;"14.08.2025";"15:04:44";1274,62;1013,68;28,77;47,97
2251;"14.08.2025";"15:04:45";1274,62;1013,68;28,77;47,97
2252;"14.08.2025";"15:04:46";1274,62;1013,68;28,77;47,97
2253;"14.08.2025";"15:04:47";1277,62;1013,68;28,77;47,97
2254;"14.08.2025";"15:04:48";1277,62;1013,68;28,77;47,97
2255;"14.08.2025";"15:04:49";1278,59;1013,68;28,78;47,95
2256;"14.08.2025";"15:04:50";1278,59;1013,68;28,78;47,95
2257;"14.08.2025";"15:04:51";1279,31;1013,68;28,78;47,88
2258;"14.08.2025";"15:04:52";1279,31;1013,68;28,78;47,88
2259;"14.08.2025";"15:04:53";1279,31;1013,68;28,78;47,88
2260;"14.08.2025";"15:04:54";1281,68;1013,68;28,78;47,87
2261;"14.08.2025";"15:04:55";1281,68;1013,68;28,78;47,87
2262;"14.08.2025";"15:04:56";1284,28;1013,68;28,78;47,87
2263;"14.08.2025";"15:04:57";1284,28;1013,68;28,78;47,87
2264;"14.08.2025";"15:04:58";1284,28;1013,68;28,78;47,87
2265;"14.08.2025";"15:04:59";1284,28;1013,68;28,79;47,92
2266;"14.08.2025";"15:05:00";1284,28;1013,68;28,79;47,92
2267;"14.08.2025";"15:05:01";1285,58;1013,68;28,79;47,92
2268;"14.08.2025";"15:05:02";1285,58;1013,68;28,79;47,92
2269;"14.08.2025";"15:05:03";1285,25;1013,68;28,80;47,91
2270;"14.08.2025";"15:05:04";1285,25;1013,68;28,80;47,91
2271;"14.08.2025";"15:05:05";1285,25;1013,68;28,80;47,91
2272;"14.08.2025";"15:05:06";1283,02;1013,66;28,80;47,95
2273;"14.08.2025";"15:05:07";1283,02;1013,66;28,80;47,95
2274;"14.08.2025";"15:05:08";1281,92;1013,68;28,80;47,94
2275;"14.08.2025";"15:05:09";1281,92;1013,68;28,80;47,94
2276;"14.08.2025";"15:05:10";1281,92;1013,68;28,80;47,94
2277;"14.08.2025";"15:05:11";1281,71;1013,68;28,80;47,94
2278;"14.08.2025";"15:05:12";1281,71;1013,68;28,80;47,94
2279;"14.08.2025";"15:05:13";1281,71;1013,68;28,80;47,89
2280;"14.08.2025";"15:05:14";1281,71;1013,68;28,80;47,89
2281;"14.08.2025";"15:05:15";1279,98;1013,68;28,81;47,88
2282;"14.08.2025";"15:05:16";1279,98;1013,68;28,81;47,88
2283;"14.08.2025";"15:05:17";1279,98;1013,68;28,81;47,88
2284;"14.08.2025";"15:05:18";1276,86;1013,68;28,80;47,89
2285;"14.08.2025";"15:05:19";1276,86;1013,68;28,80;47,89
2286;"14.08.2025";"15:05:20";1274,34;1013,68;28,81;47,90
2287;"14.08.2025";"15:05:21";1274,34;1013,68;28,81;47,90
2288;"14.08.2025";"15:05:22";1274,34;1013,68;28,81;47,90
2289;"14.08.2025";"15:05:23";1273,19;1013,68;28,81;47,88
2290;"14.08.2025";"15:05:24";1273,19;1013,68;28,81;47,88
2291;"14.08.2025";"15:05:25";1273,67;1013,68;28,81;47,88
2292;"14.08.2025";"15:05:26";1273,67;1013,68;28,81;47,88
2293;"14.08.2025";"15:05:27";1273,67;1013,68;28,81;47,94
2294;"14.08.2025";"15:05:28";1273,67;1013,68;28,81;47,94
2295;"14.08.2025";"15:05:29";1273,67;1013,68;28,81;47,94
2296;"14.08.2025";"15:05:30";1273,48;1013,68;28,81;47,94
2297;"14.08.2025";"15:05:31";1273,48;1013,68;28,81;47,94
2298;"14.08.2025";"15:05:32";1272,25;1013,68;28,81;47,95
2299;"14.08.2025";"15:05:33";1272,25;1013,68;28,81;47,95
2300;"14.08.2025";"15:05:34";1272,25;1013,68;28,81;47,95
2301;"14.08.2025";"15:05:35";1272,66;1013,66;28,80;47,93
2302;"14.08.2025";"15:05:36";1272,66;1013,66;28,80;47,93
2303;"14.08.2025";"15:05:37";1274,83;1013,68;28,81;47,94
2304;"14.08.2025";"15:05:38";1274,83;1013,68;28,81;47,94
2305;"14.08.2025";"15:05:39";1277,16;1013,68;28,81;47,94
2306;"14.08.2025";"15:05:40";1277,16;1013,68;28,81;47,94
2307;"14.08.2025";"15:05:41";1277,16;1013,68;28,81;47,94
2308;"14.08.2025";"15:05:42";1277,16;1013,68;28,81;47,91
2309;"14.08.2025";"15:05:43";1277,16;1013,68;28,81;47,91
2310;"14.08.2025";"15:05:44";1280,48;1013,68;28,82;47,87
2311;"14.08.2025";"15:05:45";1280,48;1013,68;28,82;47,87
2312;"14.08.2025";"15:05:46";1280,48;1013,68;28,82;47,87
2313;"14.08.2025";"15:05:47";1281,80;1013,68;28,82;47,82
2314;"14.08.2025";"15:05:48";1281,80;1013,68;28,82;47,82
2315;"14.08.2025";"15:05:49";1281,90;1013,68;28,82;47,85
2316;"14.08.2025";"15:05:50";1281,90;1013,68;28,82;47,85
2317;"14.08.2025";"15:05:51";1283,43;1013,68;28,82;47,86
2318;"14.08.2025";"15:05:52";1283,43;1013,68;28,82;47,86
2319;"14.08.2025";"15:05:53";1283,43;1013,68;28,82;47,86
2320;"14.08.2025";"15:05:54";1284,75;1013,68;28,82;47,86
2321;"14.08.2025";"15:05:55";1284,75;1013,68;28,82;47,86
2322;"14.08.2025";"15:05:56";1284,75;1013,68;28,82;47,81
2323;"14.08.2025";"15:05:57";1284,75;1013,68;28,82;47,81
2324;"14.08.2025";"15:05:58";1284,75;1013,68;28,82;47,81
2325;"14.08.2025";"15:05:59";1286,21;1013,68;28,82;47,82
2326;"14.08.2025";"15:06:00";1286,21;1013,68;28,82;47,82
2327;"14.08.2025";"15:06:01";1285,66;1013,68;28,84;47,80
2328;"14.08.2025";"15:06:02";1285,66;1013,68;28,84;47,80
2329;"14.08.2025";"15:06:03";1282,40;1013,68;28,81;47,77
2330;"14.08.2025";"15:06:04";1282,40;1013,68;28,81;47,77
2331;"14.08.2025";"15:06:05";1282,40;1013,68;28,81;47,77
2332;"14.08.2025";"15:06:06";1281,30;1013,68;28,81;47,71
2333;"14.08.2025";"15:06:07";1281,30;1013,68;28,81;47,71
2334;"14.08.2025";"15:06:08";1281,22;1013,68;28,81;47,71
2335;"14.08.2025";"15:06:09";1281,22;1013,68;28,81;47,71
2336;"14.08.2025";"15:06:10";1281,22;1013,68;28,81;47,71
2337;"14.08.2025";"15:06:11";1281,22;1013,68;28,81;47,77
2338;"14.08.2025";"15:06:12";1281,22;1013,68;28,81;47,77
2339;"14.08.2025";"15:06:13";1280,99;1013,66;28,82;47,80
2340;"14.08.2025";"15:06:14";1280,99;1013,66;28,82;47,80
2341;"14.08.2025";"15:06:15";1281,05;1013,68;28,83;47,85
2342;"14.08.2025";"15:06:16";1281,05;1013,68;28,83;47,85
2343;"14.08.2025";"15:06:17";1281,05;1013,68;28,83;47,85
2344;"14.08.2025";"15:06:18";1279,84;1013,68;28,82;47,87
2345;"14.08.2025";"15:06:19";1279,84;1013,68;28,82;47,87
2346;"14.08.2025";"15:06:20";1279,27;1013,68;28,84;47,88
2347;"14.08.2025";"15:06:21";1279,27;1013,68;28,84;47,88
2348;"14.08.2025";"15:06:22";1279,27;1013,68;28,84;47,88
2349;"14.08.2025";"15:06:23";1278,90;1013,68;28,84;47,88
2350;"14.08.2025";"15:06:24";1278,90;1013,68;28,84;47,88
2351;"14.08.2025";"15:06:25";1278,90;1013,68;28,81;47,84
2352;"14.08.2025";"15:06:26";1278,90;1013,68;28,81;47,84
2353;"14.08.2025";"15:06:27";1277,23;1013,68;28,83;47,84
2354;"14.08.2025";"15:06:28";1277,23;1013,68;28,83;47,84
2355;"14.08.2025";"15:06:29";1277,23;1013,68;28,83;47,84
2356;"14.08.2025";"15:06:30";1275,50;1013,68;28,84;47,81
2357;"14.08.2025";"15:06:31";1275,50;1013,68;28,84;47,81
2358;"14.08.2025";"15:06:32";1274,21;1013,68;28,84;47,81
2359;"14.08.2025";"15:06:33";1274,21;1013,68;28,84;47,81
2360;"14.08.2025";"15:06:34";1274,21;1013,68;28,84;47,81
2361;"14.08.2025";"15:06:35";1273,69;1013,68;28,84;47,81
2362;"14.08.2025";"15:06:36";1273,69;1013,68;28,84;47,81
2363;"14.08.2025";"15:06:37";1273,46;1013,68;28,84;47,81
2364;"14.08.2025";"15:06:38";1273,46;1013,68;28,84;47,81
2365;"14.08.2025";"15:06:39";1273,46;1013,68;28,86;47,83
2366;"14.08.2025";"15:06:40";1273,46;1013,68;28,86;47,83
2367;"14.08.2025";"15:06:41";1273,46;1013,68;28,86;47,83
2368;"14.08.2025";"15:06:42";1272,67;1013,68;28,85;47,82
2369;"14.08.2025";"15:06:43";1272,67;1013,68;28,85;47,82
2370;"14.08.2025";"15:06:44";1273,04;1013,66;28,84;47,82
2371;"14.08.2025";"15:06:45";1273,04;1013,66;28,84;47,82
2372;"14.08.2025";"15:06:46";1274,34;1013,68;28,84;47,82
2373;"14.08.2025";"15:06:47";1274,34;1013,68;28,84;47,82
2374;"14.08.2025";"15:06:48";1274,34;1013,68;28,84;47,82
2375;"14.08.2025";"15:06:49";1274,93;1013,68;28,85;47,83
2376;"14.08.2025";"15:06:50";1274,93;1013,68;28,85;47,83
2377;"14.08.2025";"15:06:51";1274,63;1013,68;28,85;47,83
2378;"14.08.2025";"15:06:52";1274,63;1013,68;28,85;47,83
2379;"14.08.2025";"15:06:53";1274,63;1013,68;28,85;47,83
2380;"14.08.2025";"15:06:54";1274,63;1013,68;28,84;47,84
2381;"14.08.2025";"15:06:55";1274,63;1013,68;28,84;47,84
2382;"14.08.2025";"15:06:56";1273,43;1013,68;28,85;47,84
2383;"14.08.2025";"15:06:57";1273,43;1013,68;28,85;47,84
2384;"14.08.2025";"15:06:58";1272,82;1013,68;28,86;47,86
2385;"14.08.2025";"15:06:59";1272,82;1013,68;28,86;47,86
2386;"14.08.2025";"15:07:00";1272,82;1013,68;28,86;47,86
2387;"14.08.2025";"15:07:01";1274,02;1013,68;28,86;47,85
2388;"14.08.2025";"15:07:02";1274,02;1013,68;28,86;47,85
2389;"14.08.2025";"15:07:03";1275,48;1013,68;28,85;47,86
2390;"14.08.2025";"15:07:04";1275,48;1013,68;28,85;47,86
2391;"14.08.2025";"15:07:05";1275,48;1013,68;28,85;47,86
2392;"14.08.2025";"15:07:06";1277,31;1013,66;28,85;47,86
2393;"14.08.2025";"15:07:07";1277,31;1013,66;28,85;47,86
2394;"14.08.2025";"15:07:08";1277,31;1013,66;28,86;47,81
2395;"14.08.2025";"15:07:09";1277,31;1013,66;28,86;47,81
2396;"14.08.2025";"15:07:10";1278,55;1013,66;28,85;47,82
2397;"14.08.2025";"15:07:11";1278,55;1013,66;28,85;47,82
2398;"14.08.2025";"15:07:12";1278,55;1013,66;28,85;47,82
2399;"14.08.2025";"15:07:13";1278,09;1013,68;28,87;47,83
2400;"14.08.2025";"15:07:14";1278,09;1013,68;28,87;47,83
2401;"14.08.2025";"15:07:15";1277,61;1013,68;28,87;47,85
2402;"14.08.2025";"15:07:16";1277,61;1013,68;28,87;47,85
2403;"14.08.2025";"15:07:17";1277,61;1013,68;28,87;47,85
2404;"14.08.2025";"15:07:18";1276,72;1013,68;28,86;47,85
2405;"14.08.2025";"15:07:19";1276,72;1013,68;28,86;47,85
2406;"14.08.2025";"15:07:20";1276,99;1013,68;28,86;47,85
2407;"14.08.2025";"15:07:21";1276,99;1013,68;28,86;47,85
2408;"14.08.2025";"15:07:22";1276,99;1013,68;28,86;47,90
2409;"14.08.2025";"15:07:23";1276,99;1013,68;28,86;47,90
2410;"14.08.2025";"15:07:24";1276,99;1013,68;28,86;47,90
2411;"14.08.2025";"15:07:25";1278,20;1013,68;28,87;47,87
2412;"14.08.2025";"15:07:26";1278,20;1013,68;28,87;47,87
2413;"14.08.2025";"15:07:27";1277,26;1013,68;28,86;47,85
2414;"14.08.2025";"15:07:28";1277,26;1013,68;28,86;47,85
2415;"14.08.2025";"15:07:29";1277,26;1013,68;28,86;47,85
2416;"14.08.2025";"15:07:30";1277,91;1013,68;28,86;47,78
2417;"14.08.2025";"15:07:31";1277,91;1013,68;28,86;47,78
2418;"14.08.2025";"15:07:32";1279,36;1013,68;28,86;47,80
2419;"14.08.2025";"15:07:33";1279,36;1013,68;28,86;47,80
2420;"14.08.2025";"15:07:34";1281,13;1013,68;28,86;47,80
2421;"14.08.2025";"15:07:35";1281,13;1013,68;28,86;47,80
2422;"14.08.2025";"15:07:36";1281,13;1013,68;28,86;47,80
2423;"14.08.2025";"15:07:37";1281,13;1013,68;28,87;47,79
2424;"14.08.2025";"15:07:38";1281,13;1013,68;28,87;47,79
2425;"14.08.2025";"15:07:39";1283,39;1013,68;28,87;47,82
2426;"14.08.2025";"15:07:40";1283,39;1013,68;28,87;47,82
2427;"14.08.2025";"15:07:41";1283,39;1013,68;28,87;47,82
2428;"14.08.2025";"15:07:42";1282,11;1013,68;28,86;47,82
2429;"14.08.2025";"15:07:43";1282,11;1013,68;28,86;47,82
2430;"14.08.2025";"15:07:44";1277,93;1013,68;28,87;47,80
2431;"14.08.2025";"15:07:45";1277,93;1013,68;28,87;47,80
2432;"14.08.2025";"15:07:46";1275,60;1013,68;28,88;47,76
2433;"14.08.2025";"15:07:47";1275,60;1013,68;28,88;47,76
2434;"14.08.2025";"15:07:48";1275,60;1013,68;28,88;47,76
2435;"14.08.2025";"15:07:49";1274,90;1013,68;28,88;47,76
2436;"14.08.2025";"15:07:50";1274,90;1013,68;28,88;47,76
2437;"14.08.2025";"15:07:51";1274,90;1013,68;28,88;47,76
2438;"14.08.2025";"15:07:52";1274,90;1013,68;28,88;47,76
2439;"14.08.2025";"15:07:53";1274,90;1013,68;28,88;47,76
2440;"14.08.2025";"15:07:54";1274,98;1013,68;28,88;47,72
2441;"14.08.2025";"15:07:55";1274,98;1013,68;28,88;47,72
2442;"14.08.2025";"15:07:56";1273,49;1013,68;28,87;47,69
2443;"14.08.2025";"15:07:57";1273,49;1013,68;28,87;47,69
2444;"14.08.2025";"15:07:58";1272,02;1013,68;28,88;47,73
2445;"14.08.2025";"15:07:59";1272,02;1013,68;28,88;47,73
2446;"14.08.2025";"15:08:00";1272,02;1013,68;28,88;47,73
2447;"14.08.2025";"15:08:01";1273,23;1013,68;28,88;47,68
2448;"14.08.2025";"15:08:02";1273,23;1013,68;28,88;47,68
2449;"14.08.2025";"15:08:03";1276,75;1013,68;28,88;47,68
2450;"14.08.2025";"15:08:04";1276,75;1013,68;28,88;47,68
2451;"14.08.2025";"15:08:05";1276,75;1013,68;28,88;47,68
2452;"14.08.2025";"15:08:06";1276,75;1013,68;28,87;47,66
2453;"14.08.2025";"15:08:07";1276,75;1013,68;28,87;47,66
2454;"14.08.2025";"15:08:08";1278,82;1013,68;28,87;47,63
2455;"14.08.2025";"15:08:09";1278,82;1013,68;28,87;47,63
2456;"14.08.2025";"15:08:10";1277,23;1013,68;28,87;47,66
2457;"14.08.2025";"15:08:11";1277,23;1013,68;28,87;47,66
2458;"14.08.2025";"15:08:12";1277,23;1013,68;28,87;47,66
2459;"14.08.2025";"15:08:13";1277,24;1013,68;28,89;47,67
2460;"14.08.2025";"15:08:14";1277,24;1013,68;28,89;47,67
2461;"14.08.2025";"15:08:15";1279,40;1013,68;28,88;47,73
2462;"14.08.2025";"15:08:16";1279,40;1013,68;28,88;47,73
2463;"14.08.2025";"15:08:17";1279,40;1013,68;28,88;47,73
2464;"14.08.2025";"15:08:18";1281,12;1013,68;28,88;47,73
2465;"14.08.2025";"15:08:19";1281,12;1013,68;28,88;47,73
2466;"14.08.2025";"15:08:20";1281,12;1013,68;28,88;47,73
2467;"14.08.2025";"15:08:21";1281,12;1013,68;28,88;47,73
2468;"14.08.2025";"15:08:22";1281,35;1013,68;28,89;47,76
2469;"14.08.2025";"15:08:23";1281,35;1013,68;28,89;47,76
2470;"14.08.2025";"15:08:24";1281,35;1013,68;28,89;47,76
2471;"14.08.2025";"15:08:25";1281,06;1013,68;28,90;47,73
2472;"14.08.2025";"15:08:26";1281,06;1013,68;28,90;47,73
2473;"14.08.2025";"15:08:27";1281,13;1013,68;28,89;47,71
2474;"14.08.2025";"15:08:28";1281,13;1013,68;28,89;47,71
2475;"14.08.2025";"15:08:29";1281,13;1013,68;28,89;47,71
2476;"14.08.2025";"15:08:30";1280,38;1013,68;28,90;47,67
2477;"14.08.2025";"15:08:31";1280,38;1013,68;28,90;47,67
2478;"14.08.2025";"15:08:32";1278,62;1013,68;28,90;47,67
2479;"14.08.2025";"15:08:33";1278,62;1013,68;28,90;47,67
2480;"14.08.2025";"15:08:34";1278,62;1013,68;28,91;47,72
2481;"14.08.2025";"15:08:35";1278,62;1013,68;28,91;47,72
2482;"14.08.2025";"15:08:36";1278,62;1013,68;28,91;47,72
2483;"14.08.2025";"15:08:37";1276,36;1013,68;28,90;47,67
2484;"14.08.2025";"15:08:38";1276,36;1013,68;28,90;47,67
2485;"14.08.2025";"15:08:39";1274,05;1013,68;28,89;47,67
2486;"14.08.2025";"15:08:40";1274,05;1013,68;28,89;47,67
2487;"14.08.2025";"15:08:41";1274,05;1013,68;28,89;47,67
2488;"14.08.2025";"15:08:42";1273,00;1013,68;28,88;47,68
2489;"14.08.2025";"15:08:43";1273,00;1013,68;28,88;47,68
2490;"14.08.2025";"15:08:44";1272,13;1013,68;28,90;47,71
2491;"14.08.2025";"15:08:45";1272,13;1013,68;28,90;47,71
2492;"14.08.2025";"15:08:46";1272,30;1013,68;28,90;47,71
2493;"14.08.2025";"15:08:47";1272,30;1013,68;28,90;47,71
2494;"14.08.2025";"15:08:48";1272,30;1013,68;28,90;47,71
2495;"14.08.2025";"15:08:49";1272,30;1013,68;28,90;47,60
2496;"14.08.2025";"15:08:50";1272,30;1013,68;28,90;47,60
2497;"14.08.2025";"15:08:51";1273,86;1013,68;28,89;47,66
2498;"14.08.2025";"15:08:52";1273,86;1013,68;28,89;47,66
2499;"14.08.2025";"15:08:53";1273,67;1013,68;28,88;47,68
2500;"14.08.2025";"15:08:54";1273,67;1013,68;28,88;47,68
2501;"14.08.2025";"15:08:55";1273,67;1013,68;28,88;47,68
2502;"14.08.2025";"15:08:56";1272,88;1013,68;28,89;47,65
2503;"14.08.2025";"15:08:57";1272,88;1013,68;28,89;47,65
2504;"14.08.2025";"15:08:58";1273,06;1013,68;28,91;47,62
2505;"14.08.2025";"15:08:59";1273,06;1013,68;28,91;47,62
2506;"14.08.2025";"15:09:00";1273,06;1013,68;28,91;47,62
2507;"14.08.2025";"15:09:01";1272,77;1013,68;28,91;47,62
2508;"14.08.2025";"15:09:02";1272,77;1013,68;28,91;47,62
2509;"14.08.2025";"15:09:03";1272,77;1013,68;28,91;47,68
2510;"14.08.2025";"15:09:04";1272,77;1013,68;28,91;47,68
2511;"14.08.2025";"15:09:05";1271,85;1013,68;28,90;47,68
2512;"14.08.2025";"15:09:06";1271,85;1013,68;28,90;47,68
2513;"14.08.2025";"15:09:07";1271,85;1013,68;28,90;47,68
2514;"14.08.2025";"15:09:08";1270,89;1013,68;28,90;47,67
2515;"14.08.2025";"15:09:09";1270,89;1013,68;28,90;47,67
2516;"14.08.2025";"15:09:10";1271,23;1013,68;28,91;47,69
2517;"14.08.2025";"15:09:11";1271,23;1013,68;28,91;47,69
2518;"14.08.2025";"15:09:12";1271,23;1013,68;28,91;47,69
2519;"14.08.2025";"15:09:13";1273,38;1013,68;28,91;47,72
2520;"14.08.2025";"15:09:14";1273,38;1013,68;28,91;47,72
2521;"14.08.2025";"15:09:15";1274,79;1013,68;28,91;47,72
2522;"14.08.2025";"15:09:16";1274,79;1013,68;28,91;47,72
2523;"14.08.2025";"15:09:17";1274,79;1013,68;28,90;47,70
2524;"14.08.2025";"15:09:18";1274,79;1013,68;28,90;47,70
2525;"14.08.2025";"15:09:19";1274,79;1013,68;28,90;47,70
2526;"14.08.2025";"15:09:20";1274,29;1013,68;28,89;47,71
2527;"14.08.2025";"15:09:21";1274,29;1013,68;28,89;47,71
2528;"14.08.2025";"15:09:22";1274,72;1013,68;28,91;47,70
2529;"14.08.2025";"15:09:23";1274,72;1013,68;28,91;47,70
2530;"14.08.2025";"15:09:24";1274,72;1013,68;28,91;47,70
2531;"14.08.2025";"15:09:25";1275,97;1013,68;28,89;47,68
2532;"14.08.2025";"15:09:26";1275,97;1013,68;28,89;47,68
2533;"14.08.2025";"15:09:27";1277,43;1013,68;28,90;47,66
2534;"14.08.2025";"15:09:28";1277,43;1013,68;28,90;47,66
2535;"14.08.2025";"15:09:29";1275,99;1013,68;28,90;47,66
2536;"14.08.2025";"15:09:30";1275,99;1013,68;28,90;47,66
2537;"14.08.2025";"15:09:31";1275,99;1013,68;28,90;47,66
2538;"14.08.2025";"15:09:32";1275,99;1013,68;28,91;47,68
2539;"14.08.2025";"15:09:33";1275,99;1013,68;28,91;47,68
2540;"14.08.2025";"15:09:34";1273,05;1013,68;28,91;47,69
2541;"14.08.2025";"15:09:35";1273,05;1013,68;28,91;47,69
2542;"14.08.2025";"15:09:36";1273,05;1013,68;28,91;47,69
2543;"14.08.2025";"15:09:37";1273,22;1013,68;28,91;47,69
2544;"14.08.2025";"15:09:38";1273,22;1013,68;28,91;47,69
2545;"14.08.2025";"15:09:39";1274,15;1013,68;28,90;47,70
2546;"14.08.2025";"15:09:40";1274,15;1013,68;28,90;47,70
2547;"14.08.2025";"15:09:41";1274,49;1013,68;28,91;47,70
2548;"14.08.2025";"15:09:42";1274,49;1013,68;28,91;47,70
2549;"14.08.2025";"15:09:43";1274,49;1013,68;28,91;47,70
2550;"14.08.2025";"15:09:44";1274,51;1013,68;28,91;47,70
2551;"14.08.2025";"15:09:45";1274,51;1013,68;28,91;47,70
2552;"14.08.2025";"15:09:46";1274,51;1013,68;28,90;47,60
2553;"14.08.2025";"15:09:47";1274,51;1013,68;28,90;47,60
2554;"14.08.2025";"15:09:48";1274,51;1013,68;28,90;47,60
2555;"14.08.2025";"15:09:49";1272,82;1013,68;28,90;47,56
2556;"14.08.2025";"15:09:50";1272,82;1013,68;28,90;47,56
2557;"14.08.2025";"15:09:51";1273,87;1013,68;28,89;47,57
2558;"14.08.2025";"15:09:52";1273,87;1013,68;28,89;47,57
2559;"14.08.2025";"15:09:53";1276,58;1013,68;28,91;47,58
2560;"14.08.2025";"15:09:54";1276,58;1013,68;28,91;47,58
2561;"14.08.2025";"15:09:55";1276,58;1013,68;28,91;47,58
2562;"14.08.2025";"15:09:56";1276,94;1013,68;28,90;47,58
2563;"14.08.2025";"15:09:57";1276,94;1013,68;28,90;47,58
2564;"14.08.2025";"15:09:58";1277,92;1013,68;28,90;47,58
2565;"14.08.2025";"15:09:59";1277,92;1013,68;28,90;47,58
2566;"14.08.2025";"15:10:00";1277,92;1013,68;28,90;47,58
2567;"14.08.2025";"15:10:01";1277,92;1013,68;28,91;47,66
2568;"14.08.2025";"15:10:02";1277,92;1013,68;28,91;47,66
2569;"14.08.2025";"15:10:03";1279,10;1013,68;28,92;47,70
2570;"14.08.2025";"15:10:04";1279,10;1013,68;28,92;47,70
2571;"14.08.2025";"15:10:05";1279,26;1013,68;28,92;47,68
2572;"14.08.2025";"15:10:06";1279,26;1013,68;28,92;47,68
2573;"14.08.2025";"15:10:07";1279,26;1013,68;28,92;47,68
2574;"14.08.2025";"15:10:08";1278,49;1013,66;28,91;47,64
2575;"14.08.2025";"15:10:09";1278,49;1013,66;28,91;47,64
2576;"14.08.2025";"15:10:10";1277,00;1013,68;28,92;47,65
2577;"14.08.2025";"15:10:11";1277,00;1013,68;28,92;47,65
2578;"14.08.2025";"15:10:12";1277,00;1013,68;28,92;47,65
2579;"14.08.2025";"15:10:13";1275,89;1013,66;28,92;47,65
2580;"14.08.2025";"15:10:14";1275,89;1013,66;28,92;47,65
2581;"14.08.2025";"15:10:15";1275,89;1013,66;28,90;47,64
2582;"14.08.2025";"15:10:16";1275,89;1013,66;28,90;47,64
2583;"14.08.2025";"15:10:17";1274,39;1013,68;28,90;47,62
2584;"14.08.2025";"15:10:18";1274,39;1013,68;28,90;47,62
2585;"14.08.2025";"15:10:19";1274,39;1013,68;28,90;47,62
2586;"14.08.2025";"15:10:20";1271,84;1013,68;28,91;47,63
2587;"14.08.2025";"15:10:21";1271,84;1013,68;28,91;47,63
2588;"14.08.2025";"15:10:22";1269,11;1013,68;28,92;47,64
2589;"14.08.2025";"15:10:23";1269,11;1013,68;28,92;47,64
2590;"14.08.2025";"15:10:24";1269,11;1013,68;28,92;47,64
2591;"14.08.2025";"15:10:25";1268,25;1013,68;28,93;47,64
2592;"14.08.2025";"15:10:26";1268,25;1013,68;28,93;47,64
2593;"14.08.2025";"15:10:27";1269,61;1013,66;28,93;47,64
2594;"14.08.2025";"15:10:28";1269,61;1013,66;28,93;47,64
2595;"14.08.2025";"15:10:29";1269,61;1013,66;28,92;47,60
2596;"14.08.2025";"15:10:30";1269,61;1013,66;28,92;47,60
2597;"14.08.2025";"15:10:31";1269,61;1013,66;28,92;47,60
2598;"14.08.2025";"15:10:32";1270,87;1013,68;28,92;47,59
2599;"14.08.2025";"15:10:33";1270,87;1013,68;28,92;47,59
2600;"14.08.2025";"15:10:34";1271,01;1013,68;28,94;47,58
2601;"14.08.2025";"15:10:35";1271,01;1013,68;28,94;47,58
2602;"14.08.2025";"15:10:36";1271,01;1013,68;28,94;47,58
2603;"14.08.2025";"15:10:37";1272,50;1013,68;28,93;47,58
2604;"14.08.2025";"15:10:38";1272,50;1013,68;28,93;47,58
2605;"14.08.2025";"15:10:39";1275,70;1013,68;28,91;47,57
2606;"14.08.2025";"15:10:40";1275,70;1013,68;28,91;47,57
2607;"14.08.2025";"15:10:41";1277,50;1013,68;28,91;47,57
2608;"14.08.2025";"15:10:42";1277,50;1013,68;28,91;47,57
2609;"14.08.2025";"15:10:43";1277,50;1013,68;28,91;47,57
2610;"14.08.2025";"15:10:44";1277,50;1013,68;28,92;47,57
2611;"14.08.2025";"15:10:45";1277,50;1013,68;28,92;47,57
2612;"14.08.2025";"15:10:46";1278,18;1013,68;28,92;47,59
2613;"14.08.2025";"15:10:47";1278,18;1013,68;28,92;47,59
2614;"14.08.2025";"15:10:48";1279,00;1013,68;28,93;47,57
2615;"14.08.2025";"15:10:49";1279,00;1013,68;28,93;47,57
2616;"14.08.2025";"15:10:50";1279,00;1013,68;28,93;47,57
2617;"14.08.2025";"15:10:51";1278,45;1013,68;28,92;47,57
2618;"14.08.2025";"15:10:52";1278,45;1013,68;28,92;47,57
2619;"14.08.2025";"15:10:53";1278,94;1013,68;28,93;47,55
2620;"14.08.2025";"15:10:54";1278,94;1013,68;28,93;47,55
2621;"14.08.2025";"15:10:55";1278,94;1013,68;28,93;47,55
2622;"14.08.2025";"15:10:56";1278,78;1013,68;28,93;47,55
2623;"14.08.2025";"15:10:57";1278,78;1013,68;28,93;47,55
2624;"14.08.2025";"15:10:58";1278,78;1013,68;28,93;47,57
