<Header>
User name: CF
Location: laboratory
# of Location: 1
Model: 1.109
Serial No.: 9G050007
Firmware revision: 12.30E
Software revision: 7-1 Rev XII (27-02-2019)
Unit: ug/m3
C-factor: 1,00
Comment: test room aerosol conditions
online data
<Data>
[d&t31.12.2035 11:50:55]	PM10 [ug/m3]	PM2,5 [ug/m3]	PM1 [ug/m3]	Inhalable [ug/m3]	Thoracic [ug/m3]	Alveolic [ug/m3]
14.08.2025 14:39:59	1,5	1,5	1,2	1,6	1,6	1,5
14.08.2025 14:40:05	111,2	5,1	1,4	1951,0	226,7	11,2
14.08.2025 14:40:11	5,3	2,9	1,4	5,6	5,6	4,7
14.08.2025 14:40:17	20,8	2,1	1,3	1431,0	90,9	2,6
14.08.2025 14:40:23	7,1	1,5	0,8	7,7	7,6	4,2
14.08.2025 14:40:29	3,0	2,5	1,3	3,1	3,1	3,0
14.08.2025 14:40:35	17,5	2,4	1,0	507,5	55,1	2,9
14.08.2025 14:40:41	13,9	2,4	1,2	15,2	15,1	8,2
14.08.2025 14:40:47	2,0	1,5	0,9	2,0	2,0	1,9
14.08.2025 14:40:53	16,3	1,7	0,9	1569,8	84,6	1,8
14.08.2025 14:40:59	2,8	2,8	1,1	2,9	2,9	2,8
14.08.2025 14:41:05	107,4	1,0	0,9	266,9	115,4	2,0
14.08.2025 14:41:11	152,1	2,0	1,0	330,2	166,7	7,6
14.08.2025 14:41:17	9,2	1,9	1,0	786,0	43,4	1,9
14.08.2025 14:41:23	22,0	2,5	1,1	656,3	58,7	7,5
14.08.2025 14:41:29	56,1	2,5	1,2	136,0	60,2	3,4
14.08.2025 14:41:35	4,6	2,1	1,2	4,8	4,8	3,9
14.08.2025 14:41:41	1,4	1,4	0,9	1,4	1,4	1,4
14.08.2025 14:41:47	3,7	2,8	1,1	3,9	3,9	3,6
14.08.2025 14:41:53	25,6	3,3	1,3	805,6	61,9	7,4
14.08.2025 14:41:59	17,6	2,5	1,5	1571,2	86,0	3,0
14.08.2025 14:42:05	8,6	4,7	1,7	9,1	9,1	7,9
14.08.2025 14:42:11	6,0	3,0	1,3	6,3	6,3	5,2
14.08.2025 14:42:17	14,5	3,1	1,4	648,0	50,5	3,6
14.08.2025 14:42:23	16,1	2,5	1,5	19,2	18,1	5,4
14.08.2025 14:42:29	15,1	3,0	1,3	936,2	48,5	7,9
14.08.2025 14:42:35	19,9	3,7	1,4	23,2	22,1	8,4
14.08.2025 14:42:41	17,1	2,5	1,4	1570,7	85,5	2,6
14.08.2025 14:42:47	42,0	3,7	1,4	834,5	80,9	6,3
14.08.2025 14:42:53	28,3	2,4	1,1	808,5	64,9	8,8
14.08.2025 14:42:59	24,2	4,1	1,5	1434,6	94,5	5,9
14.08.2025 14:43:05	27,0	2,7	1,2	807,1	63,5	8,2
14.08.2025 14:43:11	9,1	3,1	1,2	9,9	9,8	6,3
14.08.2025 14:43:17	12,0	3,3	1,2	789,0	46,4	4,6
14.08.2025 14:43:23	9,1	2,5	1,2	929,5	41,9	4,7
14.08.2025 14:43:29	9,4	2,9	1,2	10,1	10,1	6,5
14.08.2025 14:43:35	17,9	2,9	1,0	21,1	20,0	7,0
14.08.2025 14:43:41	35,1	2,3	0,9	384,8	76,4	6,1
14.08.2025 14:43:47	60,4	2,6	1,1	1060,4	97,0	4,0
14.08.2025 14:43:53	7,5	2,5	1,0	8,0	8,0	6,1
14.08.2025 14:43:59	1,6	1,6	0,9	1,7	1,7	1,6
14.08.2025 14:44:05	7,7	2,2	1,0	8,4	8,3	4,9
14.08.2025 14:44:11	30,1	1,8	1,2	1586,6	100,4	4,7
14.08.2025 14:44:17	2,1	2,1	1,1	2,2	2,2	2,2
14.08.2025 14:44:23	25,6	0,9	0,7	29,9	28,7	9,2
14.08.2025 14:44:29	55,9	2,2	1,0	135,7	60,0	3,2
14.08.2025 14:44:35	4,8	1,9	0,9	5,1	5,1	4,0
14.08.2025 14:44:41	7,5	1,9	0,9	8,2	8,1	4,7
14.08.2025 14:44:47	76,4	1,8	1,0	935,9	116,6	5,6
14.08.2025 14:44:53	73,0	2,9	0,9	154,6	78,7	13,2
14.08.2025 14:44:59	6,2	2,8	1,0	6,6	6,6	5,5
14.08.2025 14:45:05	0,7	0,7	0,6	0,8	0,8	0,7
14.08.2025 14:45:11	68,2	1,4	0,8	151,0	74,2	4,8
14.08.2025 14:45:17	27,7	1,7	0,8	1151,1	101,1	2,2
14.08.2025 14:45:23	6,4	0,9	0,6	7,1	7,0	3,6
14.08.2025 14:45:29	1,5	1,5	0,8	1,6	1,6	1,5
14.08.2025 14:45:35	2,4	1,9	0,7	2,5	2,5	2,4
14.08.2025 14:45:41	26,0	1,7	0,8	373,2	65,7	4,9
14.08.2025 14:45:47	71,5	1,5	0,7	879,5	115,0	6,8
14.08.2025 14:45:53	53,3	1,3	0,8	1335,5	129,5	3,1
14.08.2025 14:45:59	62,2	1,7	0,9	918,8	100,4	2,3
14.08.2025 14:46:05	59,7	1,0	0,8	140,1	64,3	4,2
14.08.2025 14:46:11	23,0	1,3	0,6	26,8	25,7	8,7
14.08.2025 14:46:17	1,0	1,0	0,6	1,0	1,0	1,0
14.08.2025 14:46:23	35,3	0,8	0,5	818,1	73,4	6,5
14.08.2025 14:46:29	4,4	0,8	0,4	924,6	37,0	0,8
14.08.2025 14:46:35	37,6	2,3	0,7	1449,7	109,4	11,0
14.08.2025 14:46:41	56,6	1,0	0,6	136,6	60,9	3,3
14.08.2025 14:46:47	82,1	0,7	0,5	654,8	125,5	4,1
14.08.2025 14:46:53	8,1	2,1	0,7	8,9	8,8	5,3
14.08.2025 14:46:59	55,4	1,8	0,5	135,3	59,5	2,7
14.08.2025 14:47:05	32,8	1,5	0,7	959,1	69,3	7,6
14.08.2025 14:47:11	19,1	0,8	0,4	365,7	58,2	0,9
14.08.2025 14:47:17	14,5	1,8	0,6	791,8	49,2	5,8
14.08.2025 14:47:23	28,6	1,3	0,5	34,6	32,5	7,0
14.08.2025 14:47:29	0,9	0,9	0,5	0,9	0,9	0,9
14.08.2025 14:47:35	18,7	0,5	0,4	365,3	57,9	0,6
14.08.2025 14:47:41	18,1	3,4	0,7	795,8	53,1	7,9
14.08.2025 14:47:47	12,2	2,1	0,6	933,2	45,4	5,7
14.08.2025 14:47:53	60,5	1,4	0,5	141,0	65,2	5,0
14.08.2025 14:47:59	24,1	1,8	0,8	2354,5	126,7	2,3
14.08.2025 14:48:05	31,3	2,1	0,6	1587,9	101,7	5,9
14.08.2025 14:48:11	54,6	1,4	0,6	134,4	58,7	2,0
14.08.2025 14:48:17	0,4	0,4	0,4	0,4	0,4	0,4
14.08.2025 14:48:23	59,1	2,5	0,5	139,2	63,5	5,7
14.08.2025 14:48:29	102,1	1,1	0,5	1120,6	145,2	6,6
14.08.2025 14:48:35	85,0	3,4	0,8	2352,1	193,6	6,3
