<Header>
User name: 
Location: airlock
# of Location: 3
Model: 1.109
Serial No.: 9G070015
Firmware revision: 12.30E
Software revision: 1178 V8-26 (18--12-2023)
Unit: ug/m3
C-factor: 1,00
Comment: test room aersol conditions
online data
<Data>
[d&t31.12.2035 11:50:55]	PM10 [ug/m3]	PM2,5 [ug/m3]	PM1 [ug/m3]	Inhalable [ug/m3]	Thoracic [ug/m3]	Alveolic [ug/m3]
14.08.2025 14:36:08	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:36:14	0,2	0,2	0,1	0,2	0,2	0,2
14.08.2025 14:36:20	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:36:26	0,3	0,3	0,3	0,3	0,3	0,3
14.08.2025 14:36:32	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:36:38	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:36:44	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:36:50	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:36:56	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:37:02	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:37:08	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:37:14	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:37:20	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:37:26	0,3	0,3	0,2	0,3	0,3	0,3
14.08.2025 14:37:32	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:37:38	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:37:44	0,8	0,7	0,2	0,8	0,8	0,8
14.08.2025 14:37:50	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:37:56	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:38:02	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:38:08	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:38:14	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:38:20	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:38:26	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:38:32	0,9	0,7	0,2	0,9	0,9	0,8
14.08.2025 14:38:38	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:38:44	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:38:50	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:38:56	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:39:02	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:39:08	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:39:14	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:39:20	0,2	0,2	0,1	0,2	0,2	0,2
14.08.2025 14:39:26	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:39:32	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:39:38	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:39:44	0,2	0,2	0,1	0,2	0,2	0,2
14.08.2025 14:39:50	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:39:56	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:40:02	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:40:08	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:40:14	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:40:20	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:40:26	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:40:32	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:40:38	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:40:44	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:40:50	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:40:56	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:41:02	0,8	0,7	0,1	0,8	0,8	0,7
14.08.2025 14:41:08	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:41:14	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:41:20	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:41:26	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:41:32	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:41:38	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:41:44	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:41:50	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:41:56	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:42:02	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:42:08	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:42:14	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:42:20	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:42:26	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:42:32	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:42:38	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:42:44	0,1	0,1	0,1	0,1	0,1	0,1
