<Header>
User name: 
Location: airlock
# of Location: 3
Model: 1.109
Serial No.: 9G070015
Firmware revision: 12.30E
Software revision: 1178 V8-26 (18--12-2023)
Unit: counts/liter (differential)
C-factor: 1,00
Comment: test room aersol conditions
online data
<Data>
[d&t31.12.2035 11:50:55]	0,25 um	0,28 um	0,30 um	0,35 um	0,40 um	0,45 um	0,50 um	0,58 um	0,65 um	0,70 um	0,80 um	1,00 um	1,30 um	1,60 um	2,00 um	2,50 um	3,00 um	3,50 um	4,00 um	5,00 um	6,50 um	7,50 um	8,50 um	10,00 um	12,50 um	15,00 um	17,50 um	20,00 um	25,00 um	30,00 um	32,00 um
14.08.2025 10:18:10	26850,0	16500,0	7850,0	4800,0	1600,0	800,0	500,0	450,0	150,0	300,0	50,0	150,0	100,0	100,0	0,0	0,0	0,0	0,0	60,0	30,0	10,0	10,0	20,0	0,0	20,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:18:16	29450,0	15850,0	8150,0	5100,0	1450,0	800,0	800,0	350,0	100,0	100,0	100,0	50,0	50,0	50,0	60,0	0,0	40,0	20,0	60,0	20,0	0,0	10,0	30,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:18:22	30050,0	15050,0	8700,0	4400,0	1300,0	950,0	500,0	400,0	150,0	200,0	50,0	100,0	0,0	50,0	130,0	110,0	50,0	50,0	50,0	30,0	0,0	10,0	20,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:18:28	28300,0	14900,0	7250,0	4650,0	1700,0	750,0	950,0	300,0	150,0	100,0	50,0	50,0	150,0	150,0	0,0	0,0	0,0	0,0	30,0	10,0	0,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:18:34	27300,0	16050,0	8000,0	4900,0	1700,0	800,0	650,0	600,0	150,0	200,0	100,0	150,0	150,0	250,0	60,0	40,0	30,0	20,0	50,0	20,0	0,0	30,0	30,0	20,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:18:40	28550,0	15800,0	8450,0	4000,0	1550,0	600,0	450,0	500,0	250,0	150,0	250,0	100,0	50,0	150,0	30,0	60,0	30,0	40,0	30,0	20,0	20,0	10,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:18:46	28150,0	16650,0	8450,0	4900,0	1700,0	650,0	750,0	500,0	100,0	450,0	150,0	50,0	250,0	150,0	170,0	150,0	30,0	40,0	60,0	10,0	10,0	10,0	0,0	20,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:18:52	30200,0	16500,0	8850,0	4500,0	1650,0	700,0	650,0	250,0	250,0	250,0	200,0	100,0	150,0	150,0	320,0	100,0	40,0	10,0	40,0	40,0	0,0	0,0	30,0	10,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:18:58	28150,0	14800,0	8250,0	4100,0	1600,0	700,0	500,0	300,0	250,0	350,0	150,0	100,0	50,0	50,0	80,0	80,0	60,0	20,0	40,0	20,0	10,0	0,0	40,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:19:04	27450,0	14750,0	8850,0	4350,0	1750,0	850,0	650,0	450,0	50,0	150,0	100,0	100,0	150,0	50,0	30,0	40,0	30,0	100,0	50,0	10,0	20,0	10,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:19:10	26100,0	16400,0	7550,0	4350,0	1450,0	500,0	350,0	550,0	250,0	200,0	200,0	150,0	50,0	50,0	120,0	120,0	10,0	10,0	20,0	0,0	10,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:19:16	29350,0	13200,0	8000,0	4650,0	1400,0	800,0	650,0	400,0	150,0	200,0	200,0	150,0	0,0	50,0	130,0	30,0	10,0	10,0	20,0	20,0	10,0	10,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:19:22	29100,0	13500,0	8650,0	3850,0	2100,0	600,0	800,0	250,0	250,0	200,0	50,0	50,0	50,0	50,0	350,0	250,0	50,0	0,0	30,0	30,0	0,0	20,0	10,0	0,0	0,0	10,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:19:28	29450,0	16300,0	6650,0	4350,0	1800,0	800,0	750,0	250,0	50,0	100,0	100,0	100,0	0,0	150,0	70,0	60,0	40,0	40,0	50,0	20,0	0,0	10,0	0,0	0,0	0,0	0,0	10,0	0,0	0,0	0,0	0,0
14.08.2025 10:19:34	26400,0	15150,0	8250,0	4050,0	1800,0	600,0	650,0	650,0	0,0	150,0	150,0	200,0	50,0	0,0	110,0	50,0	40,0	20,0	10,0	10,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:19:40	27600,0	14800,0	8000,0	4100,0	1500,0	850,0	550,0	600,0	100,0	200,0	50,0	200,0	0,0	50,0	60,0	90,0	10,0	10,0	30,0	20,0	10,0	0,0	10,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:19:46	28750,0	14350,0	8200,0	3650,0	1950,0	650,0	550,0	400,0	200,0	200,0	100,0	50,0	0,0	50,0	100,0	80,0	40,0	70,0	20,0	10,0	0,0	10,0	20,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:19:52	28700,0	16000,0	7050,0	4600,0	1250,0	850,0	850,0	550,0	350,0	200,0	100,0	0,0	250,0	200,0	300,0	180,0	30,0	0,0	20,0	20,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:19:58	29450,0	15100,0	7900,0	4150,0	2050,0	850,0	450,0	400,0	50,0	250,0	50,0	100,0	50,0	0,0	80,0	70,0	80,0	20,0	10,0	20,0	0,0	20,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:20:04	29600,0	14500,0	8450,0	4150,0	1800,0	1050,0	350,0	250,0	100,0	200,0	50,0	0,0	50,0	50,0	0,0	0,0	0,0	0,0	20,0	30,0	10,0	30,0	0,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:20:10	27500,0	15350,0	8300,0	4000,0	2150,0	700,0	800,0	400,0	50,0	50,0	200,0	50,0	50,0	200,0	50,0	0,0	30,0	20,0	40,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:20:16	26200,0	15650,0	7950,0	4500,0	850,0	550,0	700,0	450,0	100,0	200,0	150,0	50,0	100,0	0,0	0,0	0,0	0,0	40,0	50,0	20,0	0,0	0,0	10,0	20,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:20:22	26200,0	14700,0	8100,0	4550,0	1800,0	650,0	550,0	250,0	200,0	150,0	200,0	0,0	150,0	100,0	20,0	80,0	40,0	30,0	30,0	20,0	40,0	30,0	0,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:20:28	27100,0	14950,0	7650,0	4000,0	1850,0	1000,0	400,0	550,0	100,0	300,0	150,0	100,0	0,0	250,0	0,0	0,0	10,0	20,0	50,0	0,0	0,0	0,0	10,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:20:34	26300,0	14100,0	7050,0	3850,0	1900,0	450,0	600,0	500,0	150,0	300,0	250,0	100,0	0,0	200,0	100,0	150,0	20,0	10,0	50,0	40,0	10,0	10,0	0,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:20:40	28200,0	15500,0	8250,0	4000,0	1600,0	750,0	450,0	350,0	150,0	150,0	200,0	250,0	50,0	0,0	50,0	30,0	40,0	40,0	50,0	20,0	0,0	0,0	10,0	0,0	0,0	10,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:20:46	26650,0	15900,0	8900,0	4250,0	1950,0	850,0	700,0	250,0	150,0	300,0	250,0	100,0	0,0	250,0	330,0	80,0	60,0	10,0	50,0	0,0	0,0	0,0	20,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:20:52	30000,0	15750,0	7350,0	4750,0	1350,0	400,0	350,0	400,0	0,0	200,0	100,0	50,0	200,0	0,0	30,0	10,0	40,0	40,0	20,0	30,0	20,0	0,0	0,0	0,0	0,0	10,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:20:58	29150,0	14550,0	7650,0	4700,0	1600,0	650,0	900,0	250,0	250,0	300,0	150,0	150,0	0,0	100,0	110,0	40,0	30,0	40,0	20,0	50,0	40,0	0,0	20,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:21:04	28750,0	16500,0	8900,0	4200,0	1900,0	750,0	1000,0	400,0	250,0	350,0	100,0	150,0	50,0	100,0	170,0	100,0	50,0	60,0	20,0	20,0	0,0	0,0	10,0	10,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:21:10	26350,0	17900,0	7900,0	5900,0	1350,0	450,0	600,0	250,0	100,0	550,0	150,0	100,0	50,0	100,0	140,0	140,0	50,0	30,0	50,0	0,0	0,0	30,0	0,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:21:16	28050,0	15550,0	7550,0	4700,0	1900,0	1150,0	600,0	300,0	250,0	250,0	100,0	50,0	0,0	150,0	0,0	0,0	0,0	0,0	30,0	50,0	0,0	10,0	0,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:21:22	26600,0	14500,0	7300,0	4900,0	1550,0	700,0	600,0	400,0	200,0	50,0	250,0	100,0	0,0	50,0	0,0	0,0	0,0	20,0	30,0	20,0	20,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 10:21:28	28300,0	15100,0	7550,0	3650,0	1300,0	450,0	800,0	500,0	100,0	100,0	100,0	50,0	150,0	100,0	80,0	60,0	50,0	30,0	30,0	0,0	0,0	10,0	30,0	0,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0
