testo435-635-735;"DATE";"TIME";"[ppm] CO2";"mbar";"°C";"%rF"
1;"14.08.2025";"10:20:55";882,89;1013,72;27,03;50,70
2;"14.08.2025";"10:20:56";882,89;1013,72;27,03;50,70
3;"14.08.2025";"10:20:57";884,77;1013,74;27,02;50,73
4;"14.08.2025";"10:20:58";884,77;1013,74;27,02;50,73
5;"14.08.2025";"10:20:59";884,77;1013,74;27,02;50,73
6;"14.08.2025";"10:21:00";886,81;1013,68;27,02;50,73
7;"14.08.2025";"10:21:01";886,81;1013,68;27,02;50,73
8;"14.08.2025";"10:21:02";889,04;1013,68;27,03;50,69
9;"14.08.2025";"10:21:03";889,04;1013,68;27,03;50,69
10;"14.08.2025";"10:21:04";890,45;1013,72;27,03;50,63
11;"14.08.2025";"10:21:05";890,45;1013,72;27,03;50,63
12;"14.08.2025";"10:21:06";890,45;1013,72;27,03;50,63
13;"14.08.2025";"10:21:07";890,46;1013,68;27,03;50,59
14;"14.08.2025";"10:21:08";890,46;1013,68;27,03;50,59
15;"14.08.2025";"10:21:09";890,46;1013,68;27,03;50,59
16;"14.08.2025";"10:21:10";890,46;1013,68;27,03;50,59
17;"14.08.2025";"10:21:11";890,46;1013,68;27,03;50,59
18;"14.08.2025";"10:21:12";889,82;1013,76;27,03;50,62
19;"14.08.2025";"10:21:13";889,82;1013,76;27,03;50,62
20;"14.08.2025";"10:21:14";888,24;1013,76;27,03;50,59
21;"14.08.2025";"10:21:15";888,24;1013,76;27,03;50,59
22;"14.08.2025";"10:21:16";886,84;1013,72;27,05;50,55
23;"14.08.2025";"10:21:17";886,84;1013,72;27,05;50,55
24;"14.08.2025";"10:21:18";886,84;1013,72;27,05;50,55
25;"14.08.2025";"10:21:19";884,55;1013,74;27,02;50,54
26;"14.08.2025";"10:21:20";884,55;1013,74;27,02;50,54
27;"14.08.2025";"10:21:21";880,23;1013,72;27,03;50,48
28;"14.08.2025";"10:21:22";880,23;1013,72;27,03;50,48
29;"14.08.2025";"10:21:23";880,23;1013,72;27,03;50,48
30;"14.08.2025";"10:21:24";880,23;1013,72;27,03;50,48
31;"14.08.2025";"10:21:25";880,23;1013,72;27,03;50,48
32;"14.08.2025";"10:21:26";877,68;1013,72;27,03;50,49
33;"14.08.2025";"10:21:27";877,68;1013,72;27,03;50,49
34;"14.08.2025";"10:21:28";876,80;1013,68;27,02;50,50
35;"14.08.2025";"10:21:29";876,80;1013,68;27,02;50,50
36;"14.08.2025";"10:21:30";876,80;1013,68;27,02;50,50
37;"14.08.2025";"10:21:31";876,56;1013,68;27,03;50,54
38;"14.08.2025";"10:21:32";876,56;1013,68;27,03;50,54
39;"14.08.2025";"10:21:33";876,43;1013,74;27,03;50,50
40;"14.08.2025";"10:21:34";876,43;1013,74;27,03;50,50
41;"14.08.2025";"10:21:35";876,43;1013,74;27,03;50,50
42;"14.08.2025";"10:21:36";875,86;1013,72;27,03;50,59
43;"14.08.2025";"10:21:37";875,86;1013,72;27,03;50,59
44;"14.08.2025";"10:21:38";875,86;1013,72;27,03;50,59
45;"14.08.2025";"10:21:39";875,86;1013,72;27,03;50,59
46;"14.08.2025";"10:21:40";876,06;1013,74;27,02;50,60
47;"14.08.2025";"10:21:41";876,06;1013,74;27,02;50,60
48;"14.08.2025";"10:21:42";876,06;1013,74;27,02;50,60
49;"14.08.2025";"10:21:43";877,73;1013,70;27,03;50,61
50;"14.08.2025";"10:21:44";877,73;1013,70;27,03;50,61
51;"14.08.2025";"10:21:45";877,80;1013,72;27,03;50,63
52;"14.08.2025";"10:21:46";877,80;1013,72;27,03;50,63
53;"14.08.2025";"10:21:47";877,80;1013,72;27,03;50,63
54;"14.08.2025";"10:21:48";878,03;1013,70;27,04;50,65
55;"14.08.2025";"10:21:49";878,03;1013,70;27,04;50,65
56;"14.08.2025";"10:21:50";879,57;1013,70;27,04;50,56
57;"14.08.2025";"10:21:51";879,57;1013,70;27,04;50,56
58;"14.08.2025";"10:21:52";879,57;1013,70;27,04;50,56
59;"14.08.2025";"10:21:53";879,57;1013,70;27,04;50,56
60;"14.08.2025";"10:21:54";879,57;1013,70;27,04;50,56
61;"14.08.2025";"10:21:55";881,43;1013,76;27,04;50,52
62;"14.08.2025";"10:21:56";881,43;1013,76;27,04;50,52
63;"14.08.2025";"10:21:57";882,86;1013,70;27,03;50,54
64;"14.08.2025";"10:21:58";882,86;1013,70;27,03;50,54
65;"14.08.2025";"10:21:59";882,86;1013,70;27,03;50,54
66;"14.08.2025";"10:22:00";884,68;1013,72;27,04;50,53
67;"14.08.2025";"10:22:01";884,68;1013,72;27,04;50,53
68;"14.08.2025";"10:22:02";885,83;1013,74;27,03;50,59
69;"14.08.2025";"10:22:03";885,83;1013,74;27,03;50,59
70;"14.08.2025";"10:22:04";887,27;1013,74;27,04;50,63
71;"14.08.2025";"10:22:05";887,27;1013,74;27,04;50,63
72;"14.08.2025";"10:22:06";887,27;1013,74;27,04;50,63
73;"14.08.2025";"10:22:07";887,27;1013,74;27,04;50,63
74;"14.08.2025";"10:22:08";887,27;1013,74;27,04;50,63
75;"14.08.2025";"10:22:09";889,05;1013,74;27,04;50,65
76;"14.08.2025";"10:22:10";889,05;1013,74;27,04;50,65
77;"14.08.2025";"10:22:11";889,05;1013,74;27,04;50,65
78;"14.08.2025";"10:22:12";889,51;1013,74;27,03;50,58
79;"14.08.2025";"10:22:13";889,51;1013,74;27,03;50,58
80;"14.08.2025";"10:22:14";889,09;1013,72;27,04;50,62
81;"14.08.2025";"10:22:15";889,09;1013,72;27,04;50,62
82;"14.08.2025";"10:22:16";889,22;1013,68;27,05;50,59
83;"14.08.2025";"10:22:17";889,22;1013,68;27,05;50,59
84;"14.08.2025";"10:22:18";889,22;1013,68;27,05;50,59
85;"14.08.2025";"10:22:19";889,16;1013,72;27,04;50,61
86;"14.08.2025";"10:22:20";889,16;1013,72;27,04;50,61
87;"14.08.2025";"10:22:21";889,16;1013,72;27,04;50,61
88;"14.08.2025";"10:22:22";889,16;1013,72;27,04;50,61
89;"14.08.2025";"10:22:23";889,16;1013,72;27,04;50,61
90;"14.08.2025";"10:22:24";888,89;1013,68;27,05;50,62
91;"14.08.2025";"10:22:25";888,89;1013,68;27,05;50,62
92;"14.08.2025";"10:22:26";888,68;1013,70;27,04;50,66
93;"14.08.2025";"10:22:27";888,68;1013,70;27,04;50,66
94;"14.08.2025";"10:22:28";887,06;1013,74;27,06;50,59
95;"14.08.2025";"10:22:29";887,06;1013,74;27,06;50,59
96;"14.08.2025";"10:22:30";887,06;1013,74;27,06;50,59
97;"14.08.2025";"10:22:31";885,71;1013,72;27,06;50,60
98;"14.08.2025";"10:22:32";885,71;1013,72;27,06;50,60
99;"14.08.2025";"10:22:33";886,21;1013,74;27,05;50,54
100;"14.08.2025";"10:22:34";886,21;1013,74;27,05;50,54
101;"14.08.2025";"10:22:35";886,21;1013,74;27,05;50,54
102;"14.08.2025";"10:22:36";886,21;1013,72;27,05;50,54
103;"14.08.2025";"10:22:37";886,21;1013,72;27,05;50,54
104;"14.08.2025";"10:22:38";886,85;1013,72;27,04;50,50
105;"14.08.2025";"10:22:39";886,85;1013,72;27,04;50,50
106;"14.08.2025";"10:22:40";888,14;1013,74;27,04;50,53
107;"14.08.2025";"10:22:41";888,14;1013,74;27,04;50,53
108;"14.08.2025";"10:22:42";888,14;1013,74;27,04;50,53
109;"14.08.2025";"10:22:43";889,15;1013,68;27,06;50,55
110;"14.08.2025";"10:22:44";889,15;1013,68;27,06;50,55
111;"14.08.2025";"10:22:45";889,72;1013,70;27,05;50,60
112;"14.08.2025";"10:22:46";889,72;1013,70;27,05;50,60
113;"14.08.2025";"10:22:47";889,72;1013,70;27,05;50,60
114;"14.08.2025";"10:22:48";891,28;1013,74;27,06;50,64
115;"14.08.2025";"10:22:49";891,28;1013,74;27,06;50,64
116;"14.08.2025";"10:22:50";891,28;1013,74;27,06;50,64
117;"14.08.2025";"10:22:51";891,28;1013,74;27,06;50,64
118;"14.08.2025";"10:22:52";893,50;1013,70;27,04;50,68
119;"14.08.2025";"10:22:53";893,50;1013,70;27,04;50,68
120;"14.08.2025";"10:22:54";893,50;1013,70;27,04;50,68
121;"14.08.2025";"10:22:55";894,68;1013,72;27,06;50,68
122;"14.08.2025";"10:22:56";894,68;1013,72;27,06;50,68
123;"14.08.2025";"10:22:57";895,25;1013,70;27,05;50,67
124;"14.08.2025";"10:22:58";895,25;1013,70;27,05;50,67
125;"14.08.2025";"10:22:59";895,25;1013,70;27,05;50,67
126;"14.08.2025";"10:23:00";894,69;1013,70;27,05;50,62
127;"14.08.2025";"10:23:01";894,69;1013,70;27,05;50,62
128;"14.08.2025";"10:23:02";895,99;1013,72;27,05;50,65
129;"14.08.2025";"10:23:03";895,99;1013,72;27,05;50,65
130;"14.08.2025";"10:23:04";896,78;1013,79;27,05;50,65
131;"14.08.2025";"10:23:05";896,78;1013,79;27,05;50,65
132;"14.08.2025";"10:23:06";896,78;1013,79;27,05;50,65
133;"14.08.2025";"10:23:07";896,78;1013,79;27,05;50,61
134;"14.08.2025";"10:23:08";896,78;1013,79;27,05;50,61
135;"14.08.2025";"10:23:09";895,58;1013,76;27,05;50,61
136;"14.08.2025";"10:23:10";895,58;1013,76;27,05;50,61
137;"14.08.2025";"10:23:11";895,58;1013,76;27,05;50,61
138;"14.08.2025";"10:23:12";894,70;1013,68;27,04;50,70
139;"14.08.2025";"10:23:13";894,70;1013,68;27,04;50,70
140;"14.08.2025";"10:23:14";894,82;1013,83;27,04;50,68
141;"14.08.2025";"10:23:15";894,82;1013,83;27,04;50,68
142;"14.08.2025";"10:23:16";895,53;1013,79;27,04;50,70
143;"14.08.2025";"10:23:17";895,53;1013,79;27,04;50,70
144;"14.08.2025";"10:23:18";895,53;1013,79;27,04;50,70
145;"14.08.2025";"10:23:19";896,10;1013,83;27,04;50,70
146;"14.08.2025";"10:23:20";896,10;1013,83;27,04;50,70
147;"14.08.2025";"10:23:21";896,10;1013,83;27,03;50,69
148;"14.08.2025";"10:23:22";896,10;1013,83;27,03;50,69
149;"14.08.2025";"10:23:23";896,10;1013,83;27,03;50,69
150;"14.08.2025";"10:23:24";896,27;1013,76;27,05;50,68
151;"14.08.2025";"10:23:25";896,27;1013,76;27,05;50,68
152;"14.08.2025";"10:23:26";898,78;1013,74;27,05;50,59
153;"14.08.2025";"10:23:27";898,78;1013,74;27,05;50,59
154;"14.08.2025";"10:23:28";901,56;1013,74;27,04;50,54
155;"14.08.2025";"10:23:29";901,56;1013,74;27,04;50,54
156;"14.08.2025";"10:23:30";901,56;1013,74;27,04;50,54
157;"14.08.2025";"10:23:31";903,18;1013,72;27,03;50,55
158;"14.08.2025";"10:23:32";903,18;1013,72;27,03;50,55
159;"14.08.2025";"10:23:33";904,47;1013,74;27,03;50,55
160;"14.08.2025";"10:23:34";904,47;1013,74;27,03;50,55
161;"14.08.2025";"10:23:35";904,47;1013,74;27,03;50,55
162;"14.08.2025";"10:23:36";904,47;1013,74;27,04;50,59
163;"14.08.2025";"10:23:37";904,47;1013,74;27,04;50,59
164;"14.08.2025";"10:23:38";903,86;1013,70;27,05;50,58
165;"14.08.2025";"10:23:39";903,86;1013,70;27,05;50,58
166;"14.08.2025";"10:23:40";905,50;1013,68;27,06;50,55
167;"14.08.2025";"10:23:41";905,50;1013,68;27,06;50,55
168;"14.08.2025";"10:23:42";905,50;1013,68;27,06;50,55
169;"14.08.2025";"10:23:43";907,26;1013,74;27,05;50,59
170;"14.08.2025";"10:23:44";907,26;1013,74;27,05;50,59
171;"14.08.2025";"10:23:45";906,00;1013,74;27,06;50,54
172;"14.08.2025";"10:23:46";906,00;1013,74;27,06;50,54
173;"14.08.2025";"10:23:47";906,00;1013,74;27,06;50,54
174;"14.08.2025";"10:23:48";906,35;1013,68;27,06;50,54
175;"14.08.2025";"10:23:49";906,35;1013,68;27,06;50,54
176;"14.08.2025";"10:23:50";906,35;1013,68;27,07;50,54
177;"14.08.2025";"10:23:51";906,35;1013,68;27,07;50,54
178;"14.08.2025";"10:23:52";907,24;1013,74;27,05;50,54
179;"14.08.2025";"10:23:53";907,24;1013,74;27,05;50,54
180;"14.08.2025";"10:23:54";907,24;1013,74;27,05;50,54
181;"14.08.2025";"10:23:55";906,11;1013,70;27,04;50,58
182;"14.08.2025";"10:23:56";906,11;1013,70;27,04;50,58
183;"14.08.2025";"10:23:57";905,39;1013,70;27,04;50,57
184;"14.08.2025";"10:23:58";905,39;1013,70;27,04;50,57
185;"14.08.2025";"10:23:59";905,39;1013,70;27,04;50,57
186;"14.08.2025";"10:24:00";904,58;1013,79;27,04;50,59
187;"14.08.2025";"10:24:01";904,58;1013,79;27,04;50,59
188;"14.08.2025";"10:24:02";902,71;1013,72;27,04;50,59
189;"14.08.2025";"10:24:03";902,71;1013,72;27,04;50,59
190;"14.08.2025";"10:24:04";902,71;1013,72;27,03;50,60
191;"14.08.2025";"10:24:05";902,71;1013,72;27,03;50,60
192;"14.08.2025";"10:24:06";902,71;1013,72;27,03;50,60
193;"14.08.2025";"10:24:07";902,92;1013,68;27,03;50,58
194;"14.08.2025";"10:24:08";902,92;1013,68;27,03;50,58
195;"14.08.2025";"10:24:09";903,61;1013,72;27,04;50,57
196;"14.08.2025";"10:24:10";903,61;1013,72;27,04;50,57
197;"14.08.2025";"10:24:11";903,61;1013,72;27,04;50,57
198;"14.08.2025";"10:24:12";903,15;1013,70;27,03;50,60
199;"14.08.2025";"10:24:13";903,15;1013,70;27,03;50,60
200;"14.08.2025";"10:24:14";903,33;1013,70;27,03;50,56
201;"14.08.2025";"10:24:15";903,33;1013,70;27,03;50,56
202;"14.08.2025";"10:24:16";904,46;1013,74;27,03;50,56
203;"14.08.2025";"10:24:17";904,46;1013,74;27,03;50,56
204;"14.08.2025";"10:24:18";904,46;1013,74;27,03;50,56
205;"14.08.2025";"10:24:19";904,46;1013,74;27,04;50,49
206;"14.08.2025";"10:24:20";904,46;1013,74;27,04;50,49
207;"14.08.2025";"10:24:21";904,60;1013,74;27,05;50,53
208;"14.08.2025";"10:24:22";904,60;1013,74;27,05;50,53
209;"14.08.2025";"10:24:23";904,60;1013,74;27,05;50,53
210;"14.08.2025";"10:24:24";906,81;1013,74;27,05;50,53
211;"14.08.2025";"10:24:25";906,81;1013,74;27,05;50,53
212;"14.08.2025";"10:24:26";908,87;1013,70;27,05;50,50
213;"14.08.2025";"10:24:27";908,87;1013,70;27,05;50,50
214;"14.08.2025";"10:24:28";909,50;1013,74;27,05;50,53
215;"14.08.2025";"10:24:29";909,50;1013,74;27,05;50,53
216;"14.08.2025";"10:24:30";909,50;1013,74;27,05;50,53
217;"14.08.2025";"10:24:31";910,01;1013,72;27,05;50,53
218;"14.08.2025";"10:24:32";910,01;1013,72;27,05;50,53
219;"14.08.2025";"10:24:33";910,01;1013,72;27,06;50,53
220;"14.08.2025";"10:24:34";910,01;1013,72;27,06;50,53
221;"14.08.2025";"10:24:35";910,62;1013,72;27,06;50,46
222;"14.08.2025";"10:24:36";910,62;1013,72;27,06;50,46
223;"14.08.2025";"10:24:37";910,62;1013,72;27,06;50,46
224;"14.08.2025";"10:24:38";912,38;1013,68;27,06;50,43
225;"14.08.2025";"10:24:39";912,38;1013,68;27,06;50,43
226;"14.08.2025";"10:24:40";914,12;1013,68;27,06;50,41
227;"14.08.2025";"10:24:41";914,12;1013,68;27,06;50,41
228;"14.08.2025";"10:24:42";914,12;1013,68;27,06;50,41
229;"14.08.2025";"10:24:43";913,48;1013,70;27,05;50,37
230;"14.08.2025";"10:24:44";913,48;1013,70;27,05;50,37
231;"14.08.2025";"10:24:45";912,25;1013,72;27,05;50,37
232;"14.08.2025";"10:24:46";912,25;1013,72;27,05;50,37
233;"14.08.2025";"10:24:47";912,25;1013,72;27,05;50,37
234;"14.08.2025";"10:24:48";912,25;1013,72;27,05;50,37
235;"14.08.2025";"10:24:49";912,25;1013,72;27,05;50,37
236;"14.08.2025";"10:24:50";912,02;1013,70;27,07;50,43
237;"14.08.2025";"10:24:51";912,02;1013,70;27,07;50,43
238;"14.08.2025";"10:24:52";912,86;1013,74;27,05;50,39
239;"14.08.2025";"10:24:53";912,86;1013,74;27,05;50,39
240;"14.08.2025";"10:24:54";912,86;1013,74;27,05;50,39
241;"14.08.2025";"10:24:55";912,81;1013,72;27,05;50,39
242;"14.08.2025";"10:24:56";912,81;1013,72;27,05;50,39
243;"14.08.2025";"10:24:57";911,83;1013,72;27,06;50,37
244;"14.08.2025";"10:24:58";911,83;1013,72;27,06;50,37
245;"14.08.2025";"10:24:59";910,09;1013,68;27,06;50,37
246;"14.08.2025";"10:25:00";910,09;1013,68;27,06;50,37
247;"14.08.2025";"10:25:01";910,09;1013,68;27,06;50,37
248;"14.08.2025";"10:25:02";910,09;1013,68;27,06;50,42
249;"14.08.2025";"10:25:03";910,09;1013,68;27,06;50,42
250;"14.08.2025";"10:25:04";907,96;1013,74;27,05;50,40
251;"14.08.2025";"10:25:05";907,96;1013,74;27,05;50,40
252;"14.08.2025";"10:25:06";907,96;1013,74;27,05;50,40
253;"14.08.2025";"10:25:07";906,18;1013,72;27,07;50,46
254;"14.08.2025";"10:25:08";906,18;1013,72;27,07;50,46
255;"14.08.2025";"10:25:09";904,66;1013,68;27,05;50,51
256;"14.08.2025";"10:25:10";904,66;1013,68;27,05;50,51
257;"14.08.2025";"10:25:11";903,91;1013,68;27,07;50,56
258;"14.08.2025";"10:25:12";903,91;1013,68;27,07;50,56
259;"14.08.2025";"10:25:13";903,91;1013,68;27,07;50,56
260;"14.08.2025";"10:25:14";906,32;1013,81;27,07;50,56
261;"14.08.2025";"10:25:15";906,32;1013,81;27,07;50,56
262;"14.08.2025";"10:25:16";906,32;1013,81;27,07;50,54
263;"14.08.2025";"10:25:17";906,32;1013,81;27,07;50,54
264;"14.08.2025";"10:25:18";906,32;1013,81;27,07;50,54
265;"14.08.2025";"10:25:19";907,59;1013,72;27,06;50,53
266;"14.08.2025";"10:25:20";907,59;1013,72;27,06;50,53
267;"14.08.2025";"10:25:21";907,37;1013,74;27,06;50,49
268;"14.08.2025";"10:25:22";907,37;1013,74;27,06;50,49
269;"14.08.2025";"10:25:23";908,48;1013,72;27,06;50,50
270;"14.08.2025";"10:25:24";908,48;1013,72;27,06;50,50
271;"14.08.2025";"10:25:25";908,48;1013,72;27,06;50,50
272;"14.08.2025";"10:25:26";910,10;1013,72;27,08;50,47
273;"14.08.2025";"10:25:27";910,10;1013,72;27,08;50,47
274;"14.08.2025";"10:25:28";912,05;1013,74;27,08;50,47
275;"14.08.2025";"10:25:29";912,05;1013,74;27,08;50,47
276;"14.08.2025";"10:25:30";912,05;1013,74;27,08;50,47
277;"14.08.2025";"10:25:31";912,05;1013,74;27,07;50,51
278;"14.08.2025";"10:25:32";912,05;1013,74;27,07;50,51
279;"14.08.2025";"10:25:33";912,42;1013,72;27,08;50,51
280;"14.08.2025";"10:25:34";912,42;1013,72;27,08;50,51
281;"14.08.2025";"10:25:35";911,04;1013,72;27,08;50,51
282;"14.08.2025";"10:25:36";911,04;1013,72;27,08;50,51
283;"14.08.2025";"10:25:37";911,04;1013,72;27,08;50,51
284;"14.08.2025";"10:25:38";911,16;1013,74;27,08;50,43
285;"14.08.2025";"10:25:39";911,16;1013,74;27,08;50,43
286;"14.08.2025";"10:25:40";911,81;1013,81;27,08;50,43
287;"14.08.2025";"10:25:41";911,81;1013,81;27,08;50,43
288;"14.08.2025";"10:25:42";911,81;1013,81;27,08;50,43
289;"14.08.2025";"10:25:43";910,17;1013,70;27,08;50,43
290;"14.08.2025";"10:25:44";910,17;1013,70;27,08;50,43
291;"14.08.2025";"10:25:45";910,17;1013,70;27,08;50,43
292;"14.08.2025";"10:25:46";910,17;1013,70;27,08;50,43
293;"14.08.2025";"10:25:47";909,09;1013,79;27,06;50,42
294;"14.08.2025";"10:25:48";909,09;1013,79;27,06;50,42
295;"14.08.2025";"10:25:49";909,09;1013,79;27,06;50,42
296;"14.08.2025";"10:25:50";909,24;1013,74;27,08;50,39
297;"14.08.2025";"10:25:51";909,24;1013,74;27,08;50,39
298;"14.08.2025";"10:25:52";910,48;1013,70;27,06;50,46
299;"14.08.2025";"10:25:53";910,48;1013,70;27,06;50,46
300;"14.08.2025";"10:25:54";910,48;1013,70;27,06;50,46
301;"14.08.2025";"10:25:55";912,03;1013,68;27,07;50,44
302;"14.08.2025";"10:25:56";912,03;1013,68;27,07;50,44
303;"14.08.2025";"10:25:57";911,81;1013,68;27,07;50,44
304;"14.08.2025";"10:25:58";911,81;1013,68;27,07;50,44
305;"14.08.2025";"10:25:59";911,81;1013,68;27,08;50,39
306;"14.08.2025";"10:26:00";911,81;1013,68;27,08;50,39
307;"14.08.2025";"10:26:01";911,81;1013,68;27,08;50,39
308;"14.08.2025";"10:26:02";913,53;1013,74;27,07;50,38
309;"14.08.2025";"10:26:03";913,53;1013,74;27,07;50,38
310;"14.08.2025";"10:26:04";918,00;1013,79;27,08;50,46
311;"14.08.2025";"10:26:05";918,00;1013,79;27,08;50,46
312;"14.08.2025";"10:26:06";918,00;1013,79;27,08;50,46
313;"14.08.2025";"10:26:07";919,10;1013,83;27,07;50,46
314;"14.08.2025";"10:26:08";919,10;1013,83;27,07;50,46
315;"14.08.2025";"10:26:09";917,84;1013,70;27,07;50,50
316;"14.08.2025";"10:26:10";917,84;1013,70;27,07;50,50
317;"14.08.2025";"10:26:11";917,85;1013,76;27,07;50,50
318;"14.08.2025";"10:26:12";917,85;1013,76;27,07;50,50
319;"14.08.2025";"10:26:13";917,85;1013,76;27,07;50,50
320;"14.08.2025";"10:26:14";917,85;1013,76;27,08;50,54
321;"14.08.2025";"10:26:15";917,85;1013,76;27,08;50,54
322;"14.08.2025";"10:26:16";917,29;1013,70;27,08;50,52
323;"14.08.2025";"10:26:17";917,29;1013,70;27,08;50,52
324;"14.08.2025";"10:26:18";917,29;1013,70;27,08;50,52
325;"14.08.2025";"10:26:19";917,25;1013,74;27,06;50,48
326;"14.08.2025";"10:26:20";917,25;1013,74;27,06;50,48
327;"14.08.2025";"10:26:21";915,95;1013,72;27,06;50,48
328;"14.08.2025";"10:26:22";915,95;1013,72;27,06;50,48
329;"14.08.2025";"10:26:23";914,09;1013,70;27,06;50,45
330;"14.08.2025";"10:26:24";914,09;1013,70;27,06;50,45
331;"14.08.2025";"10:26:25";914,09;1013,70;27,06;50,45
332;"14.08.2025";"10:26:26";914,73;1013,70;27,06;50,45
333;"14.08.2025";"10:26:27";914,73;1013,70;27,06;50,45
334;"14.08.2025";"10:26:28";914,73;1013,70;27,07;50,43
335;"14.08.2025";"10:26:29";914,73;1013,70;27,07;50,43
336;"14.08.2025";"10:26:30";916,16;1013,76;27,06;50,41
337;"14.08.2025";"10:26:31";916,16;1013,76;27,06;50,41
338;"14.08.2025";"10:26:32";916,16;1013,76;27,06;50,41
339;"14.08.2025";"10:26:33";916,48;1013,76;27,08;50,44
340;"14.08.2025";"10:26:34";916,48;1013,76;27,08;50,44
341;"14.08.2025";"10:26:35";915,53;1013,72;27,06;50,45
342;"14.08.2025";"10:26:36";915,53;1013,72;27,06;50,45
343;"14.08.2025";"10:26:37";915,53;1013,72;27,06;50,45
344;"14.08.2025";"10:26:38";914,69;1013,70;27,07;50,44
345;"14.08.2025";"10:26:39";914,69;1013,70;27,07;50,44
346;"14.08.2025";"10:26:40";916,35;1013,70;27,07;50,44
347;"14.08.2025";"10:26:41";916,35;1013,70;27,07;50,44
348;"14.08.2025";"10:26:42";916,35;1013,70;27,09;50,44
349;"14.08.2025";"10:26:43";916,35;1013,70;27,09;50,44
350;"14.08.2025";"10:26:44";916,35;1013,70;27,09;50,44
351;"14.08.2025";"10:26:45";917,68;1013,74;27,07;50,49
352;"14.08.2025";"10:26:46";917,68;1013,74;27,07;50,49
353;"14.08.2025";"10:26:47";916,98;1013,70;27,08;50,47
354;"14.08.2025";"10:26:48";916,98;1013,70;27,08;50,47
355;"14.08.2025";"10:26:49";916,98;1013,70;27,08;50,47
356;"14.08.2025";"10:26:50";915,77;1013,76;27,11;50,45
357;"14.08.2025";"10:26:51";915,77;1013,76;27,11;50,45
358;"14.08.2025";"10:26:52";914,40;1013,74;27,09;50,45
359;"14.08.2025";"10:26:53";914,40;1013,74;27,09;50,45
360;"14.08.2025";"10:26:54";914,68;1013,74;27,09;50,45
361;"14.08.2025";"10:26:55";914,68;1013,74;27,09;50,45
362;"14.08.2025";"10:26:56";914,68;1013,74;27,09;50,45
363;"14.08.2025";"10:26:57";914,68;1013,74;27,10;50,46
364;"14.08.2025";"10:26:58";914,68;1013,74;27,10;50,46
365;"14.08.2025";"10:26:59";916,35;1013,79;27,10;50,49
366;"14.08.2025";"10:27:00";916,35;1013,79;27,10;50,49
367;"14.08.2025";"10:27:01";916,35;1013,79;27,10;50,49
368;"14.08.2025";"10:27:02";917,32;1013,76;27,09;50,45
369;"14.08.2025";"10:27:03";917,32;1013,76;27,09;50,45
370;"14.08.2025";"10:27:04";918,49;1013,72;27,09;50,50
371;"14.08.2025";"10:27:05";918,49;1013,72;27,09;50,50
372;"14.08.2025";"10:27:06";921,20;1013,70;27,09;50,51
373;"14.08.2025";"10:27:07";921,20;1013,70;27,09;50,51
374;"14.08.2025";"10:27:08";921,20;1013,70;27,09;50,51
375;"14.08.2025";"10:27:09";923,89;1013,72;27,09;50,51
376;"14.08.2025";"10:27:10";923,89;1013,72;27,09;50,51
377;"14.08.2025";"10:27:11";923,89;1013,72;27,09;50,54
378;"14.08.2025";"10:27:12";923,89;1013,72;27,09;50,54
379;"14.08.2025";"10:27:13";923,89;1013,72;27,09;50,54
380;"14.08.2025";"10:27:14";925,56;1013,74;27,09;50,46
381;"14.08.2025";"10:27:15";925,56;1013,74;27,09;50,46
382;"14.08.2025";"10:27:16";926,61;1013,70;27,08;50,49
383;"14.08.2025";"10:27:17";926,61;1013,70;27,08;50,49
384;"14.08.2025";"10:27:18";926,02;1013,74;27,10;50,37
385;"14.08.2025";"10:27:19";926,02;1013,74;27,10;50,37
386;"14.08.2025";"10:27:20";926,02;1013,74;27,10;50,37
387;"14.08.2025";"10:27:21";924,82;1013,79;27,06;50,36
388;"14.08.2025";"10:27:22";924,82;1013,79;27,06;50,36
389;"14.08.2025";"10:27:23";924,61;1013,72;27,06;50,36
390;"14.08.2025";"10:27:24";924,61;1013,72;27,06;50,36
391;"14.08.2025";"10:27:25";924,61;1013,72;27,06;50,36
392;"14.08.2025";"10:27:26";924,61;1013,72;27,06;50,29
393;"14.08.2025";"10:27:27";924,61;1013,72;27,06;50,29
394;"14.08.2025";"10:27:28";923,65;1013,85;27,08;50,37
395;"14.08.2025";"10:27:29";923,65;1013,85;27,08;50,37
396;"14.08.2025";"10:27:30";921,31;1013,72;27,08;50,36
397;"14.08.2025";"10:27:31";921,31;1013,72;27,08;50,36
398;"14.08.2025";"10:27:32";921,31;1013,72;27,08;50,36
399;"14.08.2025";"10:27:33";920,14;1013,74;27,08;50,42
400;"14.08.2025";"10:27:34";920,14;1013,74;27,08;50,42
401;"14.08.2025";"10:27:35";920,11;1013,81;27,05;50,39
402;"14.08.2025";"10:27:36";920,11;1013,81;27,05;50,39
403;"14.08.2025";"10:27:37";920,11;1013,81;27,05;50,39
404;"14.08.2025";"10:27:38";922,73;1013,79;27,05;50,39
405;"14.08.2025";"10:27:39";922,73;1013,79;27,05;50,39
406;"14.08.2025";"10:27:40";922,73;1013,79;27,04;50,40
407;"14.08.2025";"10:27:41";922,73;1013,79;27,04;50,40
408;"14.08.2025";"10:27:42";925,39;1013,79;27,07;50,38
409;"14.08.2025";"10:27:43";925,39;1013,79;27,07;50,38
410;"14.08.2025";"10:27:44";925,39;1013,79;27,07;50,38
