<Header>
User name: CF
Location: laboratory
# of Location: 1
Model: 1.109
Serial No.: 9G050007
Firmware revision: 12.30E
Software revision: 7-1 Rev XII (27-02-2019)
Unit: ug/m3
C-factor: 1,00
Comment: test run 1. background, 2. aircleaner, 3. leakage
online data
<Data>
[d&t31.12.2035 11:50:55]	PM10 [ug/m3]	PM2,5 [ug/m3]	PM1 [ug/m3]	Inhalable [ug/m3]	Thoracic [ug/m3]	Alveolic [ug/m3]
31.07.2025 12:52:33	6,5	3,7	2,1	7,0	6,2	4,3
31.07.2025 12:53:33	7,5	4,2	2,2	7,5	7,4	5,3
31.07.2025 12:54:33	5,7	3,4	2,1	5,7	5,6	4,2
31.07.2025 12:55:33	5,6	3,4	2,1	5,6	5,5	4,1
31.07.2025 12:56:33	7,0	3,6	2,1	7,5	6,8	4,4
31.07.2025 12:57:33	5,3	3,5	2,2	5,3	5,2	4,0
31.07.2025 12:58:33	7,1	3,8	2,1	7,6	7,0	4,7
31.07.2025 12:59:33	6,5	3,5	2,1	6,5	6,3	4,3
31.07.2025 13:00:33	5,5	3,5	2,1	5,5	5,4	4,2
31.07.2025 13:01:33	7,3	3,5	2,1	7,3	7,1	4,7
31.07.2025 13:02:33	4,8	3,1	2,1	4,8	4,8	3,8
31.07.2025 13:03:33	6,4	3,6	2,1	6,4	6,3	4,4
31.07.2025 13:04:33	5,1	3,5	2,1	5,1	5,0	4,1
31.07.2025 13:05:33	6,2	4,0	2,2	6,2	6,1	4,8
31.07.2025 13:06:33	5,7	3,4	2,1	5,7	5,5	4,1
31.07.2025 13:07:33	4,4	3,0	2,0	4,4	4,4	3,5
31.07.2025 13:08:33	5,3	3,7	2,1	5,3	5,3	4,3
31.07.2025 13:09:33	5,3	3,7	2,1	5,3	5,2	4,2
31.07.2025 13:10:33	5,2	3,5	2,0	5,2	5,1	4,1
31.07.2025 13:11:33	5,4	3,2	2,0	5,4	5,1	3,7
31.07.2025 13:12:33	4,9	3,2	2,0	4,9	4,9	3,9
31.07.2025 13:13:33	5,3	3,5	2,1	5,3	5,2	4,1
31.07.2025 13:14:33	7,2	4,0	2,1	7,2	7,0	4,9
31.07.2025 13:15:33	4,5	3,5	2,0	4,5	4,5	3,9
31.07.2025 13:16:33	5,2	3,5	2,1	5,2	5,2	4,2
31.07.2025 13:17:33	5,9	3,8	2,1	5,9	5,8	4,4
