Datensatz 1:Zeit(s),Datensatz 1:Force 1(N),Datensatz 1:Respiration Rate 1(bpm),Datensatz 1:Force 2(N),Datensatz 1:Respiration Rate 2(bpm),Datensatz 2:Zeit(s),Datensatz 2:Force 1(N),Datensatz 2:Respiration Rate 1(bpm),Datensatz 2:Force 2(N),Datensatz 2:Respiration Rate 2(bpm),Datensatz 3:Zeit(s),Datensatz 3:Force 1(N),Datensatz 3:Respiration Rate 1(bpm),Datensatz 3:Force 2(N),Datensatz 3:Respiration Rate 2(bpm),Datensatz 4:Zeit(s),Datensatz 4:Force 1(N),Datensatz 4:Respiration Rate 1(bpm),Datensatz 4:Force 2(N),Datensatz 4:Respiration Rate 2(bpm)
2.1000000000000001,15.4962158203125,,12.564781188964844,,,,,,,2.1000000000000001,16.592308044433594,,12.357826232910156,,2.1000000000000001,21.870937347412109,,13.259742736816406,
2.2000000000000002,17.302600860595703,,13.356826782226562,,,,,,,2.2000000000000002,15.608634948730469,,11.974578857421875,,2.2000000000000002,20.624099731445312,,12.741073608398438,
2.2999999999999998,18.907138824462891,,14.11566162109375,,,,,,,2.2999999999999998,14.5380859375,,11.491683959960938,,2.2999999999999998,19.08343505859375,,12.196861267089844,
2.3999999999999999,20.143760681152344,,14.74163818359375,,,,,,,2.3999999999999999,13.595291137695312,,10.985794067382812,,2.3999999999999999,17.463565826416016,,11.588768005371094,
2.5,20.769733428955078,,15.043128967285156,,,,,,,2.5,12.872230529785156,,10.530998229980469,,2.5,16.239719390869141,,11.108428955078125,
2.6000000000000001,20.373710632324219,,14.813179016113281,,,,,,,2.6000000000000001,12.299911499023438,,10.14263916015625,,2.6000000000000001,15.40423583984375,,10.814605712890625,
2.7000000000000002,19.170303344726562,,14.22808837890625,,,,,,,2.7000000000000002,11.840011596679688,,9.7798309326171875,,2.7000000000000002,14.696502685546875,,10.553993225097656,
2.7999999999999998,17.767608642578125,,13.6199951171875,,,,,,,2.7999999999999998,11.362220764160156,,9.4885635375976562,,2.7999999999999998,14.004096984863281,,10.239730834960938,
2.8999999999999999,16.226943969726562,,13.045120239257812,,,,,,,2.8999999999999999,10.723472595214844,,9.1564102172851562,,2.8999999999999999,13.30657958984375,,9.8871383666992188,
3,14.492095947265625,,12.401260375976562,,,,,,,3,10.153709411621094,,8.8421478271484375,,3,12.734260559082031,,9.6495285034179688,
3.1000000000000001,12.905441284179688,,11.734405517578125,,,,,,,3.1000000000000001,9.8241119384765625,,8.6326370239257812,,3.1000000000000001,12.264137268066406,,9.48089599609375,
3.2000000000000002,11.691818237304688,,11.128868103027344,,,,,,,3.2000000000000002,9.6324920654296875,,8.4742279052734375,,3.2000000000000002,11.607505798339844,,9.2764968872070312,
3.2999999999999998,10.795013427734375,,10.569328308105469,,,,,,,3.2999999999999998,9.5149612426757812,,8.3899078369140625,,3.2999999999999998,10.62127685546875,,9.1538543701171875,
3.3999999999999999,10.128158569335938,,10.073654174804688,,,,,,,3.3999999999999999,9.4842987060546875,,8.3439178466796875,,3.3999999999999999,9.70147705078125,,9.0005569458007812,
3.5,9.6197128295898438,,9.6750717163085938,,,,,,,3.5,9.5277328491210938,,8.3388137817382812,,3.5,9.1725921630859375,,8.497222900390625,
3.6000000000000001,9.2824554443359375,,9.3863601684570312,,,,,,,3.6000000000000001,9.9390869140625,,8.4818878173828125,,3.6000000000000001,8.909423828125,,7.9555587768554688,
3.7000000000000002,9.121490478515625,,9.2381668090820312,,,,,,,3.7000000000000002,10.881881713867188,,8.9826736450195312,,3.7000000000000002,8.8404388427734375,,7.8175888061523438,
3.7999999999999998,9.0141830444335938,,9.2662734985351562,,,,,,,3.7999999999999998,12.384223937988281,,9.8896942138671875,,3.7999999999999998,8.8251113891601562,,7.8508071899414062,
3.8999999999999999,8.8762130737304688,,9.3046035766601562,,,,,,,3.8999999999999999,14.101181030273438,,10.753288269042969,,3.8999999999999999,8.7484588623046875,,7.7715988159179688,
4,8.63348388671875,,9.1334152221679688,,,,,,,4,15.654624938964844,,11.39459228515625,,4,8.6641464233398438,,7.6183013916015625,
4.0999999999999996,8.4418563842773438,,8.8881378173828125,,,,,,,4.0999999999999996,17.228504180908203,,12.035896301269531,,4.0999999999999996,8.9477462768554688,,7.6668472290039062,
4.2000000000000002,8.4265289306640625,,8.7578277587890625,,,,,,,4.2000000000000002,18.672077178955078,,12.574996948242188,,4.2000000000000002,9.66314697265625,,7.8967971801757812,
4.2999999999999998,8.6564788818359375,,8.7782669067382812,,,,,,,4.2999999999999998,19.936805725097656,,13.052787780761719,,4.2999999999999998,10.467971801757812,,8.2774887084960938,
4.4000000000000004,9.4408645629882812,,9.0158843994140625,,,,,,,4.4000000000000004,20.846382141113281,,13.512687683105469,,4.4000000000000004,11.469535827636719,,8.9034652709960938,
4.5,10.496078491210938,,9.5345535278320312,,,,,,,4.5,21.170867919921875,,13.760520935058594,,4.5,12.744476318359375,,9.636749267578125,
4.5999999999999996,11.633056640625,,10.316383361816406,,,,,,,4.5999999999999996,20.877044677734375,,13.734970092773438,,4.5999999999999996,14.124176025390625,,10.295944213867188,
4.7000000000000002,13.074073791503906,,11.169754028320312,,,,,,,4.7000000000000002,19.865264892578125,,13.525459289550781,,4.7000000000000002,15.468109130859375,,10.840156555175781,
4.7999999999999998,14.688835144042969,,11.96435546875,,,,,,,4.7999999999999998,18.506004333496094,,13.231636047363281,,4.7999999999999998,16.704727172851562,,11.369041442871094,
4.9000000000000004,16.285709381103516,,12.75640869140625,,,,,,,4.9000000000000004,16.965339660644531,,12.661872863769531,,4.9000000000000004,17.767608642578125,,11.874931335449219,
5,17.862144470214844,,13.494796752929688,,,,,,,5,15.25604248046875,,11.83660888671875,,5,18.613315582275391,,12.299057006835938,
5.0999999999999996,19.459018707275391,,14.330284118652344,,,,,,,5.0999999999999996,13.835464477539062,,11.082878112792969,,5.0999999999999996,18.577545166015625,,12.352714538574219,
5.2000000000000002,21.275623321533203,,15.520912170410156,,,,,,,5.2000000000000002,12.688270568847656,,10.533554077148438,,5.2000000000000002,17.581092834472656,,11.956687927246094,
5.2999999999999998,23.409049987792969,,16.923606872558594,,,,,,,5.2999999999999998,11.553848266601562,,10.196296691894531,,5.2999999999999998,16.472225189208984,,11.461021423339844,
5.4000000000000004,25.785198211669922,,18.139789581298828,,,,,,,5.4000000000000004,10.567619323730469,,9.820709228515625,,5.4000000000000004,15.422119140625,,11.0087890625,
