<Header>
User name: 
Location: laboratory
# of Location: 1
Model: 1.109
Serial No.: 9G050007
Firmware revision: 12.30E
Software revision: 7-1 Rev XII (27-02-2019)
Unit: dM [ug/m3]
C-factor: 1,00
Comment: participat test
online data
<Data>
[d&t31.12.2035 11:50:55]	0,30 um	0,40 um	0,50 um	0,65 um	0,80 um	1,00 um	1,60 um	2,00 um	3,00 um	4,00 um	5,00 um	7,50 um	10,00 um	15,00 um	20,00 um
17.09.2026 10:57:28	0,72	1,07	1,19	1,09	0,60	0,90	3,57	6,38	5,84	0,00	33,24	45,60	664,73	875,52	2765,26
17.09.2026 10:57:34	0,67	1,09	0,97	1,48	0,69	0,75	3,97	15,95	5,84	31,01	33,24	45,60	398,84	72,96	850,85
17.09.2026 10:57:40	0,65	1,09	1,16	1,35	0,89	0,90	3,57	5,32	2,92	6,20	16,62	182,40	531,78	437,76	850,85
17.09.2026 10:57:46	0,65	0,98	1,13	0,83	0,65	0,15	3,57	6,38	5,84	0,00	83,09	45,60	265,89	0,00	0,00
17.09.2026 10:57:52	0,69	0,98	0,92	1,22	0,55	1,35	2,78	7,44	23,35	6,20	49,85	45,60	132,95	656,64	2339,83
17.09.2026 10:57:58	0,68	0,92	0,98	1,14	1,04	0,75	2,78	10,64	11,67	18,61	83,09	0,00	398,84	0,00	1063,56
17.09.2026 10:58:04	0,72	1,02	0,88	1,30	0,50	1,05	3,18	5,32	17,51	24,81	132,95	91,20	398,84	291,84	1276,27
17.09.2026 10:58:10	0,67	1,10	0,93	1,25	0,89	1,05	3,18	9,57	8,76	12,41	16,62	182,40	132,95	0,00	2127,12
17.09.2026 10:58:16	0,55	1,14	0,96	0,88	0,45	1,64	3,57	12,76	14,59	0,00	83,09	0,00	132,95	437,76	1914,41
17.09.2026 10:58:22	0,65	0,96	1,04	1,09	0,45	1,20	3,57	6,38	11,67	12,41	33,24	45,60	0,00	0,00	1063,56
17.09.2026 10:58:28	0,62	1,10	1,18	1,01	0,74	0,75	1,59	5,32	5,84	12,41	49,85	0,00	0,00	0,00	1063,56
17.09.2026 10:58:34	0,66	1,01	1,07	1,01	0,55	0,45	2,78	7,44	17,51	12,41	99,71	0,00	132,95	510,72	638,14
17.09.2026 10:58:40	0,72	1,12	1,15	0,83	0,45	1,35	3,97	8,51	14,59	24,81	99,71	45,60	398,84	729,60	1063,56
