Datensatz 1:Zeit(s),Datensatz 1:Kraft(N),Datensatz 1:Force 2(N)
114,7.005950927734375,5.4082260131835938
114.5,6.6354751586914062,4.6723861694335938
115,7.5348358154296875,6.3331375122070312
115.5,12.708709716796875,10.766059875488281
116,20.261287689208984,14.222976684570312
116.5,24.788749694824219,16.473930358886719
117,25.568023681640625,17.610904693603516
117.5,22.836727142333984,16.829078674316406
118,21.773849487304688,16.118782043457031
118.5,26.122459411621094,17.85107421875
119,32.280010223388672,19.542484283447266
119.5,36.061408996582031,19.424953460693359
120,30.427635192871094,17.214881896972656
120.5,18.769168853759766,13.351722717285156
121,11.947319030761719,10.758392333984375
121.5,9.0984954833984375,9.9178009033203125
122,7.2103500366210938,9.498779296875
122.5,5.9865036010742188,8.6198577880859375
123,5.3937454223632812,7.53143310546875
123.5,5.0156021118164062,6.9029006958007812
124,4.6119155883789062,6.4046783447265625
124.5,5.1689071655273438,5.8962326049804688
125,5.258331298828125,5.5232009887695312
125.5,4.6093597412109375,6.049530029296875
126,6.9446258544921875,8.331146240234375
126.5,13.068962097167969,11.445693969726562
127,19.566329956054688,14.437591552734375
127.5,23.317070007324219,16.353843688964844
128,25.378952026367188,17.263423919677734
128.5,27.014152526855469,18.178115844726562
129,28.889522552490234,19.156681060791016
129.5,33.115493774414062,20.314094543457031
130,37.244373321533203,20.878749847412109
130.5,37.7196044921875,20.283435821533203
131,36.066516876220703,18.883296966552734
131.5,34.347003936767578,17.064132690429688
132,30.882423400878906,14.887275695800781
132.5,22.703868865966797,12.253067016601562
133,14.0245361328125,10.847824096679688
133.5,9.4178695678710938,10.408363342285156
134,7.4300765991210938,9.6904067993164062
134.5,6.20623779296875,9.0414352416992188
135,5.4857254028320312,8.1778488159179688
135.5,5.1561279296875,7.1788406372070312
136,4.8571929931640625,6.7547073364257812
136.5,4.6757888793945312,6.6090774536132812
137,4.9517288208007812,6.8492431640625
137.5,7.7903366088867188,8.3975753784179688
138,13.855903625488281,10.206512451171875
138.5,22.001243591308594,11.823829650878906
139,30.680580139160156,14.772300720214844
139.5,37.949554443359375,18.482158660888672
140,43.488792419433594,20.819984436035156
140.5,47.732646942138672,21.249225616455078
141,50.142013549804688,21.336093902587891
141.5,46.352947235107422,19.562923431396484
142,35.777801513671875,15.084007263183594
142.5,25.046802520751953,11.417587280273438
143,17.338367462158203,10.114532470703125
143.5,11.791465759277344,10.18096923828125
144,9.2850112915039062,12.707862854003906
144.5,9.7679061889648438,12.807502746582031
145,10.184371948242188,9.3275985717773438
145.5,9.0065155029296875,7.5007705688476562
146,7.7315673828125,5.4158935546875
146.5,6.94207763671875,2.8557815551757812
147,6.3007659912109375,1.9436492919921875
147.5,6.1934585571289062,2.4188766479492188
148,6.3646469116210938,3.0908432006835938
148.5,6.3927459716796875,4.1894912719726562
149,6.2854385375976562,5.7301559448242188
149.5,6.638031005859375,6.9003448486328125
150,7.7852249145507812,7.4445571899414062
150.5,7.6906890869140625,6.8850173950195312
151,6.4642868041992188,5.6509475708007812
151.5,5.5112762451171875,5.0096435546875
152,4.8086471557617188,4.7311477661132812
152.5,4.7115631103515625,4.7158203125
153,5.1765670776367188,5.681610107421875
153.5,6.3212127685546875,7.6259689331054688
154,7.74945068359375,10.147750854492188
154.5,8.9119796752929688,12.444694519042969
155,8.9784088134765625,12.746185302734375
155.5,7.4888458251953125,10.0889892578125
156,6.1014785766601562,7.5186538696289062
156.5,5.6594619750976562,6.9207839965820312
157,5.48828125,6.6218490600585938
157.5,5.5547103881835938,6.2743682861328125
158,5.6518020629882812,6.05975341796875
158.5,5.662017822265625,6.2283782958984375
159,5.7310028076171875,6.4941024780273438
159.5,5.76422119140625,6.6959457397460938
160,5.8204269409179688,6.803253173828125
160.5,5.90985107421875,6.7930374145507812
161,5.8919677734375,6.841583251953125
161.5,5.94818115234375,6.2820358276367188
162,6.3263168334960938,4.6008453369140625
162.5,6.7989959716796875,5.4567718505859375
163,11.788909912109375,7.3602447509765625
163.5,23.779521942138672,11.489128112792969
164,23.743755340576172,13.798843383789062
164.5,11.574287414550781,8.6607437133789062
165,6.1091461181640625,4.5829620361328125
165.5,7.317657470703125,4.6749420166015625
166,11.405662536621094,7.1405181884765625
166.5,11.587066650390625,8.716949462890625
167,13.183937072753906,11.169754028320312
167.5,12.862007141113281,13.108993530273438
168,7.5603866577148438,9.3148193359375
168.5,5.9251861572265625,5.7429275512695312
169,5.0258255004882812,4.8103561401367188
169.5,4.6170272827148438,4.2482528686523438
170,4.7728805541992188,4.4782028198242188
170.5,5.2992095947265625,5.1144027709960938
171,5.9251861572265625,6.2130508422851562
171.5,5.6671295166015625,6.3689041137695312
172,5.06414794921875,5.8911209106445312
172.5,4.890411376953125,5.921783447265625
173,5.0718154907226562,5.9933242797851562
173.5,5.1075820922851562,6.1951675415039062
174,4.9568405151367188,6.5758590698242188
174.5,4.9619522094726562,6.79559326171875
175,4.9236221313476562,6.8236923217773438
175.5,4.8035430908203125,6.8185882568359375
176,4.77032470703125,7.2427139282226562
176.5,5.02838134765625,8.1395187377929688
177,5.202117919921875,8.5713119506835938
177.5,5.1714630126953125,8.3796920776367188
178,5.1075820922851562,7.8814620971679688
178.5,5.0794830322265625,7.577423095703125
179,5.0615921020507812,7.595306396484375
179.5,4.9312896728515625,7.1072998046875
180,5.0871429443359375,7.0383148193359375
180.5,5.4141845703125,7.89935302734375
181,5.72589111328125,8.2417221069335938
181.5,5.9507369995117188,7.6106338500976562
182,6.1653518676757812,8.607086181640625
182.5,5.9967269897460938,9.4195785522460938
183,5.2787704467773438,7.5135421752929688
183.5,4.8035430908203125,5.6790542602539062
184,4.5429306030273438,4.9892044067382812
184.5,4.392181396484375,5.3469085693359375
185,4.4151763916015625,5.9984283447265625
185.5,4.4611663818359375,6.38934326171875
186,4.5531463623046875,6.9463348388671875
186.5,6.0810394287109375,8.0858688354492188
187,8.4341964721679688,9.59075927734375
187.5,8.8506622314453125,10.454353332519531
188,7.943634033203125,10.791610717773438
188.5,6.783660888671875,9.9203567504882812
189,5.7795486450195312,7.539093017578125
189.5,5.1612396240234375,5.8783493041992188
190,4.3231964111328125,4.797576904296875
190.5,4.1698989868164062,4.3402328491210938
191,4.9159622192382812,5.3673477172851562
191.5,5.8868560791015625,6.933563232421875
192,6.5256118774414062,7.1149673461914062
192.5,6.0324935913085938,5.3775634765625
193,5.1510162353515625,4.2227020263671875
193.5,4.4739456176757812,3.9569854736328125
194,3.9476165771484375,4.1153945922851562
194.5,4.2235565185546875,4.9866485595703125
195,5.5036087036132812,6.5809707641601562
195.5,6.5332717895507812,9.0746536254882812
196,5.966064453125,9.176849365234375
196.5,5.0513763427734375,7.0076522827148438
197,4.6553497314453125,5.4005584716796875
197.5,4.4356231689453125,4.4475479125976562
198,4.7090072631835938,4.6570587158203125
198.5,5.61602783203125,5.975433349609375
199,6.196014404296875,6.619293212890625
199.5,5.5393829345703125,5.4414443969726562
200,4.6911163330078125,4.1511688232421875
200.5,4.4356231689453125,4.1205062866210938
201,5.7105636596679688,4.9866485595703125
201.5,8.0892715454101562,7.0766372680664062
202,8.3933181762695312,7.337249755859375
202.5,6.2803268432617188,5.0403060913085938
203,4.6860122680664062,4.4833145141601562
203.5,4.8980712890625,6.2309341430664062
204,6.0810394287109375,9.1640777587890625
204.5,7.5373916625976562,11.793167114257812
205,8.6564788818359375,13.448806762695312
205.5,8.0790481567382812,12.692527770996094
206,6.730010986328125,9.64697265625
206.5,5.8791961669921875,6.767486572265625
207,5.1510162353515625,5.4669876098632812
207.5,4.7958755493164062,5.0607452392578125
208,5.2659912109375,4.358123779296875
208.5,6.086151123046875,4.1588287353515625
209,6.811767578125,5.8068084716796875
209.5,6.4234085083007812,6.8492431640625
210,5.202117919921875,5.5589675903320312
210.5,4.6170272827148438,4.6263961791992188
211,4.7166671752929688,5.1501693725585938
211.5,5.5777053833007812,7.3449172973632812
212,6.7632217407226562,10.134979248046875
212.5,7.8950881958007812,12.069107055664062
213,8.163360595703125,13.315948486328125
213.5,6.7964401245117188,12.380821228027344
214,4.9951629638671875,9.509002685546875
214.5,4.0012664794921875,7.7945938110351562
215,3.5975799560546875,7.1916122436523438
215.5,3.602691650390625,7.0306472778320312
216,3.978271484375,7.6336288452148438
216.5,4.6297988891601562,8.8702468872070312
217,5.350311279296875,10.362373352050781
217.5,5.6007003784179688,10.750732421875
218,5.240447998046875,9.40679931640625
218.5,4.8571929931640625,8.1267471313476562
219,5.02838134765625,7.8303680419921875
219.5,6.5256118774414062,7.7204971313476562
220,7.317657470703125,6.1721725463867188
220.5,6.592041015625,4.1511688232421875
221,6.5869293212890625,3.9391021728515625
221.5,7.4351882934570312,4.8997802734375
222,7.6165924072265625,5.2268218994140625
222.5,6.967620849609375,4.7745819091796875
223,6.5409393310546875,4.6161727905273438
223.5,6.0401611328125,4.301910400390625
224,5.94818115234375,4.5752944946289062
224.5,6.8322067260742188,6.0239791870117188
225,8.0330581665039062,7.7715988159179688
225.5,8.9426422119140625,9.2151718139648438
226,8.477630615234375,8.6173019409179688
226.5,7.0851516723632812,6.5477523803710938
227,6.3825302124023438,5.5921859741210938
227.5,6.2215652465820312,5.553863525390625
228,6.46173095703125,6.877349853515625
228.5,7.3994216918945312,9.0363235473632812
229,8.0892715454101562,10.040443420410156
229.5,7.225677490234375,8.7552719116210938
230,6.13214111328125,6.3918991088867188
230.5,5.9583969116210938,5.1987152099609375
231,5.8919677734375,5.0121994018554688
231.5,5.8945236206054688,5.5002059936523438
232,6.4336318969726562,6.665283203125
232.5,7.1311416625976562,7.2810440063476562
233,6.9625167846679688,6.9003448486328125
233.5,6.305877685546875,6.2564849853515625
234,5.7284469604492188,5.3392410278320312
234.5,5.7821044921875,5.5232009887695312
235,6.9088592529296875,7.4164581298828125
235.5,7.685577392578125,8.8242568969726562
236,6.7734451293945312,7.3525772094726562
236.5,5.7284469604492188,5.3060226440429688
237,5.9737319946289062,5.663726806640625
237.5,7.5603866577148438,8.0143280029296875
238,9.2236862182617188,10.127311706542969
238.5,8.7944488525390625,9.5600967407226562
239,7.5424957275390625,8.1395187377929688
239.5,6.7811126708984375,7.34747314453125
240,5.9175186157226562,6.067413330078125
240.5,5.110137939453125,4.7234878540039062
241,4.9210662841796875,4.1256179809570312
241.5,5.3911895751953125,4.5395278930664062
242,6.7632217407226562,6.1082992553710938
242.5,7.5373916625976562,5.8170242309570312
243,7.08770751953125,4.0975112915039062
243.5,7.01361083984375,3.9109954833984375
244,7.133697509765625,4.2993545532226562
244.5,7.7009124755859375,5.6688385009765625
245,8.2578964233398438,8.3873519897460938
245.5,9.3514404296875,11.202964782714844
246,11.395439147949219,13.561233520507812
246.5,13.219711303710938,15.658882141113281
247,14.525314331054688,17.309413909912109
247.5,14.090965270996094,17.020698547363281
248,12.103172302246094,14.81573486328125
248.5,11.086280822753906,12.431922912597656
249,10.071952819824219,9.4502334594726562
249.5,8.8787612915039062,6.6269607543945312
250,8.2349014282226562,5.1144027709960938
250.5,7.3406524658203125,4.4271087646484375
251,7.6063766479492188,4.9764328002929688
251.5,10.971305847167969,6.5247573852539062
252,14.021980285644531,6.3637924194335938
252.5,13.089401245117188,5.8885650634765625
253,12.095512390136719,8.6454086303710938
253.5,11.663711547851562,10.689407348632812
254,11.786354064941406,10.898918151855469
254.5,12.979537963867188,11.665420532226562
255,13.390892028808594,12.654205322265625
255.5,12.703598022460938,12.876487731933594
256,9.7806777954101562,10.881034851074219
256.5,6.7248992919921875,8.5381011962890625
257,5.5674819946289062,6.8236923217773438
257.5,5.1178054809570312,5.2472610473632812
258,4.926177978515625,4.4322128295898438
258.5,4.9670562744140625,4.2584762573242188
259,5.5904769897460938,4.5318603515625
259.5,7.2026824951171875,6.7138290405273438
260,9.7857894897460938,10.607650756835938
260.5,12.299911499023438,13.757965087890625
261,13.498207092285156,15.876060485839844
261.5,14.177833557128906,17.685001373291016
262,14.285140991210938,18.604801177978516
262.5,12.029075622558594,16.335960388183594
263,8.8864288330078125,12.304168701171875
263.5,7.0161666870117188,9.5984268188476562
264,5.9992828369140625,7.6975021362304688
264.5,5.4627304077148438,5.8553543090820312
265,5.2353363037109375,4.5088653564453125
265.5,5.02838134765625,3.6503829956054688
266,4.9364013671875,3.5328521728515625
266.5,5.403961181640625,5.9090042114257812
267,6.8168792724609375,9.802825927734375
267.5,8.6130447387695312,12.797286987304688
268,10.567619323730469,15.030357360839844
268.5,12.757255554199219,17.064132690429688
269,14.571304321289062,18.980384826660156
269.5,15.276481628417969,20.214450836181641
270,14.92645263671875,20.165904998779297
270.5,12.8824462890625,17.283866882324219
271,9.7806777954101562,12.850936889648438
271.5,7.6753616333007812,10.065994262695312
272,6.5026168823242188,8.515106201171875
272.5,5.8485336303710938,7.2069473266601562
273,5.4984970092773438,5.7761459350585938
273.5,5.2992095947265625,4.485870361328125
274,5.1408004760742188,3.6452789306640625
274.5,5.0462646484375,3.1598281860351562
275,5.036041259765625,2.978424072265625
275.5,5.1893463134765625,3.951873779296875
276,5.8332061767578125,7.1762847900390625
276.5,7.115814208984375,10.661308288574219
277,8.3600997924804688,12.569892883300781
277.5,9.0984954833984375,13.898490905761719
278,9.6503753662109375,15.155548095703125
278.5,10.010627746582031,16.205657958984375
279,10.10516357421875,16.905723571777344
279.5,9.341217041015625,15.855621337890625
280,7.631927490234375,12.799842834472656
280.5,6.2266769409179688,9.8334884643554688
281,5.6007003784179688,7.7843780517578125
281.5,5.3528671264648438,6.1568374633789062
282,5.1561279296875,4.9074478149414062
282.5,4.9696121215820312,4.1613845825195312
283,4.7447738647460938,3.6963729858398438
283.5,4.7677688598632812,3.6273880004882812
284,4.9338455200195312,5.0173110961914062
284.5,5.350311279296875,8.1241912841796875
285,6.2292327880859375,10.645973205566406
285.5,7.2844467163085938,11.665420532226562
286,8.1812515258789062,12.513679504394531
286.5,7.7443466186523438,11.425247192382812
287,6.4566268920898438,8.2187271118164062
287.5,5.58026123046875,5.5334243774414062
288,5.2532196044921875,4.51397705078125
288.5,5.202117919921875,4.4654312133789062
289,5.3911895751953125,5.975433349609375
289.5,6.139801025390625,8.4793319702148438
290,6.4745101928710938,7.503326416015625
290.5,6.0197219848632812,5.1425094604492188
291,5.6594619750976562,4.8691177368164062
291.5,7.4402999877929688,6.8747940063476562
292,12.545188903808594,11.179969787597656
292.5,14.81402587890625,12.59033203125
293,12.660163879394531,10.129867553710938
293.5,12.542633056640625,10.423690795898438
294,14.959663391113281,11.823829650878906
294.5,15.360801696777344,11.077774047851562
