Datensatz 1:Zeit(s),Datensatz 1:Force 1(N),Datensatz 1:Respiration Rate 1(bpm),Datensatz 1:Force 2(N),Datensatz 1:Respiration Rate 2(bpm)
18.399999999999999,12.316947937011719,,6.4055252075195312,
18.5,13.295509338378906,,7.0366058349609375,
18.600000000000001,14.028793334960938,,7.7852249145507812,
18.699999999999999,14.652214050292969,,8.59771728515625,
18.800000000000001,15.265419006347656,,9.44342041015625,
18.899999999999999,15.868392944335938,,10.312118530273438,
19,16.422828674316406,,11.257469177246094,
19.100000000000001,16.923606872558594,,12.328010559082031,
19.199999999999999,17.447383880615234,,13.434326171875,
19.300000000000001,17.843410491943359,,14.364349365234375,
19.399999999999999,18.098911285400391,,15.194725036621094,
19.5,18.415729522705078,,16.068534851074219,
19.600000000000001,18.763210296630859,,16.814594268798828,
19.699999999999999,18.878185272216797,,17.029212951660156,
19.800000000000001,18.328861236572266,,16.267822265625,
19.899999999999999,17.301750183105469,,14.857467651367188,
20,16.249092102050781,6.8415050506591797,13.34234619140625,4.3859648704528809
20.100000000000001,15.354843139648438,,11.837455749511719,
20.199999999999999,14.762077331542969,,10.432205200195312,
20.300000000000001,14.179542541503906,,9.1649246215820312,
20.399999999999999,13.568893432617188,,8.1863632202148438,
20.5,13.137100219726562,,7.45562744140625,
20.600000000000001,12.728302001953125,,6.8373184204101562,
20.699999999999999,12.291397094726562,,6.4336318969726562,
20.800000000000001,11.874931335449219,,6.1627960205078125,
20.899999999999999,11.547889709472656,,5.9175186157226562,
21,11.294944763183594,,5.7310028076171875,
21.100000000000001,11.024116516113281,,5.59814453125,
21.199999999999999,10.817161560058594,,5.4755020141601562,
21.300000000000001,10.697074890136719,,5.350311279296875,
21.399999999999999,10.773727416992188,,5.478057861328125,
21.5,11.3026123046875,,5.9635086059570312,
21.600000000000001,12.209632873535156,,6.5537109375,
21.699999999999999,13.162651062011719,,7.1694717407226562,
21.800000000000001,13.949592590332031,,7.82354736328125,
21.899999999999999,14.601112365722656,,8.5057373046875,
22,15.188766479492188,,9.2185821533203125,
22.100000000000001,15.778968811035156,,9.931427001953125,
22.199999999999999,16.415168762207031,,10.531852722167969,
22.300000000000001,16.959381103515625,,11.017295837402344,
22.399999999999999,17.439720153808594,,11.525741577148438,
22.5,17.899620056152344,,12.075065612792969,
22.600000000000001,18.316085815429688,,12.586067199707031,
22.699999999999999,18.694225311279297,,13.01275634765625,
22.800000000000001,18.829639434814453,,13.199272155761719,
22.899999999999999,18.592025756835938,,12.93865966796875,
23,17.996711730957031,,12.246253967285156,
23.100000000000001,17.199550628662109,,11.196151733398438,
23.199999999999999,16.369178771972656,,9.8241119384765625,
23.300000000000001,15.582237243652344,,8.4904022216796875,
23.399999999999999,14.818290710449219,,7.4735107421875,
23.5,14.125885009765625,,6.7172317504882812,
23.600000000000001,13.533126831054688,,6.2190093994140625,
23.699999999999999,13.001686096191406,,5.9456253051757812,
23.800000000000001,12.562225341796875,,5.8076553344726562,
23.899999999999999,12.247962951660156,,5.7386703491210938,
24,12.025672912597656,,5.6594619750976562,
24.100000000000001,11.708854675292969,,5.4908370971679688,
24.199999999999999,11.366485595703125,,5.3426437377929688,
24.300000000000001,11.123764038085938,,5.2506637573242188,
24.399999999999999,10.950019836425781,,5.148468017578125,
24.5,10.927024841308594,,5.0794830322265625,
24.600000000000001,11.031784057617188,,5.0999221801757812,
24.699999999999999,11.33837890625,,5.3630828857421875,
24.800000000000001,12.05633544921875,,5.9226303100585938,
24.899999999999999,12.942916870117188,,6.5179443359375,
25,13.671096801757812,,7.12603759765625,
25.100000000000001,14.327728271484375,,7.869537353515625,
25.199999999999999,14.979255676269531,,8.6769180297851562,
25.300000000000001,15.600120544433594,,9.4842987060546875,
25.399999999999999,16.200546264648438,,10.250801086425781,
25.5,16.788192749023438,,11.027519226074219,
25.600000000000001,17.378398895263672,,11.794021606445312,
25.699999999999999,17.971160888671875,,12.412330627441406,
25.800000000000001,18.400398254394531,,12.885002136230469,
25.899999999999999,18.625240325927734,,13.1788330078125,
26,18.517929077148438,,12.969322204589844,
26.100000000000001,17.966049194335938,,12.246253967285156,
26.199999999999999,17.209770202636719,,11.313682556152344,
26.300000000000001,16.364067077636719,,10.342781066894531,
26.399999999999999,15.513252258300781,,9.4664154052734375,
26.5,14.882164001464844,,8.7637863159179688,
26.600000000000001,14.368606567382812,,8.0662765502929688,
26.699999999999999,13.819282531738281,,7.4019775390625,
26.800000000000001,13.405372619628906,,6.9395217895507812,
26.899999999999999,13.098777770996094,,6.5945968627929688,
27,12.833053588867188,,6.3109893798828125,
27.100000000000001,12.562225341796875,,6.0657119750976562,
27.199999999999999,12.253067016601562,,5.920074462890625,
27.300000000000001,12.015457153320312,,5.8766403198242188,
27.399999999999999,11.859603881835938,,5.7948760986328125,
27.5,11.606658935546875,,5.6236953735351562,
27.600000000000001,11.363929748535156,,5.5266036987304688,
27.699999999999999,11.259178161621094,,5.5368270874023438,
27.800000000000001,11.195297241210938,,5.5828170776367188,
27.899999999999999,11.144203186035156,,5.6466903686523438,
28,11.054779052734375,,5.6696853637695312,
28.100000000000001,11.019004821777344,,5.7386703491210938,
28.199999999999999,11.287277221679688,,6.0733718872070312,
28.300000000000001,11.892814636230469,,6.5307159423828125,
28.399999999999999,12.702751159667969,,7.0672683715820312,
28.5,13.525459289550781,,7.8848724365234375,
28.600000000000001,14.294517517089844,,9.0703887939453125,
28.699999999999999,15.107002258300781,,10.756690979003906,
28.800000000000001,15.955268859863281,,13.045967102050781,
28.899999999999999,16.8955078125,,15.744049072265625,
29,17.932834625244141,,18.483009338378906,
29.100000000000001,19.149013519287109,,21.1248779296875,
29.199999999999999,20.423961639404297,,23.886833190917969,
29.300000000000001,21.670799255371094,,27.078029632568359,
29.399999999999999,23.088825225830078,,30.407192230224609,
29.5,24.593719482421875,,33.289234161376953,
29.600000000000001,26.029628753662109,,35.409881591796875,
29.699999999999999,27.064403533935547,,36.710376739501953,
29.800000000000001,27.097618103027344,,36.618396759033203,
29.899999999999999,25.562065124511719,,34.438983917236328,
30,22.848655700683594,10.8616943359375,30.895198822021484,4.3478260040283203
30.100000000000001,19.941066741943359,,27.302867889404297,
30.199999999999999,17.426944732666016,,24.167884826660156,
30.300000000000001,15.53369140625,,21.431480407714844,
30.399999999999999,14.406936645507812,,18.942909240722656,
30.5,13.9521484375,,16.717502593994141,
30.600000000000001,13.755409240722656,,14.939224243164062,
30.699999999999999,13.742637634277344,,13.424110412597656,
30.800000000000001,13.752853393554688,,11.873222351074219,
30.899999999999999,13.533126831054688,,10.475639343261719,
31,13.292953491210938,,9.4102020263671875,
31.100000000000001,13.093666076660156,,8.5644989013671875,
31.199999999999999,12.879043579101562,,7.91552734375,
31.300000000000001,12.728302001953125,,7.3866424560546875,
31.399999999999999,12.610771179199219,,6.9625167846679688,
31.5,12.536674499511719,,6.6431427001953125,
31.600000000000001,12.457473754882812,,6.379974365234375,
31.699999999999999,12.278617858886719,,6.0708160400390625,
31.800000000000001,12.02056884765625,,5.7693328857421875,
31.899999999999999,11.880043029785156,,5.5598220825195312,
32,11.869819641113281,,5.332427978515625,
32.100000000000001,11.874931335449219,,5.110137939453125,
32.200000000000003,11.849380493164062,,4.9568405151367188,
32.299999999999997,11.747177124023438,,4.9134063720703125,
32.399999999999999,11.619430541992188,,4.9593963623046875,
32.5,11.606658935546875,,5.0769271850585938,
32.600000000000001,11.662864685058594,,5.2276687622070312,
32.700000000000003,11.795722961425781,,5.4550628662109375,
