Date/Time	Exhale Airflow [ml/s]	DeltaTime OPC [s]	Particle 1 [counts/l]	Particle 2 [counts/l]	Particle 3 [counts/l]	Particle 4 [counts/l]	Particle 5 [counts/l]	Particle 6 [counts/l]	Particle 7 [counts/l]	Particle 8 [counts/l]	Particle 9 [counts/l]	Particle 10 [counts/l]	Particle 11 [counts/l]	Particle 12 [counts/l]	Particle 13 [counts/l]	Particle 14 [counts/l]	Particle 15 [counts/l]	Particle 16 [counts/l]	Particle Sum [counts/l]	Accumulated mass [ng]	Accumulated volume [l]	Exhale Counter [n]	Event Counter [n]	Internal Temperature [°C]	Internal Humidity [%]	Temperature too low [n]	Temperature too high [n]	Circuit Flow [ml/s]	Temperature Impactor [°C]	Temperature Reservoir [°C]	Inhale Airflow [ml/s]	Inhale Exhale Airflow [ml/s]	Volume ml]
2026-09-03 15:29:47.05	1.476901																						0					247.725906			-0.016142	1.476901	5998.197634
2026-09-03 15:29:47.06	1.476901																						0					247.523315			-0.016142	1.476901	5998.182865
2026-09-03 15:29:47.07	5.393981																						0					247.766861			-0.016142	5.393981	5998.161567
2026-09-03 15:29:47.08	5.393981																						0					248.010391			-0.016142	5.393981	5998.114156
2026-09-03 15:29:47.09	5.393981																						0					248.040710			0.004360	5.393981	5998.060216
2026-09-03 15:29:47.10	5.393981																						0					248.071014			0.004360	5.393981	5998.006276
2026-09-03 15:29:47.11	0.520382																						0					248.068649			0.004360	0.520382	5997.960459
2026-09-03 15:29:47.12	0.520382																						0					248.066284			0.004360	0.520382	5997.947133
2026-09-03 15:29:47.13	0.520382																						0					248.090347			-0.000024	0.520382	5997.941929
2026-09-03 15:29:47.14	0.520382																						0					248.114410			-0.000024	0.520382	5997.936725
2026-09-03 15:29:47.15	2.986798																						0					247.927628			-0.000024	2.986798	5997.927411
2026-09-03 15:29:47.16	2.986798																						0					247.740829			-0.000024	2.986798	5997.901653
2026-09-03 15:29:47.17	2.986798																						0					247.561005			-0.000272	2.986798	5997.871785
2026-09-03 15:29:47.18	1.394656																						0					248.507706			-0.004983	1.394656	5997.844571
2026-09-03 15:29:47.19	1.394656																						0					248.843323			-0.004983	1.394656	5997.827971
2026-09-03 15:29:47.20	1.394656																						0					249.129364			0.002341	1.394656	5997.814024
2026-09-03 15:29:47.21	1.394656																						0					249.415405			0.002341	1.394656	5997.800078
2026-09-03 15:29:47.22	1.578738																						0					249.694473			0.002341	1.578738	5997.785824
2026-09-03 15:29:47.23	1.578738																						0					249.973541			0.002341	1.578738	5997.770344
2026-09-03 15:29:47.24	1.578738																						0					250.165649			-0.000215	1.578738	5997.754556
2026-09-03 15:29:47.25	1.578738																						0					250.357742			-0.000215	1.578738	5997.738769
2026-09-03 15:29:47.26	0.004840																						0					250.221207			-0.000215	0.004840	5997.725605
2026-09-03 15:29:47.27	0.004840																						0					250.084671			-0.000215	0.004840	5997.722933
2026-09-03 15:29:47.28	1.578738																						0					249.973541			0.002341	1.578738	5997.720262
2026-09-03 15:29:47.29	1.578738																						0					250.165649			-0.000215	1.578738	5997.707097
2026-09-03 15:29:47.30	1.578738																						0					250.357742			-0.000215	1.578738	5997.691310
2026-09-03 15:29:47.31	0.004840																						0					250.221207			-0.000215	0.004840	5997.678146
2026-09-03 15:29:47.32	0.004840																						0					250.084671			-0.000215	0.004840	5997.675474
2026-09-03 15:29:47.33	0.004840																						0					250.379379			0.000994	0.004840	5997.675426
2026-09-03 15:29:47.34	0.004840																						0					250.674103			0.000994	0.004840	5997.675377
2026-09-03 15:29:47.35	-0.573993																						0					251.018387			0.000994	-0.573993	5997.676294
2026-09-03 15:29:47.36	-0.573993																						0					251.362671			0.000994	-0.573993	5997.681069
2026-09-03 15:29:47.37	-0.573993																						0					251.445297			0.001773	-0.573993	5997.686809
2026-09-03 15:29:47.38	-1.306069																						0					253.123962			0.031960	-1.306069	5997.693769
2026-09-03 15:29:47.39	-1.306069																						0					253.255402			0.031960	-1.306069	5997.705610
2026-09-03 15:29:47.40	-1.306069																						0					252.729263			0.041829	-1.306069	5997.718670
2026-09-03 15:29:47.41	-1.306069																						0					252.203125			0.041829	-1.306069	5997.731731
2026-09-03 15:29:47.42	0.354996																						0					251.938644			0.041829	0.354996	5997.742023
2026-09-03 15:29:47.43	0.354996																						0					251.674179			0.041829	0.354996	5997.741242
2026-09-03 15:29:47.44	0.354996																						0					251.820923			0.042110	0.354996	5997.737692
2026-09-03 15:29:47.45	0.354996																						0					251.967651			0.042110	0.354996	5997.734142
2026-09-03 15:29:47.46	-0.011802																						0					251.721283			0.042110	-0.011802	5997.731203
2026-09-03 15:29:47.47	-0.011802																						0					251.474899			0.042110	-0.011802	5997.730710
2026-09-03 15:29:47.48	0.354996																						0					251.674179			0.041829	0.354996	5997.730216
2026-09-03 15:29:47.49	0.354996																						0					251.820923			0.042110	0.354996	5997.727278
2026-09-03 15:29:47.50	0.354996																						0					251.967651			0.042110	0.354996	5997.723728
2026-09-03 15:29:47.51	-0.011802																						0					251.721283			0.042110	-0.011802	5997.720789
2026-09-03 15:29:47.52	-0.011802																						0					251.474899			0.042110	-0.011802	5997.720296
2026-09-03 15:29:47.53	-0.011802																						0					251.337158			0.042110	-0.011802	5997.720414
2026-09-03 15:29:47.54	-0.011802																						0					251.199432			0.002932	-0.011802	5997.720532
2026-09-03 15:29:47.55	-0.066562																						0					251.719284			0.002932	-0.066562	5997.720741
2026-09-03 15:29:47.56	-0.066562																						0					252.239136			0.002932	-0.066562	5997.721316
2026-09-03 15:29:47.57	-0.066562																						0					252.665100			0.002932	-0.066562	5997.721981
2026-09-03 15:29:47.58	-0.190312																						0					252.514099			0.007231	-0.190312	5997.722853
2026-09-03 15:29:47.59	-0.190312																						0					252.239517			0.007231	-0.190312	5997.724550
2026-09-03 15:29:47.60	-0.190312																						0					251.884933			0.007231	-0.190312	5997.726453
2026-09-03 15:29:47.61	-0.190312																						0					251.530365			0.006354	-0.190312	5997.728356
2026-09-03 15:29:47.62	-0.190312																						0					251.269669			0.006354	-0.190312	5997.730259
2026-09-03 15:29:47.63	1.083904																						0					251.008972			0.006354	1.083904	5997.730039
2026-09-03 15:29:47.64	1.083904																						0					250.748276			0.006354	1.083904	5997.721323
2026-09-03 15:29:47.65	1.083904																						0					250.244385			0.023661	1.083904	5997.710484
2026-09-03 15:29:47.66	1.083904																						0					249.921188			0.023661	1.083904	5997.699645
2026-09-03 15:29:47.67	1.461652																						0					249.597977			0.023661	1.461652	5997.688177
2026-09-03 15:29:47.68	1.461652	0.999455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000	0.000000	0.002325	0	0	30.200000	45.400000	0.000000	0.000000	249.274780	36.490002	36.070000	0.023661	1.461652	5997.674190
2026-09-03 15:29:47.69	1.461652																						0					248.906403			0.019915	1.461652	5997.659573
