<Header>
User name: 
Location: probe cabin
# of Location: 2
Model: 11-D
Serial No.: 11D20167
Firmware revision: 12.50E
Software revision: 1179-V2-10 (23-01-2023)
Unit: Mass fraction [ug/m3]
C-factor: 1,00
location factor: 1,00
Comment: test room aerosol conditions
online data
<Data>
[d&t31.12.2035 11:50:55]	TSP [ug/m3]	PM10 [ug/m3]	PM4 [ug/m3]	PM2,5 [ug/m3]	PM1 [ug/m3]	PMcoarse [ug/m3]	Inhalable [ug/m3]	Thoracic [ug/m3]	Respirable [ug/m3]	pm10-IAQ [ug/m3]	pm2,5-IAQ [ug/m3]	pm1-IAQ [ug/m3]
14.08.2025 14:33:35	13,1	12,7	9,7	6,0	3,3	6,8	11,5	11,1	7,6	11,5	4,7	2,7
14.08.2025 14:33:41	13,4	13,4	10,8	6,3	3,8	7,0	11,3	11,2	8,5	11,3	4,9	3,0
14.08.2025 14:33:47	22,9	19,6	9,9	4,4	3,3	15,2	20,8	18,7	7,9	20,5	3,5	2,6
14.08.2025 14:33:53	26,3	18,1	7,0	4,1	3,4	14,0	24,5	20,4	5,9	21,8	3,3	2,7
14.08.2025 14:33:59	3,7	3,7	3,7	3,7	3,4	0,0	3,0	3,0	3,0	3,0	3,0	2,7
14.08.2025 14:34:05	29,0	22,7	12,2	6,0	3,8	16,6	28,0	25,0	11,1	25,4	4,7	3,0
14.08.2025 14:34:11	32,5	14,2	7,6	5,1	3,6	9,1	26,2	18,5	6,4	16,0	4,1	2,9
14.08.2025 14:34:17	118,2	15,2	6,3	4,5	3,5	10,7	72,4	29,1	5,1	17,7	3,6	2,8
14.08.2025 14:34:23	7,8	7,8	7,0	4,8	3,5	3,0	6,0	6,0	5,5	6,0	3,8	2,8
14.08.2025 14:34:29	10,8	10,4	6,2	3,9	3,1	6,5	11,5	11,0	5,6	11,5	3,1	2,5
14.08.2025 14:34:35	15,6	14,0	8,1	4,6	3,3	9,4	15,6	14,5	7,3	15,4	3,6	2,6
14.08.2025 14:34:41	14,6	14,1	8,9	5,3	3,2	8,8	14,7	14,1	7,5	14,7	4,2	2,6
14.08.2025 14:34:47	34,8	16,9	11,0	6,0	3,5	10,9	25,7	18,4	8,5	15,6	4,7	2,9
14.08.2025 14:34:53	13,3	13,3	12,1	8,2	3,5	5,1	10,8	10,8	9,5	10,8	6,3	2,8
14.08.2025 14:34:59	37,3	18,9	9,6	5,4	3,5	13,5	31,1	23,3	8,2	21,0	4,3	2,8
14.08.2025 14:35:05	11,7	11,2	6,8	3,9	3,1	7,3	12,1	11,6	6,0	12,1	3,1	2,5
14.08.2025 14:35:11	32,8	14,6	7,8	5,4	3,6	9,2	26,4	18,7	6,6	16,3	4,3	2,9
14.08.2025 14:35:17	30,6	12,7	8,2	5,2	3,2	7,5	22,5	15,3	6,4	12,4	4,0	2,6
14.08.2025 14:35:23	25,2	17,3	8,7	6,1	3,6	11,2	22,1	18,4	7,0	19,4	4,7	2,9
14.08.2025 14:35:29	7,7	7,7	6,8	4,6	3,0	3,1	6,6	6,6	5,5	6,6	3,6	2,5
14.08.2025 14:35:35	9,0	9,0	6,9	3,9	3,4	5,1	6,9	6,9	5,4	6,9	3,1	2,8
14.08.2025 14:35:41	14,8	14,4	9,8	5,3	3,5	9,1	13,8	13,3	8,0	13,8	4,2	2,9
14.08.2025 14:35:47	10,0	9,9	7,0	4,2	3,2	5,7	9,3	9,2	6,0	9,3	3,4	2,6
14.08.2025 14:35:53	24,9	17,0	7,6	4,6	3,2	12,4	22,6	18,8	6,4	19,9	3,6	2,6
14.08.2025 14:35:59	30,7	12,8	8,0	4,6	3,1	8,2	22,6	15,3	6,2	12,5	3,6	2,5
14.08.2025 14:36:05	14,8	13,1	7,7	4,5	3,4	8,6	13,6	12,6	6,5	13,5	3,5	2,8
14.08.2025 14:36:11	9,4	9,4	8,1	5,3	3,6	4,0	7,9	7,9	6,6	7,9	4,2	2,9
14.08.2025 14:36:17	15,6	14,8	8,5	4,7	3,2	10,2	15,9	15,1	7,2	15,9	3,7	2,6
14.08.2025 14:36:23	26,0	18,2	9,0	5,5	3,2	12,7	23,4	19,7	7,5	20,7	4,3	2,6
14.08.2025 14:36:29	6,6	6,6	5,5	3,9	3,4	2,7	5,8	5,8	4,6	5,8	3,1	2,8
14.08.2025 14:36:35	7,3	7,3	6,3	4,6	3,3	2,7	6,3	6,3	5,2	6,3	3,6	2,6
14.08.2025 14:36:41	21,6	15,3	8,7	5,3	3,2	10,0	18,7	15,9	7,0	16,2	4,1	2,6
14.08.2025 14:36:47	4,3	4,3	4,3	4,0	3,1	0,3	3,4	3,4	3,4	3,4	3,2	2,5
14.08.2025 14:36:53	17,6	16,9	10,9	6,6	3,8	10,2	17,0	16,2	9,0	17,0	5,2	3,1
14.08.2025 14:36:59	12,9	12,7	9,9	6,3	3,5	6,4	11,9	11,7	8,1	11,9	4,9	2,8
14.08.2025 14:37:05	12,6	11,0	6,6	4,4	3,4	6,6	11,4	10,3	5,3	11,2	3,5	2,7
14.08.2025 14:37:11	30,2	12,0	5,8	4,4	3,2	7,6	23,8	16,1	4,8	13,6	3,5	2,6
14.08.2025 14:37:17	13,9	13,9	12,0	6,7	3,5	7,2	10,6	10,6	9,2	10,6	5,2	2,8
14.08.2025 14:37:23	3,8	3,8	3,8	3,7	3,4	0,0	3,0	3,0	3,0	3,0	3,0	2,8
14.08.2025 14:37:29	4,2	4,2	4,1	3,9	3,3	0,2	3,3	3,3	3,3	3,3	3,1	2,6
14.08.2025 14:37:35	3,6	3,6	3,6	3,6	3,3	0,0	2,9	2,9	2,9	2,9	2,9	2,7
14.08.2025 14:37:41	11,9	11,4	6,7	4,6	3,4	6,8	13,6	13,1	6,5	13,6	3,7	2,8
14.08.2025 14:37:47	20,6	14,0	6,1	3,9	3,2	10,1	19,1	16,0	5,4	16,6	3,1	2,5
14.08.2025 14:37:53	12,8	12,8	11,3	6,8	3,4	6,1	9,8	9,8	8,6	9,8	5,3	2,8
14.08.2025 14:37:59	12,1	12,0	9,1	5,9	3,4	6,1	10,9	10,8	7,6	10,9	4,6	2,8
14.08.2025 14:38:05	18,7	12,4	6,3	4,5	3,4	7,9	16,6	13,8	5,3	14,0	3,6	2,8
14.08.2025 14:38:11	23,2	16,6	8,1	4,5	3,2	12,1	21,0	17,9	6,9	18,5	3,5	2,6
14.08.2025 14:38:17	50,4	8,5	6,0	4,2	3,6	4,3	33,6	16,6	5,2	8,5	3,3	2,9
14.08.2025 14:38:23	14,6	14,3	10,4	5,3	3,0	8,9	12,6	12,2	8,1	12,6	4,2	2,4
14.08.2025 14:38:29	25,9	17,9	8,1	5,6	3,0	12,3	23,7	19,8	6,8	21,0	4,4	2,4
14.08.2025 14:38:35	16,4	15,9	9,6	5,8	3,5	10,1	18,0	17,4	9,0	18,0	4,5	2,8
14.08.2025 14:38:41	8,1	8,1	7,5	5,3	3,0	2,9	6,3	6,3	5,8	6,3	4,1	2,4
14.08.2025 14:38:47	12,2	12,2	10,4	5,7	2,9	6,5	10,0	10,0	8,2	10,0	4,4	2,3
14.08.2025 14:38:53	19,0	12,8	7,3	4,4	3,1	8,5	15,8	13,1	5,8	13,2	3,5	2,5
14.08.2025 14:38:59	7,1	7,1	5,5	3,9	3,3	3,3	7,5	7,5	5,2	7,5	3,1	2,7
14.08.2025 14:39:05	12,0	11,9	10,0	5,9	3,0	6,0	10,2	10,1	7,9	10,2	4,6	2,4
14.08.2025 14:39:11	3,5	3,5	3,5	3,4	3,0	0,0	2,8	2,8	2,8	2,8	2,8	2,4
14.08.2025 14:39:17	12,9	12,5	7,9	4,7	3,3	7,8	13,0	12,6	6,8	13,0	3,7	2,7
14.08.2025 14:39:23	7,6	7,6	6,5	4,4	3,0	3,2	5,8	5,8	5,1	5,8	3,4	2,4
14.08.2025 14:39:29	5,1	5,1	5,1	4,8	3,6	0,4	4,0	4,0	4,0	4,0	3,8	2,9
14.08.2025 14:39:35	3,2	3,2	3,2	3,2	2,9	0,0	2,6	2,6	2,6	2,6	2,6	2,4
14.08.2025 14:39:41	9,6	9,5	6,5	4,3	3,5	5,2	10,4	10,2	6,2	10,4	3,4	2,8
14.08.2025 14:39:47	7,2	7,2	5,0	3,6	3,0	3,5	7,9	7,8	4,8	7,9	2,9	2,4
14.08.2025 14:39:53	3,9	3,9	3,9	3,7	2,7	0,2	3,1	3,1	3,1	3,1	2,9	2,2
14.08.2025 14:39:59	10,9	10,9	9,3	5,8	3,0	5,1	9,6	9,6	7,7	9,6	4,5	2,4
14.08.2025 14:40:05	15,5	15,5	14,3	9,1	4,0	6,4	11,8	11,8	10,9	11,8	7,0	3,2
14.08.2025 14:40:11	30,9	13,0	7,5	4,7	3,2	8,3	23,9	16,5	6,1	13,7	3,7	2,6
14.08.2025 14:40:17	78,8	22,9	8,0	4,5	2,7	18,3	58,9	35,5	7,2	28,6	3,6	2,2
14.08.2025 14:40:23	7,0	7,0	6,9	6,1	3,5	0,9	5,4	5,4	5,4	5,4	4,7	2,8
14.08.2025 14:40:29	4,8	4,8	4,8	4,4	2,9	0,4	3,8	3,8	3,8	3,8	3,5	2,3
14.08.2025 14:40:35	40,3	15,8	4,8	3,0	2,9	12,8	32,7	22,3	4,1	20,0	2,4	2,3
14.08.2025 14:40:41	344,5	20,6	11,5	5,2	2,6	15,4	184,6	49,9	9,9	22,0	4,0	2,1
14.08.2025 14:40:47	307,2	23,3	12,8	6,1	2,2	17,2	139,6	29,3	10,3	24,5	4,7	1,8
14.08.2025 14:40:53	15,9	9,7	4,7	3,4	1,8	6,3	13,4	10,7	3,8	10,8	2,7	1,4
14.08.2025 14:40:59	4,7	4,7	4,2	2,5	1,4	2,1	3,6	3,6	3,2	3,6	2,0	1,1
14.08.2025 14:41:05	12,1	12,0	9,8	5,2	1,2	6,8	10,1	10,0	7,6	10,1	3,9	1,0
14.08.2025 14:41:11	7,7	7,3	4,9	2,8	1,0	4,6	7,3	6,9	3,9	7,3	2,1	0,8
14.08.2025 14:41:17	0,9	0,9	0,9	0,9	0,9	0,0	0,8	0,8	0,8	0,8	0,8	0,8
14.08.2025 14:41:23	10,3	10,3	7,6	3,2	1,3	7,0	9,5	9,4	6,3	9,5	2,5	1,0
14.08.2025 14:41:29	10,4	8,7	4,4	2,2	1,0	6,6	9,5	8,5	3,5	9,4	1,7	0,8
14.08.2025 14:41:35	9,5	8,8	4,3	2,3	1,4	6,5	10,2	9,5	3,7	10,2	1,8	1,1
14.08.2025 14:41:41	56,9	8,9	3,7	2,0	0,8	6,9	38,1	18,5	3,0	10,4	1,5	0,7
14.08.2025 14:41:47	2,0	2,0	2,0	1,7	1,0	0,3	1,5	1,5	1,5	1,5	1,3	0,8
14.08.2025 14:41:53	0,6	0,6	0,6	0,6	0,6	0,0	0,5	0,5	0,5	0,5	0,5	0,5
14.08.2025 14:41:59	0,7	0,7	0,7	0,7	0,7	0,0	0,6	0,6	0,6	0,6	0,6	0,5
14.08.2025 14:42:05	2,0	2,0	2,0	1,4	0,5	0,7	1,5	1,5	1,5	1,5	1,0	0,4
14.08.2025 14:42:11	1,7	1,7	1,7	1,1	0,5	0,6	1,3	1,3	1,3	1,3	0,8	0,4
14.08.2025 14:42:17	44,4	2,6	2,1	1,3	0,8	1,2	27,3	10,4	1,6	2,2	1,1	0,6
14.08.2025 14:42:23	0,4	0,4	0,4	0,4	0,4	0,0	0,3	0,3	0,3	0,3	0,3	0,3
14.08.2025 14:42:29	0,7	0,7	0,7	0,7	0,7	0,0	0,5	0,5	0,5	0,5	0,5	0,5
14.08.2025 14:42:35	1,0	1,0	1,0	1,0	0,8	0,0	0,8	0,8	0,8	0,8	0,8	0,7
14.08.2025 14:42:41	1,3	1,3	1,2	1,0	0,5	0,2	1,0	1,0	1,0	1,0	0,8	0,4
14.08.2025 14:42:47	0,2	0,2	0,2	0,2	0,2	0,0	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:42:53	1,5	1,5	1,5	1,2	0,7	0,2	1,1	1,1	1,1	1,1	1,0	0,5
14.08.2025 14:42:59	0,4	0,4	0,4	0,4	0,4	0,0	0,3	0,3	0,3	0,3	0,3	0,3
14.08.2025 14:43:05	1,8	1,8	1,7	0,9	0,2	1,0	1,4	1,4	1,3	1,4	0,7	0,2
14.08.2025 14:43:11	0,3	0,3	0,3	0,3	0,3	0,0	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:43:17	0,3	0,3	0,3	0,3	0,3	0,0	0,3	0,3	0,3	0,3	0,3	0,3
14.08.2025 14:43:23	1,6	1,6	1,5	1,0	0,4	0,6	1,2	1,2	1,2	1,2	0,7	0,3
14.08.2025 14:43:29	0,3	0,3	0,3	0,3	0,3	0,0	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:43:35	1,7	1,7	1,6	1,0	0,3	0,6	1,3	1,3	1,2	1,3	0,8	0,2
14.08.2025 14:43:41	0,2	0,2	0,2	0,2	0,2	0,0	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:43:47	0,3	0,3	0,3	0,3	0,3	0,0	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:43:53	0,3	0,3	0,3	0,3	0,2	0,0	0,3	0,3	0,3	0,3	0,3	0,2
14.08.2025 14:43:59	0,2	0,2	0,2	0,2	0,2	0,0	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:44:05	0,9	0,9	0,9	0,6	0,1	0,2	0,7	0,7	0,6	0,7	0,5	0,1
14.08.2025 14:44:11	0,2	0,2	0,2	0,2	0,2	0,0	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:44:17	0,3	0,3	0,3	0,3	0,3	0,0	0,3	0,3	0,3	0,3	0,3	0,3
14.08.2025 14:44:23	0,1	0,1	0,1	0,1	0,1	0,0	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:44:29	0,2	0,2	0,2	0,2	0,2	0,0	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:44:35	0,2	0,2	0,2	0,2	0,2	0,0	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:44:41	0,1	0,1	0,1	0,1	0,1	0,0	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:44:47	0,1	0,1	0,1	0,1	0,1	0,0	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:44:53	0,1	0,1	0,1	0,1	0,1	0,0	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:44:59	0,6	0,6	0,6	0,5	0,1	0,1	0,5	0,5	0,5	0,5	0,4	0,1
14.08.2025 14:45:05	0,1	0,1	0,1	0,1	0,1	0,0	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:45:11	0,1	0,1	0,1	0,1	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:45:17	0,1	0,1	0,1	0,1	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:45:23	0,1	0,1	0,1	0,1	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:45:29	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:45:35	1,6	1,6	1,5	0,6	0,1	1,0	1,2	1,2	1,1	1,2	0,5	0,1
14.08.2025 14:45:41	0,1	0,1	0,1	0,1	0,1	0,0	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:45:47	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:45:53	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:45:59	0,1	0,1	0,1	0,1	0,1	0,0	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:46:05	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:46:11	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:46:17	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:46:23	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:46:29	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:46:35	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:46:41	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:46:47	0,1	0,1	0,1	0,1	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:46:53	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:46:59	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:47:05	0,1	0,1	0,1	0,1	0,1	0,0	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:47:11	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:47:17	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:47:23	0,1	0,1	0,1	0,1	0,1	0,0	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:47:29	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:47:35	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:47:41	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:47:47	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:47:53	0,1	0,1	0,1	0,1	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:47:59	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:48:05	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:48:11	0,1	0,1	0,1	0,1	0,1	0,0	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:48:17	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:48:23	0,1	0,1	0,1	0,1	0,1	0,0	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:48:29	0,1	0,1	0,1	0,1	0,1	0,0	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:48:35	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:48:41	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:48:47	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:48:53	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:48:59	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:49:05	0,1	0,1	0,1	0,1	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:49:11	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
