<Header>
User name: CF
Location: laboratory
# of Location: 1
Model: 1.109
Serial No.: 9G050007
Firmware revision: 12.30E
Software revision: 7-1 Rev XII (27-02-2019)
Unit: counts/liter (differential)
C-factor: 1,00
Comment: test room aerosol conditions
online data
<Data>
[d&t31.12.2035 11:50:55]	0,30 um	0,40 um	0,50 um	0,65 um	0,80 um	1,00 um	1,60 um	2,00 um	3,00 um	4,00 um	5,00 um	7,50 um	10,00 um	15,00 um	20,00 um
14.08.2025 14:29:23	15150,0	12150,0	5400,0	4100,0	1550,0	450,0	550,0	250,0	150,0	50,0	0,0	50,0	0,0	160,0	140,0
14.08.2025 14:29:29	15050,0	13050,0	6350,0	4300,0	1800,0	450,0	500,0	200,0	250,0	50,0	100,0	0,0	50,0	40,0	60,0
14.08.2025 14:29:35	16000,0	12750,0	6600,0	3550,0	1250,0	600,0	700,0	300,0	100,0	0,0	50,0	100,0	50,0	0,0	50,0
14.08.2025 14:29:41	15250,0	12300,0	6950,0	3600,0	1700,0	400,0	250,0	350,0	200,0	100,0	50,0	50,0	100,0	100,0	150,0
14.08.2025 14:29:47	15650,0	13300,0	6600,0	3200,0	1500,0	550,0	250,0	350,0	100,0	100,0	100,0	0,0	50,0	20,0	80,0
14.08.2025 14:29:53	14300,0	11600,0	6000,0	3200,0	1250,0	550,0	200,0	350,0	50,0	200,0	150,0	0,0	0,0	20,0	80,0
14.08.2025 14:29:59	16800,0	13000,0	6700,0	3850,0	1750,0	550,0	450,0	150,0	100,0	0,0	150,0	50,0	0,0	80,0	120,0
14.08.2025 14:30:05	15100,0	12650,0	6850,0	4150,0	1800,0	700,0	600,0	200,0	250,0	50,0	100,0	100,0	100,0	130,0	170,0
14.08.2025 14:30:11	14350,0	11900,0	6350,0	3150,0	1350,0	600,0	500,0	150,0	200,0	100,0	0,0	100,0	0,0	80,0	70,0
14.08.2025 14:30:17	13950,0	13500,0	7050,0	4550,0	1050,0	350,0	600,0	450,0	150,0	0,0	250,0	0,0	100,0	220,0	230,0
14.08.2025 14:30:23	16800,0	12200,0	6250,0	4750,0	1350,0	600,0	350,0	400,0	250,0	100,0	300,0	50,0	150,0	50,0	100,0
